zip code,graduate_or_professional,highSchool_or_higher,bachelors_or_higher
15761,0,84.6,0
78249,15.9,95.6,44.2
16053,11.3,96.2,34.3
19931,4.4,91.7,18.9
89883,5.1,54,6.5
67661,6,92.5,19.8
67879,6.3,88.6,30.3
98408,3.6,87.2,16.6
58641,0,71.4,27.4
26369,4,90.7,8.5
92084,6.2,78.5,22.8
51338,3.7,91.1,16.4
49201,5.9,89.7,20
97049,11.7,94.4,28.2
69130,5.4,86.5,17.9
32668,5.8,90,14.3
13607,15.4,92.9,30.1
33132,23.1,90.4,55.2
39056,16.2,91.1,41.2
59332,0,94,7.5
71028,5.1,89.8,12.1
27407,8.8,88.1,31.8
04347,20.6,95.9,45.1
08348,6,64.7,6
49252,4,87.8,10
97753,13.6,99,29.8
02124,8.7,81.8,24.4
00674,4.3,70.8,21.9
79252,3.9,83.2,15.1
31084,0,100,18.2
43430,3.4,92.9,16.7
63105,45.1,97.2,79.2
37062,8.9,86.6,27.5
70737,9.1,89.8,26.8
32804,17.5,95.9,48.8
90031,6,58.8,19
04736,4.8,85.5,18.5
43025,8.6,90.2,21.2
64783,2.8,87.4,9.6
42320,7.2,76.9,10.6
78019,0.8,58.4,9.3
81232,0,100,0
41094,9.5,90.2,29.1
23847,3.7,73.3,8.9
93021,14.5,87.7,40.2
77362,3.4,87,25.9
74873,4.8,88.2,15.2
45039,18.3,96.9,51.4
53589,11.2,94.1,33.9
01077,17.3,89.6,35
57278,7.6,93.8,19.7
27409,12.3,92.9,33.7
33706,18.8,95.6,45
72760,9.7,92.9,30.5
39342,6.2,85.3,14.1
90001,0.6,44.2,4.3
02638,24.2,94.9,49.5
89010,6.3,85,21.6
28422,7.4,87.8,22.7
89104,2.8,69.7,12.9
34480,12.1,92.9,26.9
82243,16.2,79.7,25.7
87930,0,65.1,13.9
62671,3.6,96.7,20.2
71726,1.6,77.6,5.1
25025,14,70.2,24.8
81301,21.2,96.7,51.8
41735,0,41.1,4
78108,15.5,94.8,37.9
18015,11.8,85.5,26.6
85137,7.8,87.9,16
12942,22,97.9,47.1
77056,29,98,74.8
66512,5.1,96.3,15.5
19135,3.1,82.9,13.2
14052,17.2,94.8,41.8
96002,7,91.2,21.7
43109,6.8,84.9,15.1
89442,2.1,88.5,9
15131,8.4,94.8,27
66087,4.2,88.8,18.1
12018,14.1,93,30.7
01604,8.8,87.4,27.9
67752,5.5,91.3,26.3
57026,5,90.9,18.2
98828,7.8,83.5,21.3
88265,7.8,95.1,19.6
49706,4,91.8,19.8
64752,5,87.1,11.9
60928,5.2,93.9,17.5
10475,9.5,85.2,25.8
65727,5.9,88.2,28.9
68305,9.7,93.9,30.9
14826,7.9,87.9,17.9
72044,7.4,92.5,10.2
53801,3.7,92.1,13.1
71045,2.3,78.3,15.4
33351,7.7,88.5,28.3
93641,0,87,0.6
01474,15,91.6,40.5
22627,11.4,86.3,34.5
75203,3.1,64.3,14.9
56630,3.8,90.8,13.8
06092,41.6,99.5,72.6
03458,28,96.8,57.6
29048,1.1,76.5,4.2
83014,16.7,99,62.4
66945,9.7,91.7,24.7
54469,11.4,94.6,24.5
26181,9.1,90.4,21.6
14864,14.3,87,20.1
63656,10.5,84.4,15.3
33922,12,90.5,26.6
73527,11.6,93.2,21.7
54728,5.6,90.1,18.2
41548,0,65.2,3
36483,1.7,84,10.1
48421,6.9,91.7,20.3
87420,3.4,82,11.6
74574,4,86.9,15.3
95017,17.7,84.9,40.8
14478,19.3,93.3,38.7
84301,2.9,94.8,21.9
57791,2.4,97.1,7.7
82063,10.3,100,46.6
31632,11.3,87.5,28
78227,2.1,71.7,6.9
50165,3.6,100,25
37335,5.6,84.1,11.9
32432,0,51.2,0
70079,2.4,87.4,11
06331,7.3,93.6,21.6
48529,1.6,81.5,8.6
30291,7.8,87.6,21.1
44662,5.2,84.8,14.2
76450,5.5,82.1,19.1
30079,14.2,90.1,39.2
66606,11.3,91.2,30.9
17257,7.7,84.2,21.3
37777,9.6,91.2,28
58532,5.1,91.7,10.2
04631,7.1,90.6,25.9
35622,3.8,80.3,11
13365,8.4,87.6,21.7
51571,1.8,91.8,24.5
27856,7.2,85.8,20.4
85048,22.1,97.2,54.7
21231,30.5,88.5,58.3
55116,27.2,95.9,59.7
58474,6.9,90.4,24.6
07102,9.6,69.4,20.3
60602,35.8,100,83.4
04073,4.4,89.7,16.9
17270,0,100,0
99017,1.8,93.6,27.3
42079,8.8,92.7,22.9
52211,8.9,92.7,19.4
96064,5.5,90.1,14.6
95736,13,100,42.7
69121,6.5,94.3,27
24486,12,85.9,26.7
16154,5,93.5,16.8
97492,18.2,78.4,21
40104,2.3,80,13.6
67735,4.5,95.9,18.2
74052,2.6,84.7,8.1
36207,13.1,89.7,25.8
94027,44,97,78.2
36901,0,90.3,2.2
91423,21.6,96.1,59.7
05647,17.2,93.4,39.8
41159,0,49.5,2.7
17570,0,91.1,13.3
49322,2.6,84.1,9
68925,4.7,97,26.2
44303,24.9,95.9,50.4
49751,4.6,92.3,18.9
07979,17.9,96.7,35.5
62231,7,88.7,23.1
72703,21.7,92.2,49.5
75668,5.4,81.1,15.9
60112,8.2,92.3,32
65705,7.2,84.9,15.3
76429,10.1,100,20.9
91789,14.5,92,50.5
14086,15.1,95.5,36.6
99039,2.1,97.9,18.8
49102,25.2,89,41.3
77656,2.7,85.5,11.4
75838,2.1,77.5,3.2
68778,7.8,95.5,19.3
32667,18.4,94.8,38.1
43452,9.7,91.3,23.9
25320,3.2,80.6,11.6
44720,15.1,94.9,37.7
34231,13.6,93,31.2
56121,2,90.2,13
22747,17.9,92.7,39.9
89101,1.7,63,7.2
01379,19.1,93.2,46.3
37866,10.7,86,21.1
99753,0.9,83.2,3.5
75089,10.2,93.1,34.3
63043,17.1,94.2,45
13776,11.7,88.8,31.1
44804,10.7,97.1,22.5
21502,8.5,88.8,18.9
38869,0,78.7,1.9
39362,4.6,82.8,6.5
04011,19.9,93.8,44.2
88021,3,63,10.8
41132,0,58.7,7.2
52554,5.2,86.9,11.6
62417,2.6,87.2,6.8
57522,1.1,87.4,13.8
68409,5.6,93.8,26.3
57050,4.9,81.6,14.1
83302,0,58.8,9.4
02129,28.8,90.1,63.5
82937,4.2,94.5,15.5
50317,2.9,85.8,12.8
35464,1.9,80.2,18.1
26257,4.1,81,7.7
24594,6.7,85.7,15.7
83866,0,69.4,0
58335,1.9,76.4,8
81151,4,91.5,23
78726,24.8,98.5,66.1
04110,35.3,96.8,73.5
80908,25.3,97.5,55.7
33917,7.4,88,18.2
59634,13.8,96.2,45.4
19533,5.1,85,19.3
91935,16.1,91,35.2
98404,3.5,79.2,14.9
79538,1.1,85.8,8
01331,5.9,87.7,18.4
42701,12.8,90.9,26.5
87549,4.3,100,30.7
74701,10.2,85.6,26.5
49302,10.6,96.3,36.8
17508,2.7,87,10.7
84308,12.8,83.1,27.7
63133,3.4,82.6,8.2
68110,3.2,79.1,11
25649,1,83.2,4.3
65757,8.5,90.5,23.3
01757,12.6,91.9,36.7
72687,6.9,85.6,16
17965,4.1,88.9,12.9
14203,17.9,83.3,41.9
84096,8.8,97.4,34.2
22701,8.3,84.5,23.4
21675,0,94.4,0
36543,10.1,100,10.1
12069,7.1,95.3,7.1
43066,3.4,94,21.9
46968,0,66.7,0
43209,25.3,94.7,54.1
38658,6.4,78.4,16.5
62201,1.4,70,4.2
96120,9.7,88.7,23.8
51535,5.4,91.7,21.7
55337,11.2,93.6,37.3
72025,2,85.7,8.2
37321,5.6,75.5,12.9
47352,6.3,82.5,14.9
85539,3.2,72.1,11.1
49748,2.3,87.9,9.8
26591,1.7,79.7,13
16915,8,90.6,22.3
41760,0,100,0
50548,5.9,91.4,25.5
80601,6.6,85.2,21.7
92147,0,100,12.7
65661,5.2,90.4,13.9
51024,6,96.3,23.9
44127,1.8,72.4,8.6
99789,2.5,68.8,4.5
33716,15.1,96.1,42.4
06238,16.8,97.1,39.8
18436,10.8,92.5,21.4
65603,3.3,95.4,17
38661,0,85.7,8.7
57373,1.5,93.4,15.1
48413,5.9,86.9,17.3
10507,18.3,75.7,37
07717,21.5,98,58.6
65777,0,92.5,0
38372,5.1,82,13.5
03264,21.7,90.9,33.8
55445,9.7,91.4,34.2
50158,6,82.3,19.6
86544,2.2,72.1,5.8
67651,2.8,91.7,24.6
87044,4.4,81.9,13.3
50222,0,94.2,17.9
47383,7.7,94.8,21
22578,19.8,90.5,37.5
21224,18.1,80.4,38.8
97447,0,95.1,28
30521,3.4,76.1,10.5
62642,3.4,93.4,17
50521,0,83,5.1
62358,2.3,91.5,12.1
59424,18.6,96.6,27.1
25243,8.8,86.3,10.6
21639,5.1,85.1,15.6
92251,5.6,80.2,17.4
45874,3.7,91.6,8.6
21117,19.2,92.7,50.4
02559,11.5,98.8,34.8
32550,16.6,97,47.7
33762,14.3,86.3,34.1
85350,2.5,58.1,8.1
05068,18.5,93.5,38.3
29729,2.9,77.1,14.3
29810,2.4,69.6,8.6
58249,3.8,92.1,19.8
67001,14.7,94.1,37.3
70461,11.1,89.4,29.4
03903,10.8,96.5,34.2
85233,14,94.8,41.2
11724,41.4,98,80.7
79785,0,82.5,15.9
95965,3.9,81.2,12.8
85602,8,89.8,19.2
02703,10.1,89.1,31.2
13329,9.4,82.6,13.7
72106,5,82.3,17.9
78344,2.9,86,30
36775,0,79.6,8.7
49619,1.5,84.2,10.1
37220,26.4,99.3,67.6
53014,4,91.5,19
47928,1.1,91.7,9.4
42122,12.1,87,30.4
51554,14,88.8,27.3
08324,0,82.1,11.9
21628,19.8,86.2,19.8
68759,1.8,86.5,17.8
85615,11.9,92.4,29.8
17543,15,90.1,36.7
73105,15.3,88.2,34.4
76557,5.3,88.3,15
21522,13.3,88.3,13.3
55767,3.6,88.5,16.4
47325,3.5,87.6,19.2
98239,16,96.6,38.1
16412,15.6,93.2,43.5
96150,10,89.7,30.3
72631,17,93.7,28.7
00707,2.5,63.7,16.9
52001,9.3,89.9,26.5
07822,12.2,87.6,49.3
26852,0,82.3,1.8
84715,12.4,96.9,27
15446,0,100,29.1
68454,4.7,96.6,21.5
66839,4.6,92.9,20.7
60435,7.7,86.5,21.1
44672,4.3,87.1,13.5
12480,7.5,87.2,23.1
02675,19.4,97,46.3
12466,11.2,93.8,26.1
12836,13.4,91.1,27
44272,7.3,93,22.5
85301,3.1,67.6,7.8
27242,0,75.5,10.3
44515,7.7,92.6,21.8
79525,0.5,84.2,17.4
97874,2.6,93.1,11.2
53541,4.4,91.4,12.3
55955,12.1,97,37.4
27312,23.3,94,50.3
25248,4.3,81.9,12.1
16131,4.4,93.8,13.7
32622,1.1,80.3,13.5
44230,9.5,91.5,25
18950,30.5,100,66.4
58496,2.8,75.9,9
40445,0.7,69.2,6.8
57038,14.6,92.1,33.3
55806,7.1,88.8,26.1
66757,7,88.6,15.9
24105,0,86.3,16.3
92845,12.6,92.5,36.4
43347,4.8,91.8,17.8
13734,1.3,82.6,10.9
68761,0.4,82.9,5.6
70650,13,96.8,33.8
84022,7.8,95.8,27.5
28007,0,81.1,7.2
28399,6.2,79.2,16
39662,6.3,93.2,9.7
12059,14,96.4,32.2
03601,6.7,89,18.8
03906,7,91.3,22.1
18814,1.7,99.2,21.7
68854,8.2,88.5,18.8
39841,4.6,79.7,17.2
13680,11.2,80.5,17.2
88114,0,100,0
87728,4.9,86,22
54466,4.7,89.6,16.4
08201,11.1,88.5,29.2
24946,10.7,81.9,23.6
16440,8.3,93,18.5
99005,20.3,98.2,43.5
20878,37.9,94.5,69.9
77661,3.3,61.9,6.8
12983,20,93.8,38.5
68023,10.7,95.9,37.7
18425,7.4,90.5,14.2
49080,8.6,91.2,24.8
83440,12,95.4,37.6
32803,20.2,96.3,54.2
50149,3.2,85.7,8.1
36030,3.7,92.6,16.5
92657,37.6,97.9,72.6
72014,0,56.8,0
32666,9.2,88.5,18.4
41055,9.5,82.4,21.4
48911,7.4,88.9,21.3
18623,3.1,85.4,9
24639,3.1,64,9.6
62907,4.5,88.3,14.2
65564,0,100,0
61440,2.7,97.7,24.7
59230,6.7,95.3,24
67445,6.6,93.2,23.1
10985,5.7,93.2,11.4
37879,4.1,77.2,11.1
98502,19.8,94.5,46.3
89439,19.8,93.2,39.2
49752,3.7,74.3,12.4
38379,4.7,87.2,23.1
80835,11.6,89.7,39.1
63014,14.7,93.5,32.2
12827,7.2,89.5,18.8
45344,4.3,86.3,17.2
12147,24,95.6,37.9
34266,2.9,67.2,9.4
47327,5.7,84.8,12
41254,9.9,79.3,14.4
21634,11,90.1,16.5
57645,1.4,90.6,23
84101,14.8,89.8,44
58041,5.1,87.6,16.9
13603,11.1,94.9,26.8
16130,4.2,87.1,12.1
91945,5.5,79.6,15.9
94559,9.8,84.8,31.2
30316,19.5,88.1,42.4
26679,7,89,11
59433,6.1,93.9,30.9
76123,12.1,93.7,34.9
37687,4.9,72.5,13.3
16694,5.8,84.1,12.3
85020,15.8,88.6,36.9
72947,2.6,79.9,8.6
47141,2.8,72.1,14.4
00612,6.1,76.1,23.3
62995,4.1,73.7,12.1
06750,16.2,94.1,31.4
28539,7.1,90.9,15.3
56350,1.8,80.2,5.4
28306,9.4,88.4,23.3
94720,28.4,100,91.2
01505,19.1,96.6,56.3
64790,4.3,79.3,11.4
08628,15,93.5,44.8
94131,34.8,95,71.2
62253,0.9,82.1,6
79363,9.7,90,26.2
75472,3.1,81.6,11
29630,14.5,87.8,33.2
45233,13.3,94.3,40.3
49261,0,92.5,10
19343,21.1,97.4,55.8
04923,2.5,84.5,8.8
04734,4.6,88.4,16
03242,19.5,96.1,47.2
57474,2.8,92.7,16.5
58486,26.3,94.9,36.6
82720,5.9,84.4,24.9
19320,9.8,88.7,28.6
24352,13.1,78.7,23.4
57105,14,96.2,40.3
39097,2.3,60.9,10.6
39736,0.6,81,3.2
07670,45.1,96.7,79.2
98387,5,90.2,15
72561,5.7,90.5,11.8
52778,6.3,92.4,24.8
70091,9.2,64.7,27.2
56686,6.4,89.6,17.5
93429,0,75.6,0
95920,0,60.6,8
17777,6.1,88.8,17.9
65459,5.7,83.5,13.3
97227,20,93.6,53.4
46943,20.4,83.2,20.4
14607,23.6,93.6,54.1
25139,0,96.6,29.3
70652,6.7,87.6,21.4
51063,3.4,94.9,22.8
69036,3.3,86.9,27.9
57234,6.7,94.1,25.8
81223,8,93.6,21.3
68879,3.9,97.3,22.4
14777,14.1,88.6,23.9
53817,2,92.1,22.8
46278,25.3,97.1,62.8
18829,3.6,89.8,14
83835,10.9,94,29.2
37149,6.8,89,17.1
17046,3.8,80.5,10.9
34216,22.5,96.5,40.9
95386,3.1,67,9
13846,11.2,93.4,32
32062,7.7,88.4,18.1
49256,3.6,87.5,11.8
83627,1,77.3,20.2
58843,1.3,91.3,18.7
85007,8.7,68.7,22
31410,16.1,96.2,45.1
45434,29.3,98.8,57.6
48301,38.8,98.1,75.5
62523,0,75.1,1.3
24313,0,78.6,8.9
60470,3.1,94.8,9.2
12448,29.3,100,63.9
75479,4.5,85.9,14.6
12853,9.6,84,18.3
64831,8.2,82.5,17.4
14134,5.8,80.2,12.8
72542,5.5,84.9,9.9
75101,1,57.3,7.3
36034,7.3,84.6,11.8
42256,4.3,76.2,12.1
57078,10.9,91.2,29.5
08554,5.2,93.6,25.5
60164,2.8,73.4,12.7
77459,20.1,95.4,57.3
36036,2.2,68.6,13.6
45431,19.8,92.6,40
27878,0.7,81.9,6.4
58577,5.2,95.7,21.9
81054,2.6,84.6,8.7
15927,11.1,77.2,21.5
24815,2.8,70.5,2.8
26537,6.4,84.4,16.9
15223,7.5,93.3,23.2
70726,6.7,87,20.3
90292,27.4,97.6,66.4
62883,1.8,91.5,24.6
43146,4.4,82.4,13.5
08224,5.5,82.8,15.8
42104,16.2,92.8,40.9
75845,5,86.9,11.6
13804,3.9,83.5,11.7
28468,16.7,93.9,45.5
92374,10.8,85.8,30.8
75214,26.5,93.5,64
31750,4.9,81.8,11.5
62992,5.1,84.5,18.7
30082,20.8,92.4,50.1
41837,3.3,77,9.1
78369,0,59.9,5.6
40060,2.6,84.1,4.1
59106,15.9,95.7,46.4
02536,14.7,93.2,35.1
61535,13,92.5,31.3
16056,9.2,94.4,26
80621,5.3,78.8,15
82925,0,100,46
62677,8.1,93.9,23.6
65534,1.4,93.3,4.4
38664,7.2,83.9,23.4
73553,4.4,100,30.9
78883,14.6,100,43.3
99140,4.4,91.6,13.2
25245,4.2,68.8,4.2
30102,8.4,86.1,28.8
96762,15.2,97.8,45.5
33647,24,95.5,57.4
15321,10.3,94.1,31.5
65623,0,47.8,0
12173,8,91.7,21.2
43035,20.5,96.8,62.5
82412,5.1,94.3,16.1
16639,3.4,92,11.1
92078,13.4,91,42.2
40170,0,65.8,0
00965,0.8,68.7,10.8
59720,11.3,100,54.8
08730,21.9,97.1,64.6
85390,9.9,88.6,24.5
35126,5.5,90.3,18
92009,26.5,97.2,62
35961,2.4,67.7,6.6
50225,1.8,92.4,17.8
99627,6,91.7,15.2
30535,8.5,78.6,18.7
71937,3,81.1,10
14219,6.5,92,20.1
38138,23.3,96.6,59.2
26404,0,76.6,12.5
43986,1.8,84,5.8
44451,6.4,93,21
62278,5.9,93,17.7
47280,3.6,92.6,9
95746,21.3,97.7,54.4
66080,3.2,92.5,13.5
66019,0,92.4,0
30711,4.1,67.5,6.9
80216,5.5,65.6,21.6
28119,1,64.8,5.6
04046,14.5,95.7,43.8
35553,4.4,72.5,12.9
77449,6.2,84.3,25.8
31008,6.3,90.5,19
23024,8.7,86.7,21.8
67576,6.3,91,27.1
05039,10.6,88.5,28
02494,40.7,97.5,69.7
47320,10.5,96,21.9
86011,22.4,100,31
78210,4,69.9,12.6
43356,5.5,94.7,16.6
53035,4,92.6,16.7
11765,35.9,97.5,74
63104,22.5,91.9,47.3
95830,12.8,91.4,26.6
72209,3.2,79.2,10.6
55441,16.8,96.1,50.2
52501,6.7,86.5,18.7
07052,22,92.2,51.4
33001,4.5,90.5,18.9
21043,33,95.2,64.4
41189,4,78.6,10.6
18913,0,100,35.1
22904,37.4,79.1,57.4
97026,2.9,77.9,11.1
82325,10.8,93.6,34
12572,27,92.6,49.1
64461,9.5,92.4,19.3
65084,4.7,78.2,14.1
17742,0,66.7,16.7
61913,3.4,88.7,12.9
59718,18,98.2,51.8
62812,8.1,85.8,20.4
70075,1.6,85.2,12.6
98356,5.7,85.9,10.2
78151,4.6,77.8,14
47848,3.7,92.5,9.3
44481,5.1,89.9,15.9
13110,13.4,94.2,34.2
95409,19.7,95,45.3
68030,7.6,93.5,17
85383,17.4,97.2,45
62902,22.4,95.5,48.2
19136,5.2,84.9,16.1
72365,5,78.1,12.3
24333,4.4,80,14.2
44129,6.4,89.8,21.7
01568,20.2,96.9,52.1
76227,8.7,94.2,35.1
72842,3.3,86.5,15
98953,7.5,81.8,17.7
83641,3.9,84.1,15
60123,7.4,81.1,23.2
70601,5.8,79.6,19
41838,0,68.1,2.5
61274,0,100,0
16861,1.9,75.3,14.4
52570,3,68.7,9
26411,3.1,89.3,8.1
95686,0.8,62.7,10.2
04346,3.8,86.1,13.9
47247,0,85.3,6.2
56759,0.5,87.9,14.1
62346,23.7,89.3,33.6
63882,0,68.7,5
79231,0,100,0
95669,8.5,90.5,24
49729,8.6,89.1,24.9
97737,1.5,92.2,4.6
33486,17.9,97.1,49.8
58004,0.5,95.9,35.6
97366,16.9,93.1,31.1
54726,3.4,86.7,9.9
81638,11.4,92.4,28.8
60154,16.4,93.9,40.6
49709,3.9,86.7,10.9
98802,6.9,84.6,20.7
54829,7.9,91.8,24.8
71838,0,94.8,9
41014,7.4,82.9,22.5
95570,24.6,96.6,55.3
37032,5.7,84.4,17.2
85552,11.2,91.7,22.8
88028,0,97.3,4.3
83428,6,93.4,18.6
02025,34.1,98.3,73.3
48331,30.3,96.4,63.5
22976,7,85.4,12.2
54837,5.3,89.4,17.5
72554,5.8,81.4,9.3
68403,6.5,95.4,11.1
62040,4.9,88.5,13.6
39150,7.3,75.5,16.6
06759,24.5,96.3,46.9
28104,16.6,94.3,50.6
94043,35.1,93.5,64.4
45005,5.8,87.4,16.3
69134,6.7,89.1,23.1
95374,2.3,61.9,6
30511,4.3,75.6,9.1
95018,20.3,96.8,48
46126,5.7,89.2,19.3
15701,16.2,92.4,36.6
38141,7.6,88.8,19.1
44693,0,89.2,10.8
14809,6.2,92.2,15.7
77518,5.5,74.1,16.7
11213,10,81.8,26.4
37336,1.3,84.1,12.3
48423,8.2,94.1,21.8
61363,1.9,87,3.9
14037,9.4,95.9,20.3
61614,16.7,94.8,42.5
91784,18.4,96.4,43.3
67834,6.7,83.4,22.9
50447,1.8,90.9,14.9
01072,38.5,98,65.8
18976,16.6,94.9,46.4
01451,40.6,98.8,78.2
95008,19.1,93.8,50.9
79311,6.3,79.2,17.5
15049,4.3,93.7,18.3
76667,3.9,77.6,13.4
32407,8.1,93.3,29.3
49301,28.4,98.6,65.3
70030,6.2,83.8,16.9
21209,36,96.4,66.1
00791,6.5,75,24.1
65462,4.5,84.6,12.6
29704,2.6,77.9,11.2
88113,0,40,5.7
75149,4.3,77,14
87083,19,96.3,44.5
79567,5.4,70.3,19.3
46946,0,29.2,0
00738,5,79.3,23.9
73505,9.9,91.5,22.5
04537,14.3,93.6,31.9
97534,0,94.7,16
19425,31.5,98.7,71.4
96765,6.5,98,36.1
95910,0,100,80.8
31042,5.6,84.6,11.2
53098,6,90.5,17.4
50707,3.1,85.4,9.9
14806,6.9,90.5,15.8
64066,20.8,83.3,37.5
71047,8.4,89.4,21.2
63127,18.8,97,49.1
40118,2.4,79.6,11.1
53203,21.4,98,62.5
44024,12.7,93.8,35.5
37329,3.9,74,11.3
56026,3.2,92.8,22.9
48198,10.3,90.4,27.9
27607,27.8,93.5,66.4
35580,3,79.8,6
50604,4,91.6,18.2
30072,17.7,97.2,48.8
20896,53.5,99.3,83.7
40026,21.7,98,58.5
98012,16.4,94.8,48.1
72540,9.3,93.4,44.5
24078,7.7,81.6,16.8
96713,12.2,93.5,26.7
24260,3.6,72.4,9.6
43136,9.2,98.9,18.3
50837,3.5,94,18.4
41772,14.3,92.3,14.3
81155,21.4,100,45.8
50627,9,89.5,23.8
59072,6.6,90.6,14.3
73048,3.9,90.9,23.2
58036,0,96.5,24.3
23920,7.6,75.9,14.8
85937,6.8,89.3,20.5
91202,17.3,86.5,43.6
64430,7.4,92.3,21.9
23117,8.8,84.3,24.6
61341,4.7,89.6,15.1
39663,1.9,85.7,13.9
84120,3.2,77.7,13.1
63964,0,64.4,7
99163,35.7,96.5,62.9
12446,8.1,89.4,20.2
53517,12.1,94.5,36.6
65804,16.9,95.3,40.6
06042,18.9,94.7,44.1
32304,11.4,83.6,28.8
01375,38,93.3,56.1
85745,15.5,87.4,34.6
07063,6.3,76.8,17.1
95979,0,77.1,8.1
20862,21.7,100,41.3
77510,2.8,89.6,10.9
71643,1.3,82.4,11.8
58212,3.5,88.9,18.8
01503,17.3,93.8,45.7
26807,9.4,86.3,18.4
56183,2.5,91.1,14.4
81043,0,81.6,0
74723,6.3,90.2,23.2
15460,0,61,5.1
34655,10.2,93.7,29.9
55616,11.8,96.3,29.3
65631,7.2,92.8,25.2
28581,24.3,80.8,24.3
35212,7.1,84.9,23
49065,7.4,91.3,20.3
39114,3.5,75.7,11.3
72348,0.5,78.4,7.5
29210,12.2,87.4,28.5
07059,32.4,96.2,64.3
30273,9.2,89.4,29.8
04086,13.9,95.6,42.6
72084,6.5,86.3,14.2
13153,4.7,96.2,12.6
78380,3.8,72.8,12.3
36728,2.5,71.5,12.1
54801,7.5,91.6,24.5
02635,27.9,98.7,58.7
05774,8.6,96.1,21.5
31548,7.8,91.3,22.2
72932,5.6,87.1,10.5
36280,7,74.5,11.6
76014,3.7,78.3,14.7
51051,1.7,74.6,1.7
72534,4.7,71.9,6.2
21766,0,92,8.3
65620,0,100,10.7
50668,4.3,94.3,23.9
29659,0,85.7,1.8
56368,5.2,92.6,15.7
36435,6.3,70.1,6.3
29906,7.3,89.7,20
31033,8.3,84.9,24.6
11236,9.2,85.7,27.2
02346,10.4,95.2,29.4
55031,8.6,95.8,24.5
24620,7.5,67.2,14.4
20783,6.3,57.6,18.1
75090,3.8,80.4,12
59463,11.3,96.8,59.7
48768,3.6,89,12.8
73461,5.9,85.6,14.4
62875,3.8,87.3,12.9
36273,5.7,81.6,12.7
18465,10.4,86.5,20.9
84021,3.7,86.4,14.3
40322,2.5,77,12
06106,5.9,68.5,14.2
24015,17.8,88.9,42
59446,8,95.3,31.5
02664,13.4,94.7,30.3
35752,1.7,75.5,11.3
55974,5.2,91,17.6
92028,10.2,84.3,29.9
58620,11.8,90.3,51.6
79759,0,100,0
04605,9.2,93.4,26
87736,13.3,70.4,13.3
74003,5.1,86.1,19.5
23923,6.2,84.4,13.7
81427,23.7,96.6,43.5
42732,1,76.9,5.2
75110,5.7,74.8,15.1
68070,1,94.2,17.9
51653,6.6,90.4,24.5
75633,5.6,86.3,17.1
61937,3.6,86.2,13.7
50833,6.7,95.4,19
61754,1.8,89.6,15.3
96744,13,95.6,37.3
39834,4.6,85,9.1
12110,19.3,94.4,41
16735,6.9,91.6,18.8
65065,10.5,95.3,27.5
55346,22.6,97.7,60.9
13634,9.6,89.7,19.6
25906,10,93.1,19
33066,14.3,91.8,34.4
16637,3.4,89.9,14.8
49240,11.1,96.6,30.5
05155,8.9,86.9,37
65050,1.6,50.1,12.9
59260,0,98,37.4
77974,4.9,91,21.6
01267,37.3,92.5,61.5
28786,12.6,85.7,27.6
04429,10,94.9,31.8
11040,21.2,91.3,48.3
43764,4.5,79.9,11.3
31556,5.4,51.4,8.1
67432,8.2,91.5,27
15202,13,94.5,38.9
40334,0,100,0
75204,27.2,89.8,65
28570,6.6,88.7,17.9
51025,5.3,95.5,25
01364,6.3,87.4,16.9
12306,9.2,91.6,24.7
30678,5.6,77.7,16.3
97527,6.7,88.6,17.4
95401,7.9,84.7,22.5
58542,1.4,82.6,11.7
80045,52.8,96,82.4
19130,34.2,93.6,68.3
92708,13.2,90.1,42
99929,6.6,88.8,19.7
33190,9.1,89.9,33
69142,0,91.8,16.3
89049,3.2,91.7,10.3
01258,15.7,96,55.1
20685,7.8,92.4,25.9
07755,13.4,92.9,39.1
44507,1.5,69.8,6.4
67356,3.7,88.3,13.1
65083,0,100,0
08205,9.4,89.8,29.2
42728,8.7,78,16.4
30548,13.7,93.1,38.7
87321,3.9,78.3,19.2
64075,6.6,93.3,20
85381,10,96.2,28.7
07055,4.9,65.8,15
65725,7.6,95.8,27.3
57319,1.2,89.5,20.8
63140,1.4,80.1,4.8
20833,32.6,95.8,63.3
46311,9.7,94,29.7
04683,15.1,100,88.7
78390,2.2,73,8.3
34667,5.5,87,17.4
95595,7.8,95.6,30
15081,3.3,85.2,14.8
75207,7.1,75.5,23
18503,12.1,80.4,24.4
13101,4.4,91.2,16.7
54914,7.2,91.9,26.8
06279,14.7,92.6,32.2
08751,9.3,91.1,31.3
39038,5.8,68.8,13.1
85208,6.1,87.4,20.5
51532,5.5,91.7,14.5
25669,1.6,66.1,3
93954,0,71.7,1.8
28135,2.5,81.4,6.7
87023,0,68.9,8.5
15746,0,48.2,7.3
64740,4.5,90.3,10
63473,3.5,100,10.9
90015,11.1,66.7,32.6
24613,5.3,92.1,13.5
24527,3.3,81.6,14.9
72669,10.5,73.7,10.5
41174,3.7,75.1,5.1
26325,0,70.1,10.9
04625,24.6,85.5,43.5
31082,6.1,83.5,17.6
68366,5.7,93.3,26.2
00771,5.7,77.5,19.7
47104,29.3,100,29.3
95422,2.9,78.4,8.9
94089,23,88.1,47.7
12086,10.7,94.5,23.6
29741,2.8,73.8,8.7
47250,7.3,89.1,17.6
61374,6.2,97.7,17.8
