zip code,graduate_or_professional,highSchool_or_higher,bachelors_or_higher
62622,0,73.7,28.9
06479,14.7,94.6,43.5
38008,7.7,82.1,14.9
55746,5.4,90.6,19.9
16213,4.3,88,4.3
58779,1.4,89.2,13.7
54514,3.2,92.3,15.7
78406,0,63.3,4.2
92075,29.4,97.1,65.6
22556,15.9,95.1,38.7
14820,2.6,81.4,4.7
54554,6.9,95,23.2
37380,4.7,82.4,13.5
76579,2.5,89.6,14.6
43604,6.3,74.1,13.7
18816,11.5,100,24.8
83638,10,96.2,34.5
24827,1.2,70.3,2.7
26347,7.6,85.9,23.7
60510,19.7,95.7,52
75932,2,79.3,5.2
13676,25.3,92.3,40.9
79243,0,100,13
13484,0,100,13
38621,4,70,9.5
23947,2.6,82.6,13
61933,7.9,88.3,17.3
28519,3.2,65.6,22.7
07739,28.1,99.6,64.5
66843,4,91.9,26.6
37058,5,88,16.3
28806,10.9,88.1,34.1
27551,10.2,84.3,18.3
35953,2.9,79.7,9.1
38330,6,85.5,16.3
65717,2.2,83.7,6.5
78155,5.8,83.2,18.6
82081,36.2,100,36.2
48429,4.8,90.9,10.6
61048,5.5,91.2,16.6
45887,3.2,90.3,10.8
03269,17.6,96.5,38.6
49680,3.8,89.4,11.3
77440,0,0,0
43748,2.7,78.3,7.1
98670,0,79.4,0
70466,2.3,78.4,16.1
53142,11.5,92,33.7
45064,2.7,83.3,13.8
73942,7.1,67,18.9
61484,4.8,82,11.8
60084,13.5,88.3,36.8
26378,8.7,92.6,19.7
58420,2.4,92.9,12.3
46205,15.4,89.7,39.5
36444,3.1,68.9,3.8
05828,17.2,94.8,40.2
15112,5.4,93.2,21.4
25093,0,74.8,0
41612,0,100,0
13746,11.5,92.3,25
36523,5.3,67.2,11.2
15467,0,86.4,3.4
29039,6.2,83,19.6
85940,3.1,94.8,19
80723,7.9,84.7,23.2
16829,0.8,92.8,8.2
02111,26.1,75.2,54
00647,2,68.3,16.1
71237,2.6,67.9,8.9
76951,8.2,85.9,21.4
78634,7.6,91.3,29.3
44132,5.1,90.9,18.6
99750,7.8,67.8,9.7
45680,4.5,85.1,14.1
35463,1.1,88.2,17.9
64021,2.2,91,12.9
88414,0,73.9,0
44878,2.8,74.8,10.8
96752,5.1,86,18.1
54655,5.9,84.4,16.4
79821,3.5,75.7,12.2
40419,2.7,69.8,7.8
40006,5.4,82.1,10.5
65344,9.8,85.2,18
67013,5.2,95.1,23
55912,7.8,84.6,22
45255,17,95.9,48.1
07934,28.5,100,65.1
78229,13.6,89,32.1
42352,2.3,84.5,10.3
38852,4.6,78.9,11.6
83864,8.6,91,26.2
35968,4.2,74,11.4
81524,10.3,88.7,32.7
20615,3.3,86.7,19.9
33056,4.1,80.5,13.4
06804,18.5,95.5,51
30286,5.2,78.8,13.1
18653,10.3,95.4,17.2
26038,18,93.6,37.1
47905,11.3,90.4,32.3
98847,6.8,85.7,25.8
35124,15.4,92.1,40.3
64788,5.3,89.5,12
41605,5.1,96.8,8
79343,2.8,74.1,11.9
10005,43.7,99.3,88.5
29671,5.2,80.9,16.2
05403,21.5,94.9,54
33954,6.5,88.3,19
68770,7.9,91.3,21.3
62836,9.2,86.7,24.9
01080,3.8,90.5,16.7
12785,13.8,94.3,24.8
23434,8.1,85.6,21.2
98112,37.6,98.7,78.9
47112,9.6,89.8,21.6
17317,8.8,87.4,17.2
54980,10.5,97.1,14.3
47142,1.5,90,4.2
78232,19.3,96.6,49.4
33905,5.6,73.9,15.7
32424,2.4,72.4,8.2
83605,3.8,81.5,15.1
74425,6.4,86.9,17.5
59347,1,99,17.5
98548,4.2,86.4,12.7
76464,6.6,87.3,18.5
22963,17.5,94.7,38.7
36453,3.5,81.3,11.5
41746,5.6,77.4,5.6
33870,5.4,78.8,13.8
84770,10,91.4,27.8
24605,4.7,85.1,20.2
20763,12.5,87.4,30.4
31537,4.4,78.4,7.8
36005,4.9,82.1,10.5
69034,3.7,90,13.6
14837,10.3,85.6,21.5
66783,4.6,92,17.5
82431,6,89,18.2
42133,4.3,74.8,9.7
74441,4.9,85.1,15.9
07072,14.1,87.9,37.2
46988,4.4,86.9,11
24724,0,97,40.3
44023,22.7,97.6,57.2
54550,7.4,97.1,25.7
56401,8,92.7,22.5
36574,5,85.2,11.4
35215,5.2,87.1,17.8
03032,12.6,96.7,44.8
11549,37,100,71.7
50605,0,98.2,10
10464,19.5,92,37
64657,6.8,90.7,17.9
04852,15.9,97.7,38.6
04330,6.8,88.1,25.6
42642,5.3,74.8,12.3
80528,26.1,96.5,61.2
77067,2.9,71.2,10.9
80624,1.2,82.8,17.4
66085,26.9,98.7,60.4
55378,14.3,95.9,45
26208,7.5,70.2,9.3
87823,17.7,78.8,38.9
46176,6,86.2,18.1
65759,4.1,80.1,13
33616,10.6,92.2,30.4
38646,7.9,72.2,17.9
40160,5.5,89.6,19.4
08051,11.5,95.1,32.9
23126,11.4,65.8,19.3
59434,16,97.5,39.3
59058,0,94.3,11.4
56116,3,94.6,17.7
04686,8.1,78.4,23
14039,0,95.2,16.1
28623,4.1,73.3,10.1
36703,2.7,81.1,8
48633,0,82.8,16
65082,5.8,88.9,13.2
64060,8,95,28.8
39851,5.6,77.9,8.6
52654,6.3,94.2,22.9
68010,1.3,100,7
72067,4.5,79.8,11.4
28611,1.4,72.6,17.9
36321,4.1,83.2,12.9
72567,8.3,81.6,8.3
85050,20.2,93.9,49.7
61010,7.8,92.1,27.1
74467,5.4,85.4,15.6
54205,3.9,92.5,14.4
64446,5.4,88.9,20.5
76888,2.9,82.9,2.9
50468,6,96.5,17
11214,9.9,74.8,30.7
52591,8,93.9,23.5
68361,6.9,90.5,20.5
12483,15.9,83.7,15.9
71129,7.7,89,22.7
99664,4.4,93.5,15.7
15956,4.1,87.7,11.5
24598,3.2,88.4,11.9
31602,12.9,89.1,29.6
48118,19.4,95.5,44.6
24957,0,100,38.6
20866,21.6,89.2,49.9
56517,2.7,93,14.6
54016,14.5,97.7,46.7
61039,6.5,96.9,14.7
77004,22.8,88.2,46.8
78202,4.6,63.9,12.5
98336,0,73.4,8.4
78880,1.7,71.6,23
32219,4.2,84.9,14.5
30415,5.2,85.1,14.8
79547,3,73.5,10.6
40178,3,81,10
80740,6.3,87.3,11.1
49289,0,73.7,8.8
06260,8.4,92.1,24.1
28636,1.7,75.5,9
02816,8.5,91.6,25.9
04450,5.4,97.1,22.5
30518,9.9,86.5,32.8
65641,3.5,90,12.8
29127,7.8,88.1,23.9
49640,9.9,93.2,23.9
40868,4.3,71.3,6.5
16839,0,82.8,10.9
24239,20.7,80,20.7
98237,5.5,87,14.2
97145,29.2,95.6,49.5
20037,62.5,96.9,86.8
71654,3.5,83.6,13.5
16691,3,85.3,10.7
29450,5.8,77.9,17.5
77963,7.2,89.1,18.9
66407,15.1,97.2,34.7
56536,3.1,96.6,23.4
43235,23.3,95.2,56.6
82929,0,77,0
62095,4,87.7,15.5
17401,2.8,76.9,10.9
54619,5.1,79.2,15.7
24311,3.9,86.7,5.6
44224,17.7,95.7,46.8
00782,2.6,64.6,12.6
23310,7.5,81.7,26.4
68726,4.2,91.2,15.1
36782,1.1,80.5,8.8
99506,7,100,26.6
68956,4,92.8,13.6
14001,10.1,91.7,24.5
96105,0,100,0
04864,1.8,90.1,15.2
31638,1.6,74.9,8.1
97909,0,100,100
05101,8.7,84.7,21.6
12085,2.1,98.2,20
94954,10.9,87.4,33.7
02170,15.3,85.9,42.3
40902,0,49.3,0
47274,6,87.9,18.2
25560,14.7,95.8,32.1
54844,22.7,99.6,40.3
29385,6.7,88,16.3
32826,13.9,86.7,39.3
23120,21.6,95.6,61.6
18249,13.7,96.9,41.2
21524,7,80.3,14.3
67857,0,100,20.4
15828,4.2,90.7,10.2
16124,5,82,15.3
10916,10.7,93.6,33.5
32820,10.8,85,32.3
76103,5.3,71.1,16.5
00745,5.1,75.8,20.3
44143,18.7,93.6,41
25211,0,61.8,0
58524,0,82.5,25
93460,13.3,96,38.9
32208,3.4,82.4,12.7
87110,18.7,94,39.5
91390,10.3,91.8,33.7
48741,5.4,85.6,12.6
22639,5.4,97,36.8
98642,11.2,95.4,33.3
72330,1.8,67.2,6.6
66039,6.2,91.7,19.9
77035,11.4,72.9,27
96771,8.6,92.8,19.6
72435,3.8,71.6,7.6
70391,0,91.3,0
49826,8.9,86.1,26.7
22712,7.1,88.6,20.2
14305,8.6,87.7,20.8
34683,11.1,93.8,35.9
52134,2.9,93.8,12.8
11023,27.6,90.2,58
44428,4,89.6,12.8
53948,3.9,85.5,14.7
88043,5.6,88.2,14.1
99738,2.5,87.5,15
89005,10.8,93.7,28.4
35757,18.9,95.6,51.5
48609,6.7,93.1,25.2
00736,6.2,72.5,23.3
81520,1.8,83.8,10.5
98571,0,100,16.9
10025,37.9,90.3,67.5
17016,9.9,95.5,30.6
99786,0,72.5,1.3
48371,13.4,95.9,37.8
28532,5.7,93.6,18.5
48064,4.1,89.8,18.4
79316,4.5,68.5,12.7
46075,20.8,94.7,52.5
70128,10.5,86.7,25.1
49782,21.6,96.8,39.4
70739,7.2,92.3,24.9
06373,3.3,53.8,9.2
04219,6.5,92.4,18.7
45768,1.1,96.3,14.1
92336,7.1,82.5,23.8
46077,32.3,98.1,71.2
54817,8.2,93.4,23.4
78114,5.4,81.2,15.6
47373,3.8,85,10.1
56212,5.3,92.6,14.6
54447,1.5,85.9,13.2
58362,0,100,50
50163,4,96.9,15.3
52624,6.7,86.5,19.1
72321,0,80.5,8.8
56379,6.3,93.2,25.2
59026,0,91.9,5.4
92835,24.8,94.7,53.3
16312,0,100,100
32835,14.3,91.9,38.6
44685,13.5,95.7,37.4
61051,3.4,93.7,16
62531,5.7,92.3,15.7
17263,6,67.5,11.9
67072,0,94,3.4
65048,0,74.3,22.3
64485,8.9,90.3,24.7
29307,13.8,88.9,34.6
19437,46,100,82.6
28337,6.1,80,22.7
26405,4.5,91.1,13.6
17763,1,87.9,22.7
19968,15.8,92.4,34.3
18013,4.9,89.5,19.8
03440,7.8,91.9,23.2
52308,0.8,83.6,4.1
68663,3.7,92.1,11.6
80125,20.5,97.1,52.9
22656,8.8,88.1,29.2
72082,1.1,59.5,3.3
17058,4.1,77.8,15.9
28717,10.1,85.9,33.4
00616,3.5,68.5,19.2
38824,6.9,81.9,15.6
27053,6.2,87.1,19.7
46071,9.3,90.9,22.3
79532,1.5,81.3,11.5
85542,0.5,67.1,3
76268,3.2,81.3,8
37347,4.7,83.8,15
36442,2.4,84.4,8.5
35950,4.3,75.2,12.8
38559,6.5,87,14
05061,14.9,92.3,37.5
72571,8.6,92,16.6
06278,13.3,92.9,35.7
93546,6.7,84.4,34.4
85927,0,100,22.3
25312,3.4,86.3,12.8
08240,0,100,46.9
46637,15.9,89.9,32.5
24055,4.1,79.3,11.3
70748,1.8,69.3,9.6
04284,22.5,97.6,43.6
35578,3.6,75.2,11.4
58762,1,95.4,12.2
54762,3,88.5,15.3
78642,6.9,91.5,27.5
30757,3.2,75.4,18.1
37217,7.9,86.1,30.7
68073,6.6,94.5,23.4
30315,6.3,80,19
72611,2.6,85.8,9.7
28209,22.8,95.2,63.5
88435,6.4,81.8,15
14034,3.8,84,12.1
44056,18.1,95.9,46.1
29388,5.7,83.6,19.8
72114,4.1,76.5,13.8
99343,1.7,52.5,7.9
20175,23.9,96.1,59.9
40220,16.2,93,39.3
76021,11.8,94.8,40.4
32746,16.7,96.1,48.4
48457,3.5,89.1,13.2
40316,8.8,70.1,13
40434,0,100,100
42436,3.5,86.6,17.8
76801,5.4,84.4,17.5
81136,3.7,89.7,25.2
66547,11.3,93.6,38.6
04762,13.3,96.4,31.1
57381,5.1,91.3,20.1
27209,2,65.1,13.8
32425,4.3,77.3,11.5
96734,19.9,96,47.8
70658,1.4,70.2,8.7
06330,7,91.9,20.3
70721,5.1,74.1,14.7
79102,5.9,76.7,19.2
75166,12.6,93.9,34
31701,4.3,74.7,12.3
59024,2.6,95.1,22.5
17236,5.6,82.3,13.8
32640,7.3,85.2,16
65733,0,85.1,9.5
77065,9.4,86.5,29.3
63961,2.2,77.9,16.3
98028,21.5,95.2,54.6
71034,1.1,75.8,11
11971,17.9,96.5,38.5
86003,0,100,0
32139,0,65.6,3
84066,3.8,87.5,14.5
60911,7.3,93.7,15.6
23065,8.2,89,18.2
92110,15.5,95.2,44.4
56145,2.5,90.3,12.2
73562,7.3,87.4,16.5
50530,3.4,92.5,13.9
20007,55.3,97.6,86.6
30363,30.9,98.3,72
80642,5.7,91.8,27.7
66218,20.5,96.7,60.1
49892,8.5,95.3,22.7
56110,3.5,92.6,13.6
76233,7.3,90.1,27.5
13163,8.2,91.8,23.4
17068,6.6,85.4,16.6
28657,6.8,81.3,19.9
28618,13.4,88.5,37.8
79054,1.9,89,6.4
51443,4.3,96,23
07030,28.1,94.4,78.2
07825,12.7,91.2,36.8
91001,20.8,90,43.7
93710,8.7,88.7,26.1
85202,10.3,87.1,29
97127,3.8,75.7,15.1
19362,3.9,84.1,15.1
74953,10.1,85.8,23
84031,0,84.6,11.1
22204,23.1,86,52.7
11516,29.3,95.5,50.6
04090,14.9,96.3,40
62069,3.6,89.1,13
72802,10,86.1,31.2
90822,10.6,90.2,21.1
59910,2.8,92,31.1
23690,12.5,92,27.4
28396,6.2,83,18.7
16852,6.5,89.4,17.1
48451,10,94.3,28.4
39363,4.9,71.8,10.8
57763,4.7,91.8,24.6
15655,21.2,94.5,34.1
02215,47.6,95.4,80
85029,5.8,86.2,19.4
28429,3.2,90.5,19.5
78526,6.2,72,27.7
58282,2.1,75.4,12.1
12957,2.3,87.2,8.6
94565,4.5,78.1,17.9
52768,7.2,93.8,24
48889,2.7,84.4,9.1
44901,0.3,57.9,1.6
65635,3.6,92.4,12.5
39656,6.8,75.8,6.8
17872,4,87.3,13.5
53022,11.5,95.2,39.2
74080,3.8,89.4,21
46402,3.1,85.5,11.6
18902,28.4,97.3,61.4
44122,33.1,94.8,57.4
31066,9.3,81.2,18
71065,2.5,72.1,13.6
48137,8.5,95.8,26.9
56545,2.9,91.3,12.5
19035,44.7,98.9,80.2
02655,22.2,97.6,50.4
55069,3.6,89.9,12.4
10597,58.7,100,94.2
21208,23.3,95.1,49.3
38050,0.8,77.1,9.6
68785,2.2,89.3,7.9
41365,0,60,3.3
17764,2.2,84.3,8.2
41554,2.8,76.4,3.8
27510,32.3,92.4,64.4
92037,40.4,98.5,75.9
45336,5,97,17.8
99153,4.3,83,11.5
15482,4.7,91.5,11.7
92691,13.5,92.7,43.2
43332,4.4,89.8,11.1
32084,8.1,90,25.8
60444,4.3,95.7,20.5
29056,2.4,82.2,7.7
55084,8.1,96.9,23.2
30168,7.3,78,19.7
58272,6.7,90.8,19.6
90003,1.2,49.3,5.7
30152,14.3,93.2,47.8
77430,6.6,92.8,28.3
38767,0,100,22.8
27919,6.8,80,17.7
94568,24,93.7,60
79027,4.9,72.1,14.3
02647,33,100,81.7
35470,8.6,84,22.1
47384,4.5,88.1,13.5
23437,4,82.7,15.2
66524,10.4,94.5,24.4
79109,9.9,91.7,29.7
47619,4.5,88.1,13.5
65263,2.4,87,12.1
94971,26.5,94.9,47.9
98569,6.7,92.7,19.4
84050,14.3,97.2,40
44310,3.7,75.4,13.7
76048,5.7,85.9,21.6
45640,5.4,86.4,18.2
95969,9.3,91.3,25.6
15729,7.7,78.2,18.7
78336,3.2,74.5,10.6
23076,15.6,92.1,35.3
98001,5.3,90.4,23.3
34491,6.4,89.1,20.4
14206,3.7,85.1,14.2
77880,9.2,80.3,23.4
43065,26.3,98.2,67
47126,5.4,91.2,19.1
70394,3.6,76.7,14
45778,6.9,85.9,11.4
50536,8.1,94.8,29.2
93518,4.6,75.7,16.3
05735,8.1,90.7,22.9
70114,7.9,81.5,20.2
27370,4,83.6,18.1
45326,3.9,88.4,13.2
56501,8.3,93.6,27.5
53125,21.5,97,58.3
04662,13.5,100,39.5
17365,2.3,84.9,11
28040,4.1,82.1,13.3
57466,0,100,14.8
72202,14.3,89.1,32.6
16620,1.4,86,14
37096,3.7,75,10.8
61049,9.9,87.5,22.5
73114,5.7,85.2,19.7
52003,13.9,96.1,36.8
04764,0,92.5,9.4
18602,25,99.5,53
38659,2.3,81.4,17.1
99134,11.1,94.6,28.5
33415,3.7,77.9,15.6
62695,2,93.2,16.3
34983,5.6,86.9,16.1
53147,13.1,91.4,34.5
97224,17,94,44.9
33461,5,72.6,15.1
52248,4.5,93.2,22.8
76636,3.7,85.3,15.5
29849,3.6,70.9,4.6
42749,4.9,74.9,13.6
61362,5.4,91.8,18.2
49805,6.5,97.6,41.5
85911,0.1,58.3,2.1
62860,1.7,92.3,11
48466,1.8,88.1,8
02562,18.8,96.7,35.1
92314,5.3,91.8,16.6
71247,2.6,79.4,8.6
08344,8,88,23.4
96146,21.3,98.3,55.6
31049,3.5,82.9,10.6
72023,7.3,91.5,23.5
48210,1.3,53,4.3
85739,19.6,94.6,41.2
49834,2,94.7,11.9
81653,0,100,69.6
86535,0.5,72.5,2.3
95841,6.8,91.5,21.6
62887,2.9,89.5,13.4
61914,3.3,95.9,13.6
77059,31.1,95.2,70.7
03861,26.1,95.7,62.4
11746,21.9,88.5,46
36871,2.2,88.9,15.1
95834,10.5,88.6,31.6
34753,3.6,73.8,7.9
72583,9,80.1,14.3
60404,15.7,92.9,38.7
79355,3.7,69.9,15.4
75050,7.1,76,20.7
68745,5.6,96,29.7
75691,1.7,71,11.4
60420,9.6,87.3,20.1
12870,18.4,94.3,40.5
38044,2,92.8,11
32648,2,81.7,9.5
02451,23.3,95,50.7
56013,5.6,91.3,17.5
30340,9.7,73.7,28.4
65201,21.8,92.5,52.5
24370,4.9,80.4,13.6
48618,4.7,88.7,14.7
61042,0.7,85.5,7.2
46368,6.4,88.8,17.5
94134,6.7,76.2,24.5
43081,17,96.6,48.8
26543,34.5,78.8,44.2
49279,7.9,91,18
50666,0.9,96.4,16.5
54463,4.2,94,15.9
67841,1.7,70.5,13.5
56230,3.4,87.4,12.5
43435,4,91.6,12.9
73439,5.2,84.7,15.5
13092,6.9,86.9,21.1
74075,22.4,94.1,45.6
48750,7.2,86.9,19.8
45866,1.8,100,8
49047,3.6,88.3,14.4
46037,25,97.7,68.4
74651,4.4,91.3,17.7
56477,3,90.7,13.1
73568,2.7,84,7.2
57735,3.7,90.4,17.2
37885,5,87.3,16.1
22438,13.8,76.9,13.8
37725,8,85.4,17.1
71857,6.8,89.4,21.2
61378,3.8,93.8,9.7
40012,0,87.3,5.6
08248,41.1,100,54.8
72774,13,90.4,26.3
98055,11.1,93,36.4
47804,4.9,82.8,14.9
17352,4.9,83.2,14.7
52739,0.4,78.3,9.6
55090,4.2,93.2,16
04982,5.8,84.8,22.3
12742,16.7,100,26.7
47464,6,82.6,15.6
43078,5.6,89.6,15.2
97369,22.3,91,29.8
42157,0,76.5,6.2
26815,7.7,84.2,13.9
89511,21.2,96.1,52.9
04103,19.8,94.6,48
50501,6.2,91.2,21.7
57337,4.8,86.4,14.4
07756,29.6,97.7,58
24301,5,81.3,12.9
02646,32,97.5,54.3
37402,6.1,69.1,18.6
15078,0,75.2,3.7
25505,0,66.9,7.3
18076,10.8,92.3,28.7
85003,15.5,85.3,38.2
55783,5,88.2,17.7
99337,8.6,89.9,25.1
15623,8.8,87.7,19
75938,3.2,86,11.7
20064,54.5,100,75.4
53032,5.1,91.4,18.4
02892,17.9,94.1,38.7
15639,5.2,92.8,25.3
99833,6.8,89.5,26.5
84325,10.3,98.9,37
36530,6.3,88.4,23
49707,6.9,91.6,18.3
68004,3.9,95.2,16.5
57537,11.7,100,11.7
75435,0.8,82.1,10.4
27344,4.8,72.6,15
45337,1.4,89.6,9.7
95311,5.6,87.8,13.8
98572,6.7,91.4,11.8
62943,3.1,91,11.4
12928,5.5,91.4,12.2
22624,4.7,81.7,17.7
74943,3.5,68.6,7
58081,4.1,94.3,21
48638,13.9,93.9,33.8
17952,7.5,89,11
99643,4.2,77.1,10.2
24149,9.2,86.5,21.5
13692,0,100,34.5
08619,11,88.4,31.4
79094,0,100,23.4
63112,16.3,85.3,34.3
54230,4.7,92.3,16.4
28461,15.2,92.9,39.4
04773,0,94.4,15.1
02119,7.8,75.7,25.2
39824,4.6,87.8,24.6
21074,9.9,93.6,33.5
19510,9.6,95.5,33.5
53181,7.6,93.8,20.7
89801,6.4,83.9,19.3
61111,7,90.3,22.4
62815,2.7,84.7,9.5
56373,5,90.5,18.1
58744,1.4,84.1,2.9
32948,2.1,59.7,12.1
99921,8.7,90.4,23.2
85743,13.1,92.4,34.6
61360,8,94.7,20
54757,8.6,89.2,22.1
44840,5.8,92.3,18.8
56231,4.4,88.2,20.9
60517,19,95.9,50
47542,4.6,84.8,14.4
63445,5.3,89.4,14.4
01342,38.7,95.5,67.9
66438,0,100,19.9
05060,16.2,94.5,37
36759,7,77.6,18.3
19301,27.2,97.3,64.9
66933,4.7,94.6,12.3
64656,2.9,86.1,10
61078,8.6,93.7,14.9
88126,0,55,0
01982,31,98.4,68.9
88022,2.6,86.1,9.9
49325,3.6,93.6,13
72322,8.7,60.9,19.1
50680,1.8,95.1,20.2
76092,27.3,99.3,68.8
06610,4.3,76,16
88055,0,100,50
18066,11.7,92.9,34.1
83822,2.2,83.5,8.3
98512,14.6,95.4,36
44135,5.3,82.8,14.9
77380,19.2,93.6,47.9
48601,2.9,78.7,9.7
73720,9.8,89.2,19.6
80010,3.9,67.5,12
77051,2.3,78,11.2
48141,3.4,83.3,11.5
36765,0.5,67.3,3
06239,6.2,85.2,19.4
63330,0,100,1.8
40502,33.1,95.7,65.1
52581,6.8,94.5,16.9
68132,24.5,92.7,53.6
79051,0,100,50
04915,14.3,94.4,37
82055,10.3,100,49.7
69023,0,95.2,16.4
21727,12.1,89.6,32.4
12937,6.7,90.6,15.2
71465,2.3,76.2,10.2
88210,5,82.7,16
75044,12.1,87.9,38.7
57047,6.3,85.8,20.5
93249,0,39.6,0
44429,5.1,89.8,17.1
27406,8.2,86.9,24.3
71662,0,78.6,0
73011,2,89.5,11.3
44418,6.5,93.5,18.6
49120,6.8,88.3,18.4
14082,1.5,85.6,11.8
80463,12,89.4,23.9
49630,22.6,97.6,51.8
44142,3.2,88.4,12.3
59020,9.8,95.1,34.1
19103,44.6,97.1,80.9
27054,1.4,86,10.8
33523,5.8,81.7,15.8
70576,2.8,66.8,9.3
45701,29.7,94.6,50.6
41093,2.5,73.6,6.4
95626,5.8,86.8,15.2
22969,7.8,84.2,17.2
56641,6.3,90.8,18
50424,4.7,92.8,25.7
66767,1.9,88.6,22.2
62305,11.6,95.7,32.3
46563,7.9,84.9,21.6
32225,10.5,93.7,33.2
63845,4.5,69.9,14.3
55973,7.5,96,16.1
48066,3.2,86.8,12.1
66609,12.2,93.2,27.4
75068,13.3,92.4,41.7
54525,1.8,92.8,12.6
48762,7,87.8,20.3
13665,0.9,85.4,6.9
52345,8.6,90.8,26.4
35071,11.7,93.3,27.9
70076,0,100,20.5
70036,1.5,69.2,8.3
71341,3.6,77.3,13.5
34289,9.9,95.4,31.6
53210,7.4,84,19.9
83686,6.6,89.9,22.5
95436,11.3,94.9,38.2
60157,15.8,95.1,42.5
99674,9.5,91.2,24.8
29685,16.6,90.2,39.5
11576,39.3,97.3,72.3
98271,5,89.3,17.5
35032,12.2,90.2,12.2
49024,20.8,97.5,49.8
62692,5.6,91.6,12.8
75601,7,83.5,17.4
96044,5.5,85,13.9
02871,18.7,92.9,47.2
74116,1.4,75,9
70375,0,100,0
14894,5.7,90.3,16
49328,4.1,91.5,15.5
77331,3.8,84.1,15.2
48724,0,88,0
45714,4.8,87.8,14.1
26047,7.7,86.4,18.5
60022,50.7,98.5,86.6
91326,21.9,92.6,55.5
32311,24.5,94.5,50.6
87519,0,95.9,0
07627,28,97.6,68.9
71847,0,82.8,13.6
11934,19.3,94,31.2
15090,33.6,98.6,69.2
23124,5.4,91.7,19.2
77041,12.5,83.3,34.1
88310,9,89.5,20
34205,5.6,82.9,16.8
59871,1.8,87.3,14.9
19733,0,100,11
33449,24,96.4,53.9
96821,26.4,96.7,59.1
54901,7.6,89.2,24.2
83857,6.5,96,26.8
89428,25.7,100,51.4
18642,10.1,91,29.5
43912,4.4,87.6,12.5
62243,14.8,94,33.6
80542,12.4,94.3,34.8
73654,8.6,93.9,26.5
96770,12.5,95.3,25.9
98381,24.8,86.7,34.8
79045,3.5,72.3,14
33460,6.4,66.6,18.6
05677,14.5,93.7,47.5
90745,4.8,78.1,25.1
93635,3.7,71.6,11.4
62293,10.3,93.8,29.7
73049,8.8,90.6,23.2
44611,2.7,76.5,7.5
62285,11.8,95.2,29
60623,2.5,57.6,9.3
77339,13.1,95.7,41.4
13057,11.7,92.1,29.7
45779,5.3,80.7,14.7
97215,26.6,96.2,59.7
21811,13.4,92.5,34.1
14036,6.3,91.3,22
92278,4.5,100,15.7
32508,8.7,99.6,37.7
91325,14.1,88.9,39.1
32164,7.1,92,19.4
39743,7.1,73.5,21.8
65440,0,89.9,0
57766,0,88,12.8
43127,0,100,0
36314,9.2,79.2,21.3
36024,7,88.5,21.3
55933,3.3,94.1,24.2
54245,4.8,93.1,19.6
67455,6.5,92.5,18.3
23430,12.3,87.6,30.1
32830,0,100,0
72751,3.5,92.6,12.1
22849,2.9,77.5,12.5
12815,13.9,88.9,30.9
68769,4.4,95.4,21.8
18074,12.6,93.5,35
28516,9.7,87.5,24.3
80478,12,100,54.4
56123,3.4,91.5,15.4
75247,9.3,75.6,13.3
23337,5.5,90.2,35
49827,4.2,88.9,14
59420,4.1,95.2,24
59074,4.4,89.2,16.5
58844,6.7,74.7,39.3
79548,8,81.3,27.7
04282,11.4,93.3,28
27249,7.9,86.5,23.3
52070,8.6,91.4,19.2
73455,2.8,75.9,9
35131,2.3,75,6.3
43317,10.3,94.3,24.1
33849,2,80.9,5.7
78747,8.7,85.9,30.9
53583,7.2,94.6,25.7
64498,0.4,95.2,16.1
66713,5,87.3,17.1
94574,18.8,87.4,48.6
16732,5.2,94.4,15
16623,3.5,89.6,13.4
01754,24.9,96.1,49.7
12998,4.2,80.5,8.4
55906,20.5,95.8,49.8
03451,7.1,90.2,14.8
38128,4.4,83,13.5
41701,9.1,79.5,15.8
62454,6,84.8,17.4
57027,0,86.1,12.3
34473,4.8,87,22.3
59931,20.8,95,57.9
64862,4.7,86,13.1
46013,4.7,90.1,13.5
04983,6.2,93.4,17.9
12553,13.5,93.5,31.1
59468,4.7,89.7,18.8
45318,2.3,88.1,10.2
15945,6.1,90.8,16.3
14167,5.2,95.9,14.9
99684,6.6,88.7,19.2
54174,3.3,89.4,10.5
27880,4.7,87.7,18.6
28101,6.7,81.9,31.2
45830,7.6,94.1,17.3
33993,7,91.2,19.2
62536,5.9,94.1,22.8
95467,8.8,90.5,19.4
86030,4.5,86.6,8.7
08061,14.5,99.1,52.7
28538,2.9,77.4,15.5
13616,7.6,89.3,19.7
56028,9.6,94.5,27.1
78949,15.2,86.5,21.5
01940,23.2,96,52.8
47263,0.7,82.6,4.9
48124,15.1,92.6,36.4
13061,10.6,96.6,32.9
28530,2.5,80.5,8.4
39272,14.1,94.4,31
21714,10,100,63.3
77550,12.3,82.9,29.3
45769,4.7,84.4,14.3
89424,0,82.8,13.8
44405,2.7,84,9.1
13475,0,100,20
83463,0,100,18.2
95829,8.9,87,29.8
07047,8.1,81.9,25.8
83272,10.1,96.6,30.3
30428,0.7,85.7,6
16354,5.8,88,16.1
61910,2.7,73,16.5
74830,1.8,73.5,6
33540,2.9,83.7,12.7
55355,6.3,91.6,20.7
27047,3.6,78.9,11.2
66741,0,95,15.1
68430,18.8,97.7,41.6
89148,7.8,92.6,31.1
18635,4.2,88.5,15.1
26141,4.5,76.8,4.5
28420,2.7,82.2,12.6
