mean,median,stdev,lat,lon,zip_code
47167.33,25558.0,56505.33,38.0455,-78.5194,22908
92332.5,69524.0,63339.0,38.1706,-78.4253,22911
67745.5,58741.0,53803.5,37.827,-78.6187,22937
62003.0,43125.0,54570.0,38.121,-78.9721,22939
69097.0,59867.0,53275.0,38.1937,-78.2216,22942
73298.0,45129.0,67205.0,38.0863,-78.3125,22947
72145.0,70779.0,45360.0,37.8104,-78.9921,22949
81089.0,68330.0,56065.0,37.9716,-78.606,22959
76482.0,66999.0,53830.0,37.9198,-78.3319,22963
54963.0,37276.0,50132.0,38.2829,-78.5251,22973
60117.67,57352.67,41811.67,38.064,-78.9054,22980
34802.0,18904.0,33931.0,37.3359,-77.9866,23002
54627.0,300000.0,40378.0,37.7789,-77.471,23005
46083.0,25738.0,47549.0,37.4848,-78.2515,23040
89546.0,77741.5,56231.5,37.661,-77.5111,23060
61493.33,138759.33,42334.33,37.3725,-76.5642,23061
76694.5,62625.5,60084.0,37.7835,-78.0434,23063
55408.0,49608.0,43373.0,37.8552,-77.3593,23069
52672.0,42809.0,45801.0,37.3841,-78.0606,23083
74134.0,300000.0,42848.0,37.6652,-76.878,23085
80029.0,73144.0,47742.0,37.812,-77.175,23086
97580.0,72096.0,73161.0,37.5601,-76.3619,23092
66236.0,141060.67,53494.33,37.4239,-76.3122,23109
81655.33,66109.33,57012.33,37.6003,-77.3249,23111
113288.0,300000.0,79031.0,37.3733,-77.6453,23112
121633.33,113125.67,70190.67,37.5239,-77.6315,23113
113745.0,300000.0,61042.0,37.4753,-77.7043,23114
103160.0,94776.0,61959.5,37.7037,-77.4174,23116
75611.0,66155.5,56651.0,38.0384,-77.9024,23117
133213.0,131598.0,70125.0,37.4221,-77.7814,23120
89364.0,78535.0,64025.0,37.4795,-76.9098,23124
46448.0,21206.0,51223.0,37.184,-76.832,23135
94716.5,191452.0,67261.0,37.5602,-77.8379,23139
32341.5,31498.0,22004.0,37.5215,-77.2909,23150
57469.5,54646.5,36013.0,37.5645,-76.7722,23181
91102.0,187188.5,61861.75,37.2406,-76.7134,23185
64875.0,46296.0,59669.0,37.2922,-76.7412,23187
80358.75,64826.5,59121.0,37.306,-76.8146,23188
104461.0,300000.0,67444.0,37.8,-77.6942,23192
37148.0,27583.0,37861.0,37.5196,-77.474,23218
27170.0,22749.0,21112.0,37.5378,-77.4404,23219
38044.0,22944.8,40865.8,37.5422,-77.4586,23220
69756.0,56011.0,57034.0,37.5562,-77.4856,23221
37473.33,33704.33,27885.33,37.5743,-77.4152,23222
36300.0,27954.0,29102.5,37.5352,-77.3956,23223
36575.5,29061.5,33704.0,37.5113,-77.4527,23224
58098.8,88284.0,43201.8,37.5158,-77.5164,23225
95870.0,72474.0,73547.0,37.5624,-77.4977,23226
68449.33,57332.67,49684.67,37.6092,-77.439,23227
60655.5,51586.5,43921.5,37.6311,-77.4785,23228
102705.0,155194.33,67198.33,37.5948,-77.5629,23229
62771.5,50709.5,50190.0,37.5992,-77.4937,23230
31114.5,27078.0,23853.5,37.511,-77.373,23231
107576.0,198950.83,66660.5,37.6266,-77.627,23233
44296.33,37895.33,33280.67,37.4643,-77.4518,23234
68372.5,55629.5,52569.5,37.5067,-77.5649,23235
82170.75,120707.75,53788.25,37.4885,-77.576,23236
64296.0,54452.0,41521.33,37.4034,-77.4626,23237
89199.0,78947.0,59841.0,37.6287,-77.5933,23238
62737.0,55272.0,41120.5,37.6306,-77.5397,23294
47414.0,34691.0,39440.0,37.6063,-75.6896,23301
44315.0,33295.0,40380.5,37.2599,-75.9292,23310
58906.5,54756.0,41163.0,36.7186,-76.8298,23315
83013.75,122030.75,50266.0,36.768,-76.2493,23320
83255.5,175721.0,48009.0,36.8561,-76.4042,23321
106273.75,145556.75,67641.75,36.6618,-76.2567,23322
100554.0,95193.0,54250.0,36.7338,-76.323,23323
69766.0,172468.0,40070.5,36.8017,-76.269,23324
55744.33,45043.0,41402.0,36.8114,-76.2307,23325
54787.0,49369.0,38827.0,37.9963,-75.4259,23336
35121.5,25616.0,31544.0,37.5499,-75.7704,23350
52221.0,34347.0,43021.0,37.3951,-75.9207,23405
47900.0,40935.0,33275.0,37.8292,-75.6214,23407
55516.0,46963.0,41075.0,37.9539,-75.5033,23416
44182.5,33723.5,33888.0,37.7045,-75.7467,23418
56899.0,44675.0,47643.0,37.7832,-75.6468,23421
58469.5,178838.5,31323.5,36.9584,-76.5889,23430
51331.0,79941.17,33669.67,36.7425,-76.5857,23434
67601.0,57046.33,43145.33,36.8871,-76.479,23435
63272.0,53842.0,49726.0,36.6085,-76.8207,23437
49379.0,36259.0,45944.0,37.8234,-75.9928,23440
68503.2,106185.6,41184.8,36.8406,-75.9859,23451
84137.29,110908.43,49885.0,36.8368,-76.0925,23452
69671.75,60628.75,49642.0,36.8003,-76.1051,23453
72206.17,133045.0,50319.17,36.8397,-76.0162,23454
93345.0,300000.0,67407.0,36.8687,-76.12,23455
83854.0,148621.33,47143.0,36.7601,-76.0404,23456
70398.14,99988.57,43471.57,36.8489,-76.1558,23462
88743.0,120785.83,52146.83,36.7905,-76.1699,23464
74835.0,58015.0,57308.0,36.9346,-76.7159,23487
26618.0,23117.0,18628.5,36.8494,-76.2191,23502
61670.67,134317.0,36299.0,36.9338,-76.2531,23503
61320.5,50252.5,43380.5,36.8637,-76.2577,23504
54428.0,40473.33,44293.0,36.9293,-76.2846,23505
69753.5,49610.5,63108.0,36.8588,-76.3025,23507
95105.0,79515.0,69536.0,36.8859,-76.2848,23508
72980.0,58718.5,56669.0,36.8869,-76.2649,23509
38928.0,39447.0,26223.0,36.8616,-76.2765,23510
52790.0,108260.25,37688.75,36.8841,-76.2357,23513
63309.0,113869.75,44331.25,36.9219,-76.2157,23518
38204.0,31455.0,28830.0,36.8333,-76.2836,23523
35973.0,22933.0,46550.0,36.8822,-76.3068,23529
71238.25,119199.5,45816.25,37.0685,-76.4677,23601
38096.0,23150.0,46222.5,37.116,-76.5187,23602
36315.0,22217.0,32574.0,37.0159,-76.4268,23605
64313.33,131660.0,50447.67,37.0899,-76.4925,23606
27117.67,21038.0,24320.67,36.9846,-76.4123,23607
45935.25,103451.25,31861.5,37.1365,-76.5433,23608
51457.67,38695.33,42343.67,37.0153,-76.3727,23661
116210.0,108981.0,70508.0,37.1478,-76.3946,23662
33848.5,24277.5,29999.0,37.026,-76.3263,23663
49938.0,150000.0,32826.5,37.1192,-76.2623,23664
62403.0,49882.5,42588.75,37.052,-76.4142,23666
58024.33,47346.33,42104.0,37.0617,-76.34,23669
97828.0,300000.0,59701.0,37.163,-76.4309,23692
121210.5,104809.0,71539.5,37.1306,-76.4302,23693
93939.0,87299.0,57148.0,37.1891,-76.4211,23696
63506.25,58642.0,42687.0,36.8042,-76.3722,23701
41727.0,39341.0,26041.0,36.8046,-76.3259,23702
28871.0,19044.5,28209.0,36.8232,-76.3093,23704
59710.0,56207.5,38232.5,36.8359,-76.3515,23707
58018.25,53578.5,37449.0,37.212,-77.4398,23803
54631.0,41509.0,43141.0,37.2085,-77.3808,23805
54073.0,39944.0,40068.0,37.1424,-77.9407,23824
0.0,0.0,0.0,36.7345,-77.2529,23829
60693.0,49267.0,49614.0,36.948,-77.4001,23830
89800.0,300000.0,49657.5,37.3446,-77.4213,23831
76094.0,67535.0,48887.0,37.3647,-77.5686,23832
62441.0,56792.0,43626.0,37.1889,-77.6263,23833
60522.0,50689.33,49130.67,37.2668,-77.3789,23834
98296.0,180799.5,57512.0,37.3453,-77.3326,23836
91958.0,79358.0,71642.0,37.2794,-77.5625,23838
55213.0,52586.0,35033.0,37.0748,-77.5214,23841
65555.0,51298.0,35733.0,37.1582,-77.3103,23842
42839.5,34995.0,35187.0,36.741,-77.555,23847
29463.0,28547.0,17150.0,36.6644,-76.9257,23851
45049.0,35122.5,35218.0,37.2905,-77.3088,23860
49789.0,39730.0,38671.5,36.8362,-77.4505,23867
38389.0,32190.5,30221.5,36.721,-77.8292,23868
0.0,0.0,0.0,36.7986,-77.4862,23870
55284.0,44165.0,43843.0,36.5907,-77.142,23874
103732.0,300000.0,53585.0,37.2747,-77.2274,23875
62540.0,300000.0,42739.0,36.9329,-77.2198,23884
54910.5,36633.5,49045.0,37.2283,-78.4282,23901
40681.0,30912.0,32876.0,37.5052,-78.4235,23921
68966.0,64990.0,44501.0,37.1682,-78.1688,23922
29843.0,23469.0,28498.0,37.0878,-78.6204,23923
51244.0,46738.5,34081.5,36.6067,-78.6497,23927
35873.0,45713.0,15571.0,36.5759,-77.984,23950
42772.0,35829.0,28918.0,36.7093,-78.5569,23968
38106.0,26717.0,31174.0,36.7425,-78.15,23970
45309.0,37080.0,31374.0,37.0129,-78.1703,23974
47046.0,44593.0,32007.0,37.3154,-79.9542,24012
30677.0,300000.0,23345.0,37.2647,-79.9221,24013
104719.0,99604.0,72341.0,37.2326,-79.9572,24014
59132.0,44035.0,48159.0,37.2553,-79.9784,24015
41013.0,34308.0,45010.0,37.2619,-79.9479,24016
37948.0,300000.0,24786.0,37.2923,-79.9647,24017
92829.25,132882.0,60247.5,37.2336,-80.041,24018
60879.0,184170.5,33640.0,37.3352,-79.9825,24019
38022.0,43495.0,27010.0,36.6302,-80.4248,24053
35291.0,25954.0,30814.0,36.7672,-80.0483,24055
48607.4,29092.8,48259.6,37.2243,-80.4353,24060
64300.0,56744.0,53939.0,37.3514,-79.8191,24064
67153.0,61696.0,44199.0,37.1027,-79.886,24065
68634.0,53104.0,58662.0,37.0112,-80.2888,24072
72170.0,57901.0,58570.0,37.1051,-80.4223,24073
93274.0,90296.0,61053.0,37.3682,-79.8993,24077
54596.0,44537.0,39671.0,36.7864,-79.9264,24078
57310.25,46797.25,44345.75,37.1334,-80.6928,24084
65120.0,44149.0,52657.0,37.5085,-79.8518,24090
81712.0,66665.0,57461.0,37.2232,-79.7266,24095
46445.0,40607.0,28899.0,36.9036,-79.9543,24102
62798.0,60344.0,37232.0,37.2286,-79.4216,24104
53262.75,41950.0,46886.0,36.6972,-79.8396,24112
72546.0,300000.0,58041.0,37.4046,-79.7096,24122
61316.0,45071.0,59528.0,37.2441,-80.8057,24124
54869.5,46288.0,42778.5,37.4873,-80.171,24127
44838.0,35676.0,34434.0,37.3807,-80.6256,24136
44107.0,28507.0,40202.0,36.9036,-79.7562,24137
44424.0,36664.5,38594.5,37.1197,-80.5611,24141
35538.0,27636.0,27853.0,36.6252,-79.9287,24148
68092.0,300000.0,33857.0,37.0637,-80.4533,24149
56577.67,125282.67,43429.33,37.2918,-80.0745,24153
49787.0,36962.0,45887.0,37.1452,-80.2566,24162
62734.0,53952.0,46775.0,37.3737,-79.5767,24174
59888.0,52924.67,41760.33,37.2818,-79.8829,24179
83415.0,70507.0,56042.5,37.0779,-79.6719,24184
39174.0,28306.0,35609.0,36.7658,-80.2377,24185
36846.33,120818.0,25229.0,36.6046,-82.186,24201
79908.0,51504.0,71334.0,36.6442,-82.0771,24202
38856.0,26163.0,41315.0,36.7127,-81.9489,24210
83049.0,68202.0,66801.0,36.6659,-82.0119,24212
28705.0,21512.0,29530.0,36.9337,-82.8005,24216
38913.0,28619.0,31074.0,36.8851,-82.2323,24224
52158.0,300000.0,36884.0,36.958,-82.1484,24225
37547.0,25694.0,32735.0,36.9771,-82.4373,24230
39766.0,32547.0,30639.0,36.7698,-82.8871,24243
55502.0,46395.0,43618.0,36.7852,-82.6118,24250
35660.0,24070.0,28776.0,36.607,-82.597,24251
47106.0,27879.0,48505.0,37.2159,-82.2867,24256
50849.0,41921.0,39329.0,37.0176,-82.0191,24260
35090.0,26837.5,28893.0,36.6488,-83.1061,24263
53741.0,56609.0,35681.0,36.8763,-82.0788,24266
46810.0,46659.0,35577.0,36.7487,-82.4173,24271
30613.0,18532.0,31647.0,36.9315,-82.626,24273
28138.0,21621.0,26247.0,36.7591,-83.0295,24277
35219.0,19308.0,37155.0,36.6642,-83.3737,24281
44908.0,33889.0,39619.0,37.1142,-82.4229,24288
65000.0,53595.0,57985.0,36.9605,-82.554,24293
41621.0,40012.0,24917.0,36.9926,-80.7726,24301
33930.5,32205.0,20756.0,36.8324,-80.8948,24312
54243.0,42171.0,42098.0,37.1127,-81.2489,24315
42033.0,29035.0,37998.0,36.6134,-80.6662,24317
56961.0,53051.0,39529.0,36.8013,-81.6415,24319
89491.0,300000.0,32375.0,36.6713,-80.7011,24328
32076.0,23743.0,24576.0,36.7141,-80.975,24330
38687.0,22239.0,37918.0,36.6589,-80.9188,24333
47528.0,40874.0,37561.0,36.7302,-80.5817,24343
91425.0,81012.0,70530.0,37.0216,-80.5794,24347
40080.0,33615.0,29833.0,36.6616,-81.1039,24348
55019.0,39708.33,47723.0,36.8839,-81.5339,24354
54972.0,300000.0,48007.0,36.991,-80.9721,24360
55688.5,39592.5,50617.0,36.6905,-81.8601,24361
52266.0,44073.0,48365.0,36.9122,-81.2044,24368
39226.0,27493.0,38259.0,36.8759,-81.7629,24370
54931.67,41440.0,45757.0,38.1657,-79.0731,24401
78411.0,62335.0,49905.0,38.2137,-79.1768,24421
40757.5,33199.5,39750.0,37.8706,-80.0798,24426
64320.0,35177.0,62542.0,37.8413,-79.2901,24435
66912.0,300000.0,39029.0,38.2717,-78.9691,24437
56464.0,52180.0,41843.0,38.0057,-79.1964,24440
68676.0,56354.0,55089.0,37.8589,-79.9272,24445
46993.5,155575.5,42123.5,37.7638,-79.4995,24450
60092.5,53895.0,40140.5,38.0107,-78.998,24477
43972.0,36676.0,36960.0,38.1958,-79.3524,24479
42125.0,300000.0,31829.0,37.3911,-79.1225,24501
49793.5,38501.0,43442.75,37.3535,-79.2199,24502
90874.0,82325.5,68555.0,37.4449,-79.2666,24503
31434.0,25672.0,24373.0,37.4049,-79.1461,24504
62027.0,52156.0,44002.0,37.5598,-79.0357,24521
54858.0,135889.67,42688.33,37.3117,-78.7569,24522
47841.0,37426.5,42046.0,37.3223,-79.5358,24523
47603.0,35071.0,35729.0,36.7191,-79.3232,24527
59191.0,49424.0,42127.0,36.8062,-79.5731,24531
35265.0,32383.0,21720.0,36.5971,-79.371,24540
41251.25,27161.5,40716.5,36.5892,-79.4224,24541
66646.0,60747.0,45929.0,36.7067,-79.5045,24549
80028.0,66580.0,57646.0,37.3749,-79.2771,24551
45797.0,39526.0,32008.5,36.932,-79.2236,24557
78282.0,69308.0,66992.0,36.7283,-78.9651,24558
38862.0,28144.33,34433.67,37.4442,-79.138,24572
57130.0,53375.0,36987.0,37.666,-79.204,24574
52816.0,43505.0,41326.0,37.1224,-78.9412,24576
40034.0,35864.0,26383.0,36.9399,-79.0037,24577
56309.0,49764.0,36486.0,36.6484,-79.3445,24586
51998.0,39745.0,41167.5,37.2454,-79.0993,24588
29411.0,22475.0,21206.0,36.8402,-78.7219,24589
43334.0,37689.0,35041.0,36.6916,-78.8339,24592
46576.0,42025.0,31080.0,37.2575,-81.3102,24605
52058.0,39178.0,40637.0,37.0359,-81.6521,24609
67383.0,45638.0,66982.0,37.1531,-81.7281,24614
71544.0,55600.0,55841.0,37.1729,-81.3874,24630
59053.0,300000.0,48837.0,37.1913,-81.9915,24631
48022.0,35690.0,47330.0,37.245,-81.8257,24634
55625.0,39612.0,52170.0,37.0977,-81.3941,24651
39124.0,34896.0,30721.0,37.2394,-82.1953,24656
44778.0,32217.0,40122.5,37.2575,-81.2163,24701
55137.0,47111.0,38398.0,37.4281,-80.9691,24712
25206.0,22666.0,18937.5,37.4537,-81.3443,24716
48314.0,37552.0,49511.0,37.4228,-81.1967,24736
47748.0,36168.0,37684.0,37.3967,-81.0713,24739
50277.0,31207.0,58203.5,37.3491,-81.1714,24740
34513.5,23669.0,33841.5,37.3349,-81.8354,24817
16052.0,15313.0,9616.0,37.6013,-81.6363,24818
48052.5,35010.5,41469.5,37.707,-81.6947,24827
54618.0,60235.0,26624.0,37.5517,-81.5793,24874
35172.0,25775.0,29072.0,37.3422,-81.692,24892
47667.0,38220.0,41234.0,38.5459,-79.8273,24944
51702.0,43919.0,33654.0,38.189,-80.206,24946
34033.0,23445.0,32949.0,37.7302,-80.4372,24970
43075.0,26862.0,43572.0,37.822,-80.6239,24977
47658.0,36358.0,40501.0,37.6233,-80.7838,24981
44265.0,27797.0,45832.0,37.5778,-80.623,24983
56057.0,41120.0,49592.0,38.2422,-81.8982,25003
45664.0,41165.0,34484.0,38.2229,-81.5362,25015
38594.0,45161.0,28023.0,38.5988,-81.9262,25033
29925.0,22181.0,29498.0,38.4456,-81.0642,25043
53018.0,38044.0,45613.0,38.4475,-81.3293,25045
57995.5,50040.0,43012.5,38.0592,-81.9169,25053
48023.5,170646.5,37676.5,38.3651,-81.7418,25064
45721.0,33025.0,38640.5,38.1877,-81.2455,25085
52334.0,47172.0,34295.0,38.1365,-81.5268,25134
49206.0,34336.0,44126.0,37.8794,-81.4542,25140
48494.0,41013.5,31587.5,38.2505,-81.366,25162
52812.33,125093.33,44698.33,38.3815,-81.8384,25177
51120.0,43144.0,34923.0,38.2832,-81.4926,25201
50046.33,122329.33,48619.0,38.3181,-81.8091,25202
43989.0,170121.5,34355.0,37.8965,-81.6458,25208
43955.0,19441.0,49977.0,37.9796,-81.5346,25209
64158.0,51849.0,52298.0,38.4879,-81.8792,25213
44921.0,35620.0,31433.0,38.6478,-81.2265,25251
36981.5,23672.0,38459.0,38.9975,-82.0636,25260
40617.0,25007.0,44400.0,38.8213,-81.6733,25271
40062.5,28051.5,39385.0,38.8256,-81.3641,25276
36894.0,18272.0,41871.0,38.3526,-81.6354,25301
38341.5,33930.5,32922.5,38.3665,-81.6463,25302
47375.0,30587.0,39729.0,38.3662,-81.6965,25303
80217.5,184666.5,67525.0,38.3226,-81.5757,25304
35507.0,26770.0,36006.0,38.2816,-81.5654,25305
59256.0,46789.0,50019.0,38.3489,-81.7065,25309
55951.0,31788.0,61603.0,38.3403,-81.6215,25312
67775.67,52754.0,54425.67,38.4245,-81.7253,25313
103147.0,89598.0,72521.0,38.3329,-81.6488,25314
48669.0,36099.0,43552.0,38.2457,-81.5754,25315
44769.0,36771.0,34892.0,38.4496,-81.6203,25320
38011.0,164811.5,37659.5,39.4582,-77.9758,25401
103757.0,89681.0,66419.0,39.5217,-78.001,25403
63181.5,44108.0,52667.0,39.4867,-77.9075,25404
55833.0,51710.0,33871.0,39.4128,-78.0105,25405
62284.0,40677.0,55008.0,39.6585,-78.2182,25411
72206.5,171954.5,54726.0,39.2691,-77.9606,25414
87588.0,78571.0,59498.5,39.3162,-77.7897,25425
104572.0,300000.0,25215.5,39.6482,-78.0361,25427
72225.0,63332.0,54290.0,39.3516,-78.0268,25428
35644.0,22237.0,24828.0,39.5216,-78.6354,25431
73503.0,60846.0,60972.0,39.3251,-77.8761,25438
66658.0,300000.0,44095.0,39.353,-77.8375,25442
94243.0,85750.0,60740.5,39.4556,-77.8308,25443
49801.0,43644.0,37115.0,39.2691,-80.6591,25456
46016.0,36518.0,38234.5,38.3925,-82.3022,25504
33085.0,32277.0,24568.0,38.1923,-82.2033,25506
55231.0,300000.0,46306.0,37.9148,-82.0861,25508
39886.0,29923.0,29718.0,38.1012,-82.4981,25517
47101.0,35798.0,36902.0,38.0471,-82.1293,25524
80061.67,72026.0,51946.33,38.4155,-81.9623,25526
37685.0,165974.0,27402.0,38.4009,-82.5777,25530
43377.0,38969.0,36978.0,38.5091,-82.3095,25537
76731.0,66920.0,50963.0,38.5133,-82.2096,25545
38183.0,34686.0,30789.0,38.8793,-82.1208,25550
58840.0,52176.0,37937.0,38.2139,-82.5497,25555
58937.0,46334.0,50814.0,38.3155,-82.2505,25559
47714.0,21115.0,55906.0,38.2475,-82.3886,25570
47260.0,34486.0,38659.0,37.8168,-81.8494,25606
34498.0,32925.0,25942.0,37.5977,-81.8839,25621
54093.0,37985.0,53478.0,37.8386,-82.0668,25625
44201.0,24068.0,39203.0,37.7735,-82.0151,25638
59882.5,45942.0,47671.5,37.6666,-82.2837,25661
69542.67,50797.0,55083.0,38.4087,-82.4416,25701
25646.0,20282.0,20922.0,38.4248,-82.4088,25702
19988.0,10875.0,29132.0,38.427,-82.4299,25703
46862.5,39792.0,35167.5,38.4106,-82.3859,25705
45882.0,26672.5,51343.5,37.7766,-81.1554,25801
52700.0,40765.0,45818.0,37.626,-81.2165,25823
39971.0,36537.0,30372.0,37.7541,-81.2515,25827
66622.0,300000.0,39296.0,37.7221,-81.1301,25832
51483.0,48246.0,34193.0,37.7013,-81.5383,25845
52838.0,40861.0,47810.0,37.7592,-81.2025,25871
45957.0,42064.0,36541.0,37.8938,-81.1622,25880
44914.5,163241.0,39106.0,37.9739,-81.1548,25901
28896.0,22289.0,21114.0,37.5151,-81.1627,25922
78008.0,42993.0,74379.0,37.8378,-81.1442,25927
39777.0,36798.0,30790.0,37.9925,-80.7562,25958
48627.0,42419.0,33238.0,37.9021,-80.9512,25976
55226.38,42041.88,48771.0,40.0862,-80.6704,26003
56001.0,44311.0,45039.0,40.3766,-80.5666,26035
61004.0,53045.0,46936.0,40.0492,-80.5721,26036
60946.0,300000.0,47879.0,40.3308,-80.5475,26037
47423.0,39038.0,38167.0,39.9885,-80.716,26040
61612.0,43790.0,54988.0,40.4907,-80.5396,26047
56023.67,127925.67,41081.67,40.4122,-80.5888,26062
51558.0,34379.0,45083.0,40.2844,-80.5798,26070
51022.0,78166.33,39039.33,39.2514,-81.5565,26101
46517.5,36910.0,35775.0,39.3232,-81.5342,26105
62243.0,43709.0,50883.0,39.3494,-81.2523,26134
38513.0,31817.0,32125.0,38.947,-81.1518,26147
69946.0,63036.0,43457.0,39.1614,-81.5208,26150
54260.5,172605.5,42466.0,39.6227,-80.8324,26155
51666.0,37235.0,45715.0,38.9664,-81.743,26164
42906.0,34067.0,34705.0,39.5141,-80.92,26175
56855.5,51520.5,44034.5,39.3586,-81.4163,26184
72002.0,57866.0,58332.0,39.3688,-81.4884,26187
47701.33,35783.67,40600.33,38.8967,-80.2158,26201
42776.0,43704.0,18372.0,38.3297,-80.6716,26205
44136.0,35150.0,47028.0,38.5957,-80.4733,26217
81695.0,300000.0,46720.0,38.6559,-80.216,26230
55987.0,300000.0,23513.0,39.1003,-80.1881,26238
53551.5,34403.0,51567.5,38.9296,-79.8527,26241
55720.5,52170.0,37282.5,39.0437,-79.8658,26250
65007.0,53609.0,49043.0,38.8417,-79.8533,26253
18963.0,13519.0,11772.0,38.7969,-79.8967,26259
40801.0,33120.0,28441.0,38.1556,-80.5415,26261
33617.0,29333.0,20184.0,38.7138,-79.9766,26280
57526.0,40038.0,46879.0,39.0571,-79.5053,26292
48169.6,36349.6,41274.8,39.2948,-80.375,26301
66645.0,55218.0,53149.0,39.2714,-80.235,26330
44153.0,31213.0,37401.0,38.8555,-80.6527,26335
48572.0,35180.0,39823.0,39.27,-81.0557,26346
52355.0,182258.0,27475.0,39.2554,-80.1143,26347
34963.0,22674.0,45289.0,39.3875,-79.9801,26354
50802.5,35861.0,47026.0,39.3621,-80.3612,26386
50079.0,36403.0,41514.0,39.2533,-80.9849,26415
31144.0,23575.0,25090.0,39.1473,-80.0503,26416
43112.0,28845.0,41462.0,39.182,-79.6416,26425
58966.0,47808.0,47698.0,39.3926,-80.2986,26431
49094.0,44551.33,33628.0,39.3686,-79.8157,26444
48184.0,35977.0,43884.0,39.0485,-80.4339,26452
45980.0,35404.0,36676.0,39.2629,-80.774,26456
75840.75,121241.5,58607.5,39.6296,-80.0089,26501
35810.6,22057.2,38974.4,39.6432,-79.9582,26505
84077.25,71298.75,58509.0,39.5812,-79.9116,26508
64306.0,54193.0,43417.0,39.7637,-80.193,26521
44586.0,37044.0,29464.0,39.4781,-79.7091,26537
55145.25,42847.0,47721.0,39.4745,-80.1498,26554
47705.0,39625.5,34803.5,39.5161,-80.1779,26559
55536.0,48702.0,39046.0,39.5581,-80.2746,26570
52063.0,35672.0,44863.0,39.574,-80.3524,26582
60542.0,49245.0,48487.0,39.6701,-80.6126,26585
43067.0,38804.0,32412.0,38.4342,-80.7631,26610
38738.0,25525.0,42687.0,38.6807,-80.8321,26623
55324.0,38495.0,54409.0,38.2843,-80.9143,26651
35163.0,24199.0,34605.0,39.1875,-78.569,26704
50790.0,177556.0,25883.5,39.3511,-79.5669,26705
31445.5,158454.0,19197.0,39.4189,-79.1757,26717
31187.0,17453.0,43384.0,39.3731,-79.031,26743
41802.0,35026.0,33180.0,39.3474,-78.8044,26757
56472.0,48079.0,45718.5,39.0302,-78.7956,26801
54864.0,37069.0,58258.0,38.6745,-79.3406,26807
61104.0,300000.0,43913.0,39.1747,-79.2133,26833
96650.0,60938.0,84167.0,35.8891,-80.4331,27006
84668.25,71534.25,59904.75,36.0341,-80.3829,27012
66831.0,50242.0,53140.0,35.828,-80.5144,27014
32108.0,22956.0,30799.0,36.3137,-80.745,27017
49589.33,127604.0,37659.33,36.2085,-80.5323,27018
52050.0,39987.5,39977.75,36.3273,-80.3689,27021
94149.33,83722.0,58425.67,36.0865,-80.4256,27023
34153.0,22310.0,30127.0,36.424,-79.9471,27027
47694.0,39297.0,34780.0,35.9439,-80.6421,27028
49971.4,140926.2,43094.0,36.5074,-80.6196,27030
40605.0,28167.0,34239.0,36.5212,-80.4749,27041
41855.0,34304.0,38505.0,36.4391,-80.0944,27046
61516.0,51275.5,44623.5,36.4663,-79.8834,27048
0.0,0.0,0.0,36.2256,-80.3588,27050
52051.0,300000.0,31055.0,36.2107,-80.1734,27051
41362.5,29775.5,36684.0,36.1274,-80.6627,27055
29176.0,23582.25,24514.0,36.0858,-80.2421,27101
69193.5,58896.0,51059.0,36.0855,-80.2848,27103
32584.0,31279.0,18975.0,36.0831,-80.319,27104
32269.2,23834.8,27391.0,36.1385,-80.2436,27105
76359.0,157694.8,55005.2,36.1655,-80.3194,27106
53079.4,41957.4,43172.2,36.0287,-80.1835,27107
50942.0,45420.5,29862.0,36.0466,-80.2945,27127
39558.0,30182.5,32247.0,35.7345,-79.8221,27203
53745.0,40829.0,45438.5,35.7095,-79.9421,27205
39131.0,32792.0,27602.0,35.468,-79.4706,27208
56615.0,44962.0,44604.0,36.2138,-79.6126,27214
38219.0,93281.25,30348.25,36.0868,-79.4641,27215
41504.0,36711.0,30871.75,36.1547,-79.4102,27217
48937.0,38053.0,44371.0,35.2964,-79.7325,27229
60017.5,49026.0,49287.0,35.6118,-80.161,27239
31377.0,20284.0,28843.0,36.0982,-79.1858,27243
89973.0,300000.0,44245.0,36.1939,-79.5066,27244
48119.0,40663.0,38436.0,35.7757,-79.7284,27248
98478.0,97036.0,58235.0,36.0928,-79.5291,27249
66717.5,57893.25,48168.0,35.9869,-79.3731,27253
41517.0,30092.0,34956.0,36.1059,-79.3538,27258
37166.0,19962.0,36897.0,35.9687,-79.9903,27260
39388.33,75037.33,32714.33,35.9608,-80.0236,27262
82042.0,74604.4,49700.0,36.0308,-79.9749,27265
81891.0,62814.0,68214.0,36.1408,-79.0263,27278
79150.8,155046.6,53222.4,36.1188,-80.0938,27284
28928.0,21151.0,25258.0,36.5249,-79.7607,27288
48101.6,85686.6,39799.0,35.7587,-80.2827,27292
57089.33,44103.33,45096.67,35.8807,-80.3016,27295
51821.0,45427.0,28194.0,36.1681,-79.6554,27301
74211.0,62599.5,51944.5,36.0885,-79.2919,27302
70071.0,53247.0,58902.0,35.8248,-79.1601,27312
54916.0,46183.0,45363.0,35.9855,-79.7709,27313
49920.0,41931.0,41187.0,35.6179,-79.6129,27316
50526.0,38130.0,35695.0,35.8048,-79.8004,27317
56278.5,49695.5,40879.0,36.3155,-79.6351,27320
47900.0,44715.0,41596.0,36.4335,-79.5559,27326
48449.75,36388.75,44399.0,35.5052,-79.1431,27330
68295.0,168931.5,38735.5,35.3487,-79.1003,27332
66268.0,56889.0,48985.0,35.9438,-79.2195,27340
