mean,median,stdev,lat,lon,zip_code
132284.0,300000.0,70069.0,42.7996,-70.9644,01985
105102.0,300000.0,59315.0,42.0335,-71.5119,02019
132835.5,115347.0,78362.5,42.1963,-71.1288,02021
94831.0,92287.0,61851.0,42.2624,-70.7989,02025
95495.0,69897.0,70649.5,42.2367,-71.1559,02026
166918.0,183108.0,81331.0,42.2342,-71.2912,02030
133200.0,114549.0,77911.0,42.1569,-71.2162,02032
141997.67,199262.0,76484.0,42.0797,-71.3986,02038
121290.0,112759.0,78466.0,42.2503,-70.9062,02043
82780.0,300000.0,66039.0,42.3402,-70.8833,02045
89936.5,186363.0,64995.5,42.0384,-71.2042,02048
122255.67,169465.33,74592.33,42.1115,-70.7165,02050
142624.0,300000.0,75845.0,42.2028,-71.3157,02052
130026.0,300000.0,74385.0,42.1562,-71.4303,02053
113690.0,89013.0,82822.0,42.1168,-71.3169,02056
121653.0,114268.0,78012.0,42.1695,-70.8357,02061
105795.67,173179.0,63358.0,42.1923,-71.2026,02062
130056.0,126555.0,73034.0,42.1975,-70.7967,02066
139553.0,300000.0,69989.5,42.1216,-71.1865,02067
95042.5,88850.5,62666.0,42.1223,-71.1023,02072
105385.5,190948.5,65183.0,42.0925,-71.2484,02081
145265.0,300000.0,78277.0,42.2062,-71.228,02090
98077.0,82284.0,68723.0,42.0532,-71.3081,02093
58797.0,18656.0,72229.0,42.3487,-71.0609,02111
96815.67,79838.33,73382.0,42.3658,-71.058,02113
54187.0,35094.0,55085.0,42.3399,-71.0896,02115
117380.0,95452.33,82901.67,42.3517,-71.0776,02116
99241.5,81842.0,84318.0,42.3412,-71.081,02118
42292.5,31117.0,43502.0,42.325,-71.0817,02119
55053.33,44566.0,46244.0,42.3318,-71.1018,02120
42972.33,32098.67,38773.67,42.3105,-71.0852,02121
77838.25,71646.5,54419.5,42.2945,-71.0517,02122
75882.0,92569.4,57658.0,42.289,-71.074,02124
56183.83,38259.83,58294.33,42.3172,-71.0582,02125
69484.0,138577.0,47226.0,42.2753,-71.0937,02126
90494.67,73718.0,64518.0,42.3379,-71.045,02127
59071.8,46135.8,44196.6,42.3776,-71.0196,02128
110649.5,91786.0,78619.5,42.3771,-71.0602,02129
97116.5,106100.17,65424.5,42.3069,-71.1185,02130
59719.67,53927.0,36392.0,42.2846,-71.1149,02131
102057.25,181417.75,70266.0,42.2724,-71.1585,02132
55446.67,124598.0,48316.67,42.3528,-71.1367,02134
63251.0,47090.0,56273.67,42.3466,-71.1572,02135
54998.5,45020.0,48925.5,42.2582,-71.1236,02136
92285.25,114959.5,66695.0,42.376,-71.1333,02138
67326.6,52672.4,59484.6,42.366,-71.1051,02139
94152.5,68782.0,77184.0,42.3927,-71.1322,02140
66474.0,36520.0,68794.0,42.3646,-71.0901,02141
110267.0,300000.0,63898.0,42.3835,-71.0951,02143
87139.6,121594.6,58079.2,42.4017,-71.12,02144
77454.67,57819.67,58877.67,42.3853,-71.0952,02145
55729.67,40703.5,46999.5,42.4318,-71.0563,02148
62612.33,139240.33,49402.33,42.4121,-71.0481,02149
55533.67,41040.33,45061.33,42.3912,-71.0312,02150
61097.6,98103.4,43931.0,42.4185,-71.0079,02151
95898.25,76010.25,67459.5,42.3744,-70.9873,02152
90494.6,207928.2,57614.2,42.42,-71.1038,02155
81179.8,121216.0,51877.6,42.2512,-70.9927,02169
92879.0,82270.0,67826.0,42.2604,-71.0166,02170
89608.33,81711.67,63220.33,42.2856,-71.0241,02171
121412.33,225745.33,69551.0,42.4568,-71.0543,02176
90131.5,180713.0,66230.5,42.489,-71.0945,02180
95531.25,81455.75,61071.5,42.2118,-70.9967,02184
132958.5,300000.0,77099.0,42.2581,-71.0726,02186
58109.0,45309.0,55639.0,42.2114,-70.9575,02188
59112.0,48573.0,34062.0,42.2138,-70.9374,02189
48119.5,34650.5,37020.5,42.1549,-70.933,02190
75842.5,59558.5,58558.5,42.2445,-70.946,02191
41144.33,28194.33,44787.0,42.3486,-71.1034,02215
58985.25,108020.12,44161.38,42.0745,-71.0343,02301
74180.0,300000.0,50168.33,42.0913,-70.9935,02302
92888.5,188048.5,53761.5,42.1325,-71.054,02322
87763.0,70037.0,72596.0,41.9816,-71.0128,02324
119269.0,300000.0,63263.0,41.9122,-70.7866,02330
132395.0,119460.5,86225.5,42.0329,-70.6813,02332
118081.33,300000.0,70823.33,41.995,-70.9304,02333
128679.0,121376.0,68487.0,42.1329,-70.8687,02339
95041.5,87815.5,62103.0,42.0582,-70.8663,02341
117238.5,189374.5,69934.0,42.1533,-70.997,02343
80881.0,72818.0,46863.0,41.927,-70.9263,02346
131209.0,132817.0,53586.0,41.8148,-70.9899,02347
122831.0,300000.0,55209.0,42.1263,-70.978,02351
85787.0,69526.0,63457.0,42.0461,-70.8251,02359
90388.29,112241.43,59624.14,41.9154,-70.6319,02360
83744.0,300000.0,61644.0,42.0027,-70.7419,02364
80143.0,186804.0,48861.5,42.1657,-71.0488,02368
82704.0,77782.0,45083.0,42.1165,-70.9081,02370
106066.0,93621.5,67637.0,42.0148,-71.1032,02375
87082.0,300000.0,70850.0,42.0876,-70.9345,02382
157533.0,160361.0,80625.0,42.472,-71.2279,02420
143482.0,142702.5,81148.5,42.4377,-71.2455,02421
75273.67,56602.0,63874.0,42.3327,-71.124,02445
117089.0,78981.0,90474.0,42.3469,-71.1196,02446
73109.5,42590.5,66479.5,42.377,-71.2524,02451
100586.0,97462.0,60032.0,42.4052,-71.2573,02452
97158.0,157816.33,67081.0,42.3732,-71.2241,02453
123219.0,300000.0,69411.0,42.3609,-71.201,02458
140254.33,259501.67,86226.0,42.3381,-71.1861,02459
130485.0,123287.0,77091.0,42.3541,-71.2201,02460
102818.0,92604.0,73620.0,42.315,-71.2118,02461
153619.0,300000.0,78402.0,42.3477,-71.2282,02465
96915.67,81577.33,74321.0,42.3232,-71.1508,02467
118624.33,229034.33,74788.0,42.3695,-71.1909,02472
106667.0,101298.5,74198.0,42.4156,-71.152,02474
132109.75,205734.0,76876.75,42.4146,-71.1789,02476
142314.67,138354.33,73809.0,42.3914,-71.1692,02478
170658.0,300000.0,62438.0,42.3036,-71.2712,02481
169048.0,300000.0,80719.0,42.2882,-71.2955,02482
139998.0,230166.5,76133.5,42.2726,-71.2247,02492
175409.0,300000.0,77418.0,42.345,-71.2949,02493
145404.0,126674.0,75727.0,42.3028,-71.2317,02494
78998.0,63438.0,60366.0,41.7457,-70.5997,02532
73485.0,300000.0,66638.0,41.5778,-70.5576,02536
86671.0,300000.0,66667.0,41.7421,-70.4343,02537
82883.0,61248.0,57746.0,41.3777,-70.5221,02539
87954.67,140099.67,61745.33,41.5675,-70.6277,02540
93951.25,135315.75,56952.25,41.2708,-70.0378,02554
115636.0,300000.0,79851.0,41.6275,-70.6315,02556
56044.0,300000.0,35620.0,41.4586,-70.6135,02568
53904.5,47583.0,44618.5,41.7414,-70.7124,02571
118792.0,300000.0,60855.0,41.7688,-70.7546,02576
76834.5,181855.0,56255.5,41.6457,-70.2849,02601
90841.0,73826.0,70626.0,41.7435,-70.1009,02631
68893.0,55908.5,57412.5,41.657,-70.3458,02632
84372.0,59709.0,60646.0,41.6909,-69.9976,02633
86417.0,69197.0,63813.0,41.8251,-69.9762,02642
94191.0,300000.0,54724.0,41.7038,-70.4903,02644
62842.0,47832.67,60867.0,41.6822,-70.0752,02645
103792.0,86364.0,75458.0,41.6804,-70.4223,02648
97436.0,70824.0,79965.0,41.5711,-70.4888,02649
74492.0,48438.0,67719.0,41.7662,-69.9415,02653
74005.0,59958.0,54659.0,42.0598,-70.2004,02657
67812.0,59933.0,57115.0,41.697,-70.1545,02660
54076.0,36313.0,61469.0,41.6544,-70.2047,02664
76551.5,54579.5,60220.0,41.7147,-70.237,02673
90517.0,219289.67,53775.33,41.9215,-71.3077,02703
90956.0,78649.0,53808.0,41.8295,-71.1518,02715
119120.0,111071.0,66541.0,41.7804,-71.0494,02717
90768.0,300000.0,55822.5,41.6472,-70.8839,02719
57672.67,50148.33,40256.67,41.7147,-71.1463,02720
45866.6,36610.0,36747.6,41.6811,-71.1635,02721
52474.33,40360.33,44354.33,41.6849,-71.1274,02723
65421.0,56220.0,48549.0,41.72,-71.1794,02725
102387.0,300000.0,53573.0,41.7567,-71.1447,02726
104407.0,78548.5,82101.5,41.7,-70.7536,02738
104563.0,97274.0,67616.0,41.6614,-70.812,02739
53580.83,37965.67,48854.0,41.6279,-70.9366,02740
36694.0,23301.0,33060.0,41.6122,-70.9137,02744
55532.67,50097.0,35929.0,41.6908,-70.9326,02745
28247.0,18550.0,28129.67,41.6576,-70.9338,02746
77717.0,73608.0,45080.0,41.6889,-71.0097,02747
89754.0,83611.0,56937.0,41.5981,-70.9801,02748
114960.33,173795.67,66425.0,41.9712,-71.3239,02760
84024.0,300000.0,66291.0,41.9767,-71.2226,02766
94539.0,84068.0,63955.0,41.9155,-71.0223,02767
101419.67,156806.67,62859.0,41.8216,-71.3222,02771
98261.0,300000.0,42788.0,41.7152,-71.2099,02777
76927.25,120489.75,50690.0,41.9056,-71.0964,02780
78260.0,66782.0,60387.0,41.6599,-71.0974,02790
64346.0,300000.0,55038.0,41.4677,-71.7809,02804
131964.5,192257.5,75974.5,41.7287,-71.3239,02806
76518.0,300000.0,37282.0,41.1768,-71.5771,02807
91658.0,79014.0,60754.0,41.6923,-71.2458,02809
129181.0,300000.0,83102.0,41.7692,-71.6921,02815
89353.5,78160.0,53059.5,41.6914,-71.6175,02816
117738.0,101405.5,77850.5,41.6445,-71.4954,02818
84854.5,66860.0,63315.0,41.9668,-71.7206,02830
73111.0,300000.0,67473.0,41.4791,-71.7579,02832
108607.0,95091.0,70512.0,41.5101,-71.3784,02835
85901.0,71989.0,65211.0,41.5188,-71.1672,02837
104505.0,90644.0,74621.0,41.9588,-71.4757,02838
88872.0,171616.0,63863.0,41.487,-71.313,02840
76219.67,63863.67,53161.67,41.524,-71.2847,02842
95488.67,83344.0,58760.67,41.57,-71.4544,02852
107001.0,94429.5,68404.5,41.8461,-71.6849,02857
54274.8,89854.0,46924.4,41.8722,-71.3874,02860
61266.25,170594.5,50926.5,41.8877,-71.3576,02861
31196.0,24841.0,22575.0,41.8944,-71.3893,02863
56657.33,37421.0,49356.33,41.9255,-71.3956,02864
96984.0,90622.0,56081.0,41.9089,-71.4138,02865
93070.0,73834.0,63954.0,41.6311,-71.2354,02871
104342.0,300000.0,59599.0,42.005,-71.5729,02876
91862.8,112847.6,64924.8,41.4378,-71.4951,02879
83266.5,70454.5,61370.5,41.7191,-71.2738,02885
77013.5,67275.25,54889.0,41.7015,-71.4655,02886
90569.5,186596.0,62432.5,41.7484,-71.3909,02888
59157.0,52733.0,45312.33,41.7003,-71.3793,02889
92978.25,79591.5,65727.25,41.3481,-71.7905,02891
63108.67,132122.33,44836.0,41.7122,-71.5145,02893
41990.25,29099.75,39863.5,41.9987,-71.5081,02895
41232.33,26915.0,38698.67,41.8172,-71.4127,02903
68439.33,138816.67,40176.33,41.861,-71.4319,02904
45988.67,36964.67,31715.0,41.7921,-71.3987,02905
114096.33,157470.67,74505.33,41.8457,-71.3941,02906
