number_of_fastfood,zip_code1,zip_code
2,37110,37110
2,37115,37115
2,37122,37122
1,37128,37128
4,37129,37129
4,37130,37130
3,37167,37167
1,37172,37172
1,37174,37174
1,37188,37188
3,37203,37203
1,37204,37204
1,37206,37206
1,37209,37209
1,37210,37210
1,37211,37211
2,37214,37214
2,37215,37215
1,37217,37217
2,37221,37221
1,37228,37228
2,37303,37303
1,37311,37311
2,37323,37323
2,37324,37324
1,37327,37327
3,37343,37343
1,37347,37347
2,37355,37355
1,37356-2117,37356
1,37363,37363
1,37377,37377
1,37379,37379
1,37380,37380
1,37381,37381
1,37385,37385
1,37388,37388
3,37405,37405
1,37406,37406
1,37408,37408
1,37411,37411
2,37412,37412
2,37415,37415
2,37421,37421
1,37421-3221,37421
1,37601,37601
3,37604,37604
2,37659,37659
2,37660,37660
2,37686,37686
1,37701,37701
4,37716,37716
2,37745,37745
3,37748,37748
1,37760,37760
1,37764,37764
1,37769,37769
1,37771,37771
1,37774,37774
1,37777,37777
1,37801,37801
1,37804,37804
1,37814,37814
3,37821,37821
3,37830,37830
1,37841,37841
1,37849,37849
1,37857,37857
1,37862,37862
1,37874,37874
2,37876,37876
1,37879,37879
2,37890,37890
2,37912,37912
1,37914,37914
1,37917,37917
1,37918,37918
2,37919,37919
1,37921,37921
3,37922,37922
4,37923,37923
1,37931,37931
1,37932,37932
4,37934,37934
1,38002,38002
1,38004,38004
2,3801,3801
1,38017,38017
1,38018,38018
1,38019,38019
1,38053,38053
2,38059,38059
1,38060,38060
1,38063,38063
1,38068,38068
1,38103,38103
4,38104,38104
1,38106,38106
1,38109,38109
2,38111,38111
4,38115,38115
4,38116,38116
1,38117,38117
4,38118,38118
1,38119,38119
1,38122,38122
2,38125,38125
1,38134,38134
1,38135,38135
2,38138,38138
2,38141,38141
1,3820,3820
1,38237,38237
3,38242,38242
4,38305,38305
2,38310,38310
1,38340,38340
1,38372,38372
1,38379,38379
2,38401,38401
1,38478,38478
1,38485,38485
2,38501,38501
1,38506,38506
5,38555,38555
1,38606,38606
4,38614,38614
1,3862,3862
1,38632,38632
2,38635,38635
1,38637,38637
1,38654,38654
3,38655,38655
2,38663,38663
1,38664,38664
1,38668,38668
1,3867,3867
3,38671,38671
2,38672,38672
6,38701,38701
3,38703,38703
8,38732,38732
2,3874,3874
5,38751,38751
1,38756,38756
10,38801,38801
1,38801-3147,38801
2,38804,38804
4,38821,38821
4,38829,38829
1,38834,38834
1,38834-4121,38834
1,38851,38851
1,38860,38860
7,38863,38863
1,3890,3890
1,38901,38901
1,38916,38916
2,38930,38930
1,38967,38967
2,39083,39083
1,39090,39090
1,39180,39180
1,39202,39202
2,39204,39204
2,39206,39206
1,39208,39208
2,39209,39209
1,39213,39213
1,39213-7646,39213
1,39232,39232
1,39341,39341
1,39402-1352,39402
1,39437-2413,39437
2,39440,39440
1,39452-6632,39452
2,39465,39465
1,39466,39466
1,39470,39470
5,39503,39503
1,39531,39531
1,39553,39553
1,39564,39564
2,39581,39581
1,39702,39702
1,39759,39759
1,39819,39819
1,39823,39823
3,40014,40014
2,40031,40031
2,40033,40033
1,4005,4005
1,40065,40065
1,40067,40067
2,40108,40108
1,4011,4011
1,40143,40143
2,40165,40165
1,40202,40202
3,40207,40207
2,40208,40208
4,40213,40213
1,40214,40214
1,40216,40216
3,40219,40219
1,40220,40220
5,40222,40222
2,40223,40223
1,40229,40229
2,40241,40241
2,40258,40258
2,40291,40291
2,40324,40324
4,40330,40330
7,40351,40351
1,40353,40353
1,40356,40356
2,40361,40361
1,4038,4038
2,40380,40380
3,40383,40383
1,4040,4040
1,40403,40403
2,40422,40422
1,4043,4043
1,40460,40460
1,40475,40475
1,40502,40502
3,40503,40503
2,40505,40505
1,40507,40507
1,40508,40508
4,40509,40509
2,40511,40511
1,40513,40513
3,40601,40601
2,4062,4062
1,40701,40701
2,4072,4072
2,4074,4074
1,40741-1070,40741
7,40769,40769
1,40831,40831
1,40906,40906
1,4092,4092
2,40962,40962
1,40977,40977
4,41001,41001
7,41005,41005
3,41008,41008
1,41008-8031,41008
2,4101,4101
3,41011,41011
5,41015,41015
5,41017,41017
4,41018,41018
3,41031,41031
1,41035,41035
19,41042,41042
9,41048,41048
4,41051,41051
6,41056,41056
1,4106,4106
8,41071,41071
3,41073,41073
7,41076,41076
5,41094,41094
6,41101,41101
1,41102,41102
5,41143,41143
2,41144,41144
2,41230,41230
5,41240,41240
1,41240-1805,41240
1,41301,41301
2,41339,41339
2,41465,41465
1,41472,41472
6,41501,41501
6,41653,41653
5,41701,41701
2,41858,41858
3,42001,42001
4,42025,42025
1,42025-7123,42025
1,42038,42038
1,42041,42041
1,42064,42064
2,42066,42066
4,42071,42071
2,4210,4210
9,42101,42101
1,42104,42104
1,42127,42127
1,42134,42134
9,42141,42141
1,42141-1129,42141
1,42141-1543,42141
2,42164,42164
1,42167,42167
1,42206,42206
2,42223,42223
2,42240,42240
1,42262,42262
6,42301,42301
1,42303,42303
3,42320,42320
1,42330,42330
1,42345,42345
1,42431,42431
2,42437,42437
1,42445,42445
7,42501,42501
1,4252,4252
1,42539,42539
2,42602,42602
1,42642,42642
1,42653,42653
2,42701,42701
1,42718,42718
4,42728,42728
1,42754,42754
2,4281,4281
3,43015,43015
1,43025,43025
3,43026,43026
1,43031,43031
2,43035,43035
1,43040,43040
2,43050,43050
1,43054,43054
2,43055,43055
2,43056,43056
1,43064,43064
1,43065,43065
1,43068,43068
3,43074,43074
2,43123,43123
1,43140,43140
1,43147,43147
6,43160,43160
1,43202,43202
4,43204,43204
1,43207,43207
1,43209,43209
1,43212,43212
1,43213,43213
1,43214,43214
1,43219,43219
1,43223,43223
3,43229,43229
1,43230-1374,43230
1,43232,43232
2,43235,43235
1,43240,43240
6,4330,4330
1,43302,43302
2,43311,43311
1,43316,43316
1,43326,43326
3,43420,43420
1,4345,4345
1,43452,43452
1,43456,43456
1,43506,43506
1,43528,43528
1,43537,43537
1,43545,43545
1,43551,43551
1,43560,43560
1,43567,43567
3,43605,43605
1,43606,43606
2,43609,43609
1,43614,43614
2,43615,43615
1,43616,43616
1,43617,43617
11,43701,43701
1,43701-1409,43701
1,43724-9680,43724
1,43725,43725
1,43812,43812
1,43840,43840
2,43906,43906
1,43907,43907
1,43935,43935
1,43953,43953
4,44001,44001
5,44004,44004
9,4401,4401
2,44011,44011
2,44017,44017
1,44023,44023
5,44035,44035
1,44041,44041
1,44047,44047
1,44050,44050
1,44052,44052
1,44055,44055
1,44057,44057
4,44060,44060
1,44070,44070
1,44077,44077
2,44089,44089
1,44092,44092
3,44094,44094
1,44095,44095
1,44103,44103
1,44106,44106
1,44107,44107
1,44109,44109
1,44111,44111
3,44112,44112
1,4412,4412
1,44120,44120
1,44121,44121
3,44125,44125
1,44126,44126
3,44128,44128
6,44130,44130
1,44133,44133
1,44134,44134
1,44136,44136
1,44141,44141
1,44144,44144
3,44146,44146
1,44212,44212
1,44223,44223
1,44224,44224
2,44240,44240
1,44241,44241
1,44255,44255
1,44266,44266
2,44312,44312
2,44313,44313
1,44333,44333
4,44410,44410
1,44432,44432
1,44444,44444
3,44446,44446
1,44460,44460
1,44483,44483
2,44484,44484
1,44505,44505
2,44512,44512
1,44514,44514
1,44614,44614
2,44615,44615
3,44622,44622
1,44644,44644
1,44646,44646
1,44647,44647
1,44654,44654
3,44657,44657
1,44663,44663
2,44667,44667
1,44683,44683
3,44691,44691
1,44706,44706
1,44708,44708
1,44709,44709
3,44718,44718
5,44720,44720
1,44721,44721
3,44805,44805
1,44811,44811
1,44820,44820
1,44830,44830
2,44833,44833
1,44839,44839
1,44842,44842
1,44857,44857
3,44870,44870
2,44875,44875
1,44883,44883
5,44890,44890
4,44903,44903
4,44906,44906
2,45005,45005
14,45011,45011
8,45013,45013
9,45014,45014
1,45015,45015
4,45030,45030
4,45039,45039
2,45040,45040
1,45040-2359,45040
1,45041,45041
2,45042,45042
2,45044,45044
4,45050,45050
5,45056,45056
2,45066,45066
1,45068,45068
16,45069,45069
4,45102,45102
1,45103,45103
3,45121,45121
1,45122,45122
3,45133,45133
3,45140,45140
3,45150,45150
4,45154,45154
1,45177,45177
2,45202,45202
1,45205,45205
1,45206,45206
2,45208,45208
1,45209,45209
7,45211,45211
1,45212,45212
3,45213,45213
3,45215,45215
2,45216,45216
1,45217,45217
3,45219,45219
1,45220-1216,45220
3,45223,45223
3,45224,45224
1,45225,45225
2,45227,45227
1,45230,45230
7,45231,45231
1,45232,45232
7,45236,45236
1,45237,45237
7,45238,45238
5,45239,45239
5,45240,45240
6,45241,45241
1,45242,45242
1,45243,45243
11,45245,45245
7,45246,45246
5,45247,45247
7,45249,45249
10,45251,45251
1,45322,45322
2,45324,45324
2,45331,45331
1,45365,45365
1,45373,45373
1,45377,45377
1,45384,45384
1,45385,45385
1,45404,45404
1,45406,45406
2,45409,45409
2,45414,45414
2,45417,45417
5,45424,45424
2,45431,45431
1,45432,45432
1,45439,45439
1,45440,45440
2,45449,45449
3,45459,45459
1,45504,45504
2,45505,45505
1,45601,45601
1,45631,45631
1,45638,45638
1,45640,45640
1,45662,45662
1,45693,45693
5,45701,45701
3,45769,45769
2,45801,45801
1,45804,45804
1,45806,45806
2,45840,45840
1,45872,45872
2,45895,45895
2,46001,46001
3,46011,46011
1,46012,46012
2,46013,46013
1,46015,46015
1,46016,46016
1,46032,46032
1,46034,46034
2,4605,4605
1,46052,46052
1,46055,46055
1,46060,46060
1,46077,46077
1,46112,46112
1,46113,46113
2,46124,46124
3,46131,46131
4,46135,46135
3,46140,46140
1,46142,46142
2,46143,46143
1,46148,46148
5,46151,46151
1,46158,46158
1,46163,46163
1,46166,46166
4,46168,46168
2,46176,46176
1,46181,46181
2,46201,46201
1,46202,46202
1,46217,46217
1,46218,46218
1,46219,46219
1,46220,46220
2,46222,46222
1,46225,46225
1,46226,46226
1,46227,46227
2,46229,46229
1,46234,46234
1,46236,46236
2,46237,46237
2,46240,46240
2,46241,46241
2,46254,46254
2,46268,46268
1,46278,46278
1,46303,46303
7,46304,46304
6,46307,46307
1,46310,46310
1,46312,46312
1,46320,46320
1,46321,46321
1,46322,46322
1,46342,46342
1,46350,46350
1,46356,46356
9,46360,46360
4,46368,46368
2,46375,46375
1,46385,46385
1,46394,46394
1,46403,46403
2,46410,46410
2,46514,46514
6,46517,46517
4,46534,46534
1,4654,4654
1,46540,46540
1,46544,46544
3,46545,46545
2,46563,46563
2,46567,46567
4,46601,46601
1,46614,46614
3,46628,46628
1,46635,46635
1,46637,46637
7,46703,46703
6,46706,46706
6,46714,46714
7,46725,46725
5,46733,46733
1,46737,46737
5,46750,46750
5,46755,46755
1,46767,46767
1,46804,46804
2,46805,46805
1,46808,46808
2,46825,46825
1,46835,46835
2,46901,46901
2,46902,46902
1,46952,46952
1,46962,46962
1,46962-1943,46962
1,46970,46970
1,47001,47001
4,47006,47006
2,47025,47025
1,47112,47112
1,47119,47119
1,47122,47122
2,47129,47129
5,47130,47130
2,47167,47167
1,47170,47170
4,47201,47201
1,47203,47203
6,47240,47240
1,47243,47243
6,47250,47250
3,47265,47265
1,4730,4730
2,47302,47302
7,47303,47303
4,47304,47304
1,47304-4449,47304
2,47306,47306
1,47327,47327
2,47331,47331
1,47334,47334
3,47348,47348
3,47362,47362
2,47371,47371
8,47374,47374
3,47394,47394
2,47404,47404
6,47421,47421
3,47441,47441
1,47446,47446
3,47454,47454
1,47460,47460
1,47469,47469
3,47501,47501
1,47542,47542
8,47546,47546
2,47553,47553
4,47586,47586
1,47591,47591
2,47601,47601
1,47601-3004,47601
2,47630,47630
4,47710,47710
4,47711,47711
3,47712,47712
3,47714,47714
2,47715,47715
1,47720,47720
3,47725,47725
2,47802,47802
3,47805,47805
3,47834,47834
3,47842,47842
1,47904,47904
3,47905,47905
12,47906,47906
1,47909,47909
1,47960,47960
2,47978,47978
2,48001,48001
1,48003-8500,48003
1,48025,48025
1,48030,48030
1,48033,48033
1,48035,48035
1,48036,48036
2,48044,48044
1,48045,48045
1,48047,48047
1,48051,48051
2,48059,48059
2,48060,48060
1,48062,48062
2,48066,48066
3,48071,48071
1,48073,48073
1,48076,48076
2,48079,48079
1,48081,48081
3,48083,48083
1,48084,48084
2,48085,48085
1,48093,48093
2,48095,48095
1,48103,48103
1,48108,48108
4,48111,48111
1,48116,48116
5,48118,48118
1,48124,48124
2,48126,48126
3,48131,48131
5,48134,48134
3,48150,48150
3,48152,48152
2,48162,48162
1,48167,48167
1,48169,48169
7,48174,48174
1,48174-2510,48174
5,48183,48183
3,48184,48184
1,48185,48185
2,48192,48192
1,48193,48193
2,48204,48204
1,48207,48207
1,48210,48210
1,48219-1223,48219
1,48224,48224
1,48226,48226
1,48228,48228
1,48229,48229
3,48234,48234
2,48236,48236
3,48238,48238
1,48309,48309
1,48310,48310
2,48313,48313
3,48315,48315
2,48326,48326
1,48327,48327
2,48328,48328
1,48336,48336
2,48341,48341
1,48341-3122,48341
1,48353,48353
1,48360,48360
1,48371,48371
4,48390,48390
2,48420,48420
1,48423,48423
3,48430,48430
2,48446,48446
1,48451,48451
1,48503,48503
4,48504,48504
2,48507,48507
3,48509,48509
1,48603,48603
2,48616,48616
1,48617,48617
1,48623,48623
1,48629,48629
2,48640,48640
1,48642,48642
1,48651,48651
1,48661,48661
1,48706,48706
1,48750,48750
1,48750-9559,48750
1,48813,48813
1,48823,48823
1,48827,48827
4,48843,48843
1,48847,48847
1,48854,48854
3,48858,48858
1,48864,48864
1,48906,48906
1,48910,48910
1,48911,48911
1,48912,48912
2,49002,49002
1,49022,49022
1,49036,49036
1,49047,49047
2,49048,49048
1,49079,49079
3,49085,49085
1,49090,49090
1,49091,49091
1,49093,49093
1,49099,49099
1,49202,49202
2,49203,49203
1,49224,49224
1,49286,49286
4,49404,49404
1,49417,49417
4,49418,49418
1,49423,49423
1,49441,49441
1,49442,49442
2,49444,49444
1,49445,49445
2,49461,49461
2,49503,49503
2,49504,49504
1,49505,49505
2,49508,49508
2,49509,49509
1,49512,49512
1,49519,49519
2,49525,49525
1,49546,49546
1,49548,49548
2,49660,49660
2,49684,49684
1,49685,49685
6,49686,49686
1,49686-3748,49686
2,4976,4976
1,49770,49770
3,49801,49801
2,49855,49855
1,49931,49931
3,50009,50009
1,5001,5001
3,50010,50010
1,50014,50014
1,50022,50022
1,50036,50036
1,50111,50111
4,50125,50125
2,50131,50131
1,50138,50138
1,50158,50158
5,50208,50208
2,50211,50211
3,50213,50213
1,50219,50219
1,50266,50266
1,50309,50309
2,50310,50310
1,50313,50313
1,50316,50316
3,50317,50317
3,50325,50325
6,50401,50401
1,50428,50428
1,50438,50438
1,50459,50459
6,50501,50501
4,50588,50588
7,50613,50613
1,50642-8122,50642
2,50644,50644
2,50677,50677
1,50701,50701
2,50702,50702
1,50801,50801
1,51009,51009
1,51031,51031
1,51102,51102
2,51105,51105
1,51106,51106
1,51108,51108
1,51250,51250
3,51301,51301
1,51334,51334
2,51360,51360
7,51401,51401
1,51442,51442
1,51501,51501
1,51503,51503
1,51534,51534
1,51566,51566
8,52001,52001
5,52002,52002
2,52003,52003
4,5201,5201
2,52060,52060
2,52101,52101
1,52240,52240
2,52241,52241
3,52302,52302
2,52349,52349
1,52353,52353
2,52402,52402
1,52405,52405
1,52411,52411
6,52501,52501
2,52556,52556
3,52601,52601
4,52627,52627
3,52632,52632
2,52641,52641
2,52722,52722
6,52732,52732
1,52761,52761
2,52772,52772
1,52806,52806
1,53004,53004
5,5301,5301
1,53045,53045
1,53066,53066
1,53073,53073
1,53081,53081
3,53083,53083
1,53089,53089
1,53090,53090
1,53094,53094
1,53126,53126
1,53129,53129
2,53142,53142
1,53144,53144
2,53149,53149
1,53150,53150
2,53151,53151
2,53154,53154
3,53177,53177
1,53184-9601,53184
3,53186,53186
2,53207,53207
1,53208,53208
1,53209,53209
1,53211,53211
1,53212,53212
3,53214,53214
1,53216,53216
3,53217,53217
1,53221,53221
1,53222,53222
1,53223,53223
1,53224,53224
1,53226,53226
2,53227,53227
1,53404,53404
1,53406,53406
1,53527,53527
1,53532,53532
2,53534,53534
1,53538,53538
1,53545,53545
1,53548,53548
1,53558,53558
2,53562,53562
1,53566,53566
1,53583,53583
1,53590,53590
1,53597,53597
1,53704,53704
1,53711,53711
1,53713,53713
1,53715,53715
2,53716,53716
1,53813,53813
1,53901,53901
1,53913,53913
1,53925,53925
1,53965,53965
2,54002,54002
3,5401,5401
8,54016,54016
2,54017,54017
2,54022,54022
3,5403,5403
1,54140,54140
1,54143,54143
1,54166,54166
1,54220,54220
4,54235,54235
1,54302,54302
2,54304,54304
2,54401,54401
1,54409,54409
1,54448,54448
6,54449,54449
5,54451,54451
1,54452,54452
1,54456,54456
3,5446,5446
4,54467,54467
2,54476,54476
5,54481,54481
4,54494,54494
1,54499,54499
4,54501,54501
2,5452,5452
10,54601,54601
1,54603,54603
2,54615,54615
1,5468,5468
1,54720,54720
4,54729,54729
7,54751,54751
3,5478,5478
3,54806,54806
1,54843,54843
1,54868,54868
3,54880,54880
1,54904,54904
1,54911,54911
1,54914,54914
1,54923,54923
3,54935,54935
2,54952,54952
3,54956,54956
1,54963,54963
1,54981,54981
3,55008,55008
1,55014,55014
2,55016,55016
3,55021,55021
1,55024,55024
4,55025,55025
1,55033,55033
1,55045,55045
1,55051,55051
2,55056,55056
1,55056-5433,55056
3,55060,55060
1,55063,55063
1,55068,55068
3,55082,55082
1,55102,55102
1,55103,55103
3,55104,55104
1,55106,55106
5,55109,55109
3,55110,55110
1,55111,55111
1,55112,55112
5,55113,55113
2,55118,55118
1,55119,55119
1,55121,55121
2,55123,55123
1,55125,55125
3,55126,55126
2,55128,55128
4,55303,55303
2,55304,55304
1,55308,55308
1,55311,55311
1,55330,55330
1,55337,55337
1,55343,55343
1,55350,55350
1,55352,55352
1,55362,55362
3,55369,55369
2,55371,55371
2,55374,55374
2,55379,55379
2,55406,55406
1,55408,55408
1,55411,55411
3,55421,55421
1,55423,55423
1,55426,55426
5,55428,55428
1,55429,55429
1,55430,55430
2,55432,55432
2,55434,55434
3,55435,55435
1,55439,55439
1,55441,55441
2,55443,55443
1,55444,55444
1,55445,55445
1,55448,55448
2,55449,55449
1,55719,55719
5,55720,55720
1,55723-8146,55723
1,55805,55805
3,55811,55811
3,55901,55901
1,55912,55912
2,55987,55987
1,56001,56001
2,56003,56003
2,56007,56007
1,5602,5602
1,56073,56073
1,56301,56301
1,56320,56320
3,56345,56345
4,5641,5641
1,56468,56468
2,56601,56601
1,56601-2433,56601
1,5661,5661
1,57004,57004
2,57005,57005
2,57006,57006
7,5701,5701
3,57042,57042
4,57069,57069
3,57103,57103
1,57105,57105
1,57106,57106
7,57201,57201
1,57262,57262
9,57301,57301
2,57325,57325
4,57350,57350
10,57401,57401
2,57501,57501
3,57580,57580
1,57601,57601
23,57701,57701
11,57702,57702
3,57717,57717
1,57719,57719
1,57730,57730
2,57747,57747
1,57783,57783
7,57785,57785
1,58072,58072
5,58075,58075
1,58102,58102
2,58103,58103
2,58104,58104
4,5819,5819
5,58201,58201
1,58203,58203
1,58237,58237
2,58301,58301
7,58401,58401
1,58503,58503
1,58504,58504
2,58554,58554
2,58601,58601
8,58701,58701
1,58703,58703
8,58801,58801
1,59044,59044
1,59047,59047
1,59101,59101
3,59102,59102
2,59105,59105
1,59230,59230
1,59301,59301
1,59401,59401
1,59404,59404
1,59405,59405
1,59427,59427
3,59601,59601
1,59602,59602
1,59722,59722
2,59801,59801
3,59808,59808
1,59840,59840
3,60002,60002
1,60004,60004
1,60007,60007
1,60008,60008
1,60010,60010
1,60012,60012
1,60013,60013
1,60014,60014
2,60016,60016
1,60018,60018
2,60031,60031
1,60035,60035
1,60044-2219,60044
2,60046,60046
3,60047,60047
2,60048,60048
1,60050,60050
1,60051,60051
1,60060,60060
1,60062,60062
1,60068,60068
2,60073,60073
1,60076,60076
1,60077,60077
2,60085,60085
1,60087,60087
2,60089,60089
1,60091,60091
1,60099,60099
3,60101,60101
2,60102,60102
1,60103,60103
1,60107,60107
2,60108,60108
2,60110,60110
2,60115,60115
1,60123,60123
1,60131,60131
1,60133,60133
1,60137,60137
1,60143,60143
3,60148,60148
1,60177,60177
1,60178,60178
2,60188,60188
1,60201,60201
1,6029,6029
2,60302,60302
1,6032,6032
2,6040,6040
2,60408,60408
1,60411,60411
2,60415,60415
1,60416,60416
1,60418,60418
1,60426,60426
1,60430,60430
1,60431,60431
1,60432,60432
3,60435,60435
1,60436,60436
2,60440,60440
1,60443,60443
1,60445,60445
1,60446,60446
2,60453,60453
1,60455,60455
2,60477,60477
2,60481,60481
1,60502-7003,60502
5,60506,60506
3,60515,60515
1,60517,60517
2,60521,60521
1,60525,60525
1,60526,60526
1,6053,6053
2,60538,60538
1,60540,60540
1,60546,60546
1,60548,60548
2,60559,60559
1,60560,60560
1,60563,60563
2,60564,60564
1,60601,60601
2,60603,60603
1,60606,60606
1,60607,60607
1,60608,60608
3,60609,60609
2,60610,60610
1,60614,60614
3,60615,60615
1,60616,60616
1,60617,60617
3,60618,60618
1,60619,60619
2,6062,6062
1,60620,60620
1,60624,60624
1,60625,60625
1,60626,60626
4,60630,60630
1,60632,60632
3,60634,60634
1,60636,60636
4,60638,60638
4,60639,60639
2,60640,60640
1,60641,60641
1,60644,60644
1,60647,60647
1,60654,60654
1,60659,60659
4,6066,6066
2,60661,60661
1,6067,6067
1,60706,60706
1,6074,6074
1,60803,60803
1,60827,60827
1,6085,6085
1,6088,6088
1,60901,60901
2,60914,60914
2,60915,60915
1,60942,60942
1,6096,6096
1,60970,60970
1,61008,61008
1,61032,61032
2,6105,6105
6,6106,6106
3,61068,61068
1,61068-9699,61068
1,6107,6107
1,6108,6108
1,61080,61080
1,61085,61085
1,61101,61101
1,61108,61108
5,61109,61109
5,6111,6111
2,61111,61111
1,61112,61112
1,61115,61115
1,6112,6112
3,6114,6114
3,6117,6117
3,6118,6118
2,61201,61201
1,61231,61231
1,61244,61244
1,61264,61264
1,61265,61265
1,61342,61342
4,61350,61350
2,61364,61364
1,61401,61401
1,61455,61455
2,61462,61462
4,61520,61520
3,61523,61523
4,61550,61550
7,61554,61554
1,61571,61571
2,61604,61604
1,61611,61611
1,61614,61614
3,61615,61615
1,61701,61701
2,61704,61704
1,61727,61727
1,61761,61761
4,61764,61764
1,61801,61801
1,61802,61802
1,61822,61822
7,61832,61832
1,61944,61944
2,62002,62002
1,62010,62010
4,62025,62025
1,62035,62035
1,62040,62040
1,62040-3709,62040
1,62052,62052
7,62056,62056
2,62206,62206
4,62208,62208
2,62220,62220
3,62221,62221
1,62222,62222
1,62226,62226
2,62231,62231
1,62232,62232
5,62234,62234
1,62246,62246
1,6226,6226
1,62278,62278
1,62286,62286
3,62298,62298
2,62301,62301
2,62363,62363
3,62441,62441
2,62454,62454
6,62471,62471
1,62522,62522
1,62526,62526
4,62568,62568
2,62626,62626
4,62650,62650
1,62656,62656
2,62702,62702
1,62703,62703
1,62704,62704
1,62712,62712
3,62801,62801
1,62837,62837
3,62863,62863
6,62864,62864
1,62901,62901
3,62906,62906
1,62959,62959
1,62960,62960
3,62966,62966
2,63005,63005
5,63010,63010
2,63011,63011
2,63017,63017
1,63020,63020
2,63025,63025
1,63026,63026
1,63026-4169,63026
1,63028,63028
2,63033,63033
1,63042,63042
1,63044,63044
1,63052,63052
2,63069,63069
3,63080,63080
3,63090,63090
1,63104,63104
1,63107,63107
1,63108,63108
1,63114,63114
1,63115,63115
1,63119,63119
1,63120,63120
1,63121-5023,63121
2,63122,63122
1,63122-6426,63122
2,63128,63128
2,63129,63129
2,63132,63132
1,63134,63134
1,63135,63135
4,63136,63136
1,63137,63137
6,63139,63139
1,63141,63141
1,63143,63143
1,63144,63144
1,63146,63146
4,6320,6320
8,63301,63301
6,63303,63303
5,63304,63304
1,6335,6335
10,63366,63366
2,63367,63367
7,63368,63368
10,63376,63376
5,63379,63379
3,63383,63383
6,63385,63385
5,6340,6340
4,63401,63401
4,63501,63501
1,63552,63552
2,6360,6360
5,63601,63601
2,63645,63645
1,63670,63670
1,63703,63703
2,63755,63755
4,63775,63775
1,63801,63801
3,6382,6382
1,63841,63841
2,6385,6385
2,63851,63851
1,63857,63857
1,63901,63901
2,64014,64014
1,64015,64015
5,64024,64024
1,64030,64030
1,64037,64037
1,64052,64052
3,64055,64055
1,64060,64060
1,64067,64067
4,64068,64068
2,64076,64076
1,64078,64078
1,64079,64079
2,64082,64082
1,64083,64083
3,64086,64086
1,64089,64089
1,64110,64110
1,64113,64113
2,64116,64116
1,64117,64117
1,64118,64118
1,64120,64120
1,64124,64124
1,64125,64125
1,64127,64127
1,64133,64133
1,64150,64150
1,64151,64151
1,64152,64152
2,6416,6416
1,6418,6418
2,64424,64424
1,64429,64429
1,64501-2005,64501
2,64503,64503
1,64506,64506
1,64507,64507
1,6451,6451
1,6457,6457
4,6460,6460
1,64601,64601
1,64628,64628
1,64683,64683
1,64683-2643,64683
3,64701,64701
1,6473,6473
1,64735,64735
1,6475,6475
9,64801,64801
1,64801-5506,64801
3,64804,64804
1,64804-2633,64804
2,6483,6483
3,64836,64836
2,64850,64850
1,64870,64870
1,6492,6492
3,65026,65026
1,65043,65043
1,65049,65049
1,65065,65065
1,65066,65066
1,65084,65084
4,65101,65101
13,65109,65109
1,6512,6512
3,6513,6513
1,6515,6515
3,6516,6516
1,65201,65201
4,65233,65233
1,65240,65240
2,65251,65251
5,65265,65265
8,65301,65301
2,65340,65340
1,65355,65355
3,65401,65401
3,65559,65559
4,65560,65560
6,65584,65584
1,65605,65605
6,65613,65613
5,65616,65616
1,65625,65625
2,65714,65714
1,65721,65721
1,65738,65738
1,65757,65757
1,65775,65775
1,65781,65781
1,65793,65793
1,65802,65802
3,65803,65803
5,65804,65804
2,65807,65807
1,66002,66002
1,66043,66043
1,66044,66044
3,66046,66046
1,66048,66048
3,66049,66049
2,6606,6606
2,66061,66061
1,66101,66101
1,66102,66102
2,66103,66103
1,66111,66111
1,66202,66202
2,66203,66203
2,66204,66204
1,66205,66205
1,66210,66210
1,66213,66213
3,66215,66215
3,66223,66223
1,66223-7899,66223
1,66226-3514,66226
2,66434,66434
1,66436,66436
1,66441,66441
1,66442,66442
3,66502,66502
1,66508,66508
1,66542,66542
1,66547,66547
3,66604,66604
2,66605,66605
1,66609,66609
1,66612,66612
1,66713,66713
3,66720,66720
2,66725,66725
2,66739,66739
2,66762,66762
1,66901,66901
1,67010,67010
3,6704,6704
4,6705,6705
1,67062,67062
1,67063,67063
1,67104,67104
1,67110,67110
1,67114,67114
2,67124,67124
1,67133,67133
1,67147,67147
1,67156,67156
1,67202,67202
5,67206,67206
1,67208,67208
1,67211,67211
1,67213,67213
2,67216,67216
1,67226,67226
1,67301,67301
5,67401,67401
1,67410,67410
1,67432,67432
2,67460,67460
3,67502,67502
1,67657,67657
1,67701,67701
1,67801,67801
2,67846,67846
1,68005,68005
2,68025,68025
1,68028,68028
2,68046,68046
2,6810,6810
1,68102,68102
2,68108,68108
3,68114,68114
1,68118,68118
1,68122,68122
3,68123,68123
1,68128,68128
1,68133,68133
2,68134,68134
2,68137,68137
1,68138,68138
1,68138-3886,68138
1,68154,68154
2,68164,68164
2,68305,68305
4,68310,68310
2,68333,68333
1,68352,68352
5,68410,68410
1,68434,68434
1,68504,68504
1,68506,68506
3,68508,68508
2,6851,6851
3,68516,68516
3,68521,68521
1,68526,68526
4,68701,68701
1,68763,68763
2,68776,68776
1,6878,6878
2,68787,68787
1,68803,68803
1,68862,68862
8,68901,68901
4,68949,68949
2,69001,69001
1,69033,69033
3,69101,69101
1,69138,69138
1,69153,69153
2,69162,69162
1,69337,69337
3,69361,69361
1,70003,70003
3,70005,70005
1,7001,7001
2,7002,7002
