number_of_fastfood,zip_code1,zip_code,county,state
1,63703,63703,Cape Girardeau County,MO
2,63755,63755,Cape Girardeau County,MO
4,63775,63775,Perry County,MO
1,63801,63801,Scott County,MO
3,6382,6382,New London County,CT
1,63841,63841,Stoddard County,MO
2,6385,6385,New London County,CT
2,63851,63851,Pemiscot County,MO
1,63857,63857,Dunklin County,MO
1,63901,63901,Butler County,MO
2,64014,64014,Jackson County,MO
1,64015,64015,Jackson County,MO
5,64024,64024,Clay County,MO
1,64030,64030,Jackson County,MO
1,64037,64037,Lafayette County,MO
1,64052,64052,Jackson County,MO
3,64055,64055,Jackson County,MO
1,64060,64060,Clay County,MO
1,64067,64067,Lafayette County,MO
4,64068,64068,Clay County,MO
2,64076,64076,Lafayette County,MO
1,64078,64078,Cass County,MO
1,64079,64079,Platte County,MO
2,64082,64082,Jackson County,MO
1,64083,64083,Cass County,MO
3,64086,64086,Jackson County,MO
1,64089,64089,Clay County,MO
1,64110,64110,Jackson County,MO
1,64113,64113,Jackson County,MO
2,64116,64116,Clay County,MO
1,64117,64117,Clay County,MO
1,64118,64118,Clay County,MO
1,64120,64120,Jackson County,MO
1,64124,64124,Jackson County,MO
1,64125,64125,Jackson County,MO
1,64127,64127,Jackson County,MO
1,64133,64133,Jackson County,MO
1,64150,64150,Platte County,MO
1,64151,64151,Platte County,MO
1,64152,64152,Platte County,MO
2,6416,6416,Middlesex County,CT
1,6418,6418,New Haven County,CT
2,64424,64424,Harrison County,MO
1,64429,64429,Clinton County,MO
1,64501-2005,64501,Buchanan County,MO
2,64503,64503,Buchanan County,MO
1,64506,64506,Buchanan County,MO
1,64507,64507,Buchanan County,MO
1,6451,6451,New Haven County,CT
1,6457,6457,Middlesex County,CT
4,6460,6460,New Haven County,CT
1,64601,64601,Livingston County,MO
1,64628,64628,Linn County,MO
1,64683,64683,Grundy County,MO
1,64683-2643,64683,Grundy County,MO
3,64701,64701,Cass County,MO
1,6473,6473,New Haven County,CT
1,64735,64735,Henry County,MO
1,6475,6475,Middlesex County,CT
9,64801,64801,Jasper County,MO
1,64801-5506,64801,Jasper County,MO
3,64804,64804,Jasper County,MO
1,64804-2633,64804,Jasper County,MO
2,6483,6483,New Haven County,CT
3,64836,64836,Jasper County,MO
2,64850,64850,Newton County,MO
1,64870,64870,Jasper County,MO
1,6492,6492,New Haven County,CT
3,65026,65026,Miller County,MO
1,65043,65043,Callaway County,MO
1,65049,65049,Camden County,MO
1,65065,65065,Camden County,MO
1,65066,65066,Gasconade County,MO
1,65084,65084,Morgan County,MO
4,65101,65101,Cole County,MO
13,65109,65109,Cole County,MO
1,6512,6512,New Haven County,CT
3,6513,6513,New Haven County,CT
1,6515,6515,New Haven County,CT
3,6516,6516,New Haven County,CT
1,65201,65201,Boone County,MO
4,65233,65233,Cooper County,MO
1,65240,65240,Boone County,MO
2,65251,65251,Callaway County,MO
5,65265,65265,Audrain County,MO
8,65301,65301,Pettis County,MO
2,65340,65340,Saline County,MO
1,65355,65355,Benton County,MO
3,65401,65401,Phelps County,MO
3,65559,65559,Phelps County,MO
4,65560,65560,Dent County,MO
6,65584,65584,Pulaski County,MO
1,65605,65605,Lawrence County,MO
6,65613,65613,Polk County,MO
5,65616,65616,Taney County,MO
1,65625,65625,Barry County,MO
2,65714,65714,Christian County,MO
1,65721,65721,Christian County,MO
1,65738,65738,Greene County,MO
1,65757,65757,Greene County,MO
1,65775,65775,Howell County,MO
1,65781,65781,Greene County,MO
1,65793,65793,Howell County,MO
1,65802,65802,Greene County,MO
3,65803,65803,Greene County,MO
5,65804,65804,Greene County,MO
2,65807,65807,Greene County,MO
1,66002,66002,Atchison County,KS
1,66043,66043,Leavenworth County,KS
1,66044,66044,Douglas County,KS
3,66046,66046,Douglas County,KS
1,66048,66048,Leavenworth County,KS
3,66049,66049,Douglas County,KS
2,6606,6606,Fairfield County,CT
2,66061,66061,Johnson County,KS
1,66101,66101,Wyandotte County,KS
1,66102,66102,Wyandotte County,KS
2,66103,66103,Wyandotte County,KS
1,66111,66111,Wyandotte County,KS
1,66202,66202,Johnson County,KS
2,66203,66203,Johnson County,KS
2,66204,66204,Johnson County,KS
1,66205,66205,Johnson County,KS
1,66210,66210,Johnson County,KS
1,66213,66213,Johnson County,KS
3,66215,66215,Johnson County,KS
3,66223,66223,Johnson County,KS
1,66223-7899,66223,Johnson County,KS
1,66226-3514,66226,Johnson County,KS
2,66434,66434,Brown County,KS
1,66436,66436,Jackson County,KS
1,66441,66441,Geary County,KS
1,66442,66442,Riley County,KS
3,66502,66502,Riley County,KS
1,66508,66508,Marshall County,KS
1,66542,66542,Shawnee County,KS
1,66547,66547,Pottawatomie County,KS
3,66604,66604,Shawnee County,KS
2,66605,66605,Shawnee County,KS
1,66609,66609,Shawnee County,KS
1,66612,66612,Shawnee County,KS
1,66713,66713,Cherokee County,KS
3,66720,66720,Neosho County,KS
2,66725,66725,Cherokee County,KS
2,66739,66739,Cherokee County,KS
2,66762,66762,Crawford County,KS
1,66901,66901,Cloud County,KS
1,67010,67010,Butler County,KS
3,6704,6704,New Haven County,CT
4,6705,6705,New Haven County,CT
1,67062,67062,Harvey County,KS
1,67063,67063,Marion County,KS
1,67104,67104,Barber County,KS
1,67110,67110,Sedgwick County,KS
1,67114,67114,Harvey County,KS
2,67124,67124,Pratt County,KS
1,67133,67133,Butler County,KS
1,67147,67147,Sedgwick County,KS
1,67156,67156,Cowley County,KS
1,67202,67202,Sedgwick County,KS
5,67206,67206,Sedgwick County,KS
1,67208,67208,Sedgwick County,KS
1,67211,67211,Sedgwick County,KS
1,67213,67213,Sedgwick County,KS
2,67216,67216,Sedgwick County,KS
1,67226,67226,Sedgwick County,KS
1,67301,67301,Montgomery County,KS
5,67401,67401,Saline County,KS
1,67410,67410,Dickinson County,KS
1,67432,67432,Clay County,KS
2,67460,67460,McPherson County,KS
3,67502,67502,Reno County,KS
1,67657,67657,Rooks County,KS
1,67701,67701,Thomas County,KS
1,67801,67801,Ford County,KS
2,67846,67846,Finney County,KS
1,68005,68005,Sarpy County,NE
2,68025,68025,Dodge County,NE
1,68028,68028,Sarpy County,NE
2,68046,68046,Sarpy County,NE
2,6810,6810,Fairfield County,CT
1,68102,68102,Douglas County,NE
2,68108,68108,Douglas County,NE
3,68114,68114,Douglas County,NE
1,68118,68118,Douglas County,NE
1,68122,68122,Douglas County,NE
3,68123,68123,Sarpy County,NE
1,68128,68128,Sarpy County,NE
1,68133,68133,Sarpy County,NE
2,68134,68134,Douglas County,NE
2,68137,68137,Douglas County,NE
1,68138,68138,Sarpy County,NE
1,68138-3886,68138,Sarpy County,NE
1,68154,68154,Douglas County,NE
2,68164,68164,Douglas County,NE
2,68305,68305,Nemaha County,NE
4,68310,68310,Gage County,NE
2,68333,68333,Saline County,NE
1,68352,68352,Jefferson County,NE
5,68410,68410,Otoe County,NE
1,68434,68434,Seward County,NE
1,68504,68504,Lancaster County,NE
1,68506,68506,Lancaster County,NE
3,68508,68508,Lancaster County,NE
2,6851,6851,Fairfield County,CT
3,68516,68516,Lancaster County,NE
3,68521,68521,Lancaster County,NE
1,68526,68526,Lancaster County,NE
4,68701,68701,Madison County,NE
1,68763,68763,Holt County,NE
2,68776,68776,Dakota County,NE
1,6878,6878,Fairfield County,CT
2,68787,68787,Wayne County,NE
1,68803,68803,Hall County,NE
1,68862,68862,Valley County,NE
8,68901,68901,Adams County,NE
4,68949,68949,Phelps County,NE
2,69001,69001,Red Willow County,NE
1,69033,69033,Chase County,NE
3,69101,69101,Lincoln County,NE
1,69138,69138,Dawson County,NE
1,69153,69153,Keith County,NE
2,69162,69162,Cheyenne County,NE
1,69337,69337,Dawes County,NE
3,69361,69361,Scotts Bluff County,NE
1,70003,70003,Jefferson Parish,LA
3,70005,70005,Jefferson Parish,LA
1,7001,7001,Middlesex County,NJ
2,7002,7002,Hudson County,NJ
1,7003,7003,Essex County,NJ
1,70037,70037,Plaquemines Parish,LA
1,70052,70052,St. James Parish,LA
1,70053,70053,Jefferson Parish,LA
2,70056,70056,Jefferson Parish,LA
3,70058,70058,Jefferson Parish,LA
1,7006,7006,Essex County,NJ
4,70062,70062,Jefferson Parish,LA
4,70065,70065,Jefferson Parish,LA
1,70068,70068,St. John the Baptist Parish,LA
3,70072,70072,Jefferson Parish,LA
4,70094,70094,Jefferson Parish,LA
1,70114,70114,Orleans Parish,LA
1,70123,70123,Jefferson Parish,LA
2,70128,70128,Orleans Parish,LA
1,70301,70301,Lafourche Parish,LA
1,7036,7036,Union County,NJ
8,70360,70360,Terrebonne Parish,LA
2,70364,70364,Terrebonne Parish,LA
3,70380,70380,St. Mary Parish,LA
1,70392,70392,St. Mary Parish,LA
1,70401,70401,Tangipahoa Parish,LA
1,7042,7042,Essex County,NJ
4,70427,70427,Washington Parish,LA
9,70433,70433,St. Tammany Parish,LA
4,70448,70448,St. Tammany Parish,LA
1,70454,70454,Tangipahoa Parish,LA
5,70458,70458,St. Tammany Parish,LA
3,70460,70460,St. Tammany Parish,LA
1,70461,70461,St. Tammany Parish,LA
2,70471,70471,St. Tammany Parish,LA
5,70503,70503,Lafayette Parish,LA
1,70506,70506,Lafayette Parish,LA
1,70508,70508,Lafayette Parish,LA
2,70510,70510,Vermilion Parish,LA
2,70517,70517,St. Martin Parish,LA
1,70520,70520,Lafayette Parish,LA
1,70570,70570,St. Landry Parish,LA
1,70577,70577,St. Landry Parish,LA
1,70582,70582,St. Martin Parish,LA
2,70583,70583,Lafayette Parish,LA
1,70601,70601,Calcasieu Parish,LA
2,70611,70611,Calcasieu Parish,LA
1,70615,70615,Calcasieu Parish,LA
2,7062,7062,Union County,NJ
1,7065,7065,Union County,NJ
1,70663,70663,Calcasieu Parish,LA
1,7068,7068,Essex County,NJ
1,7069,7069,Somerset County,NJ
1,70714,70714,East Baton Rouge Parish,LA
1,70719,70719,West Baton Rouge Parish,LA
9,70726,70726,Livingston Parish,LA
1,7076,7076,Union County,NJ
1,70760,70760,Pointe Coupee Parish,LA
1,70767,70767,West Baton Rouge Parish,LA
1,70791,70791,East Baton Rouge Parish,LA
1,7080,7080,Middlesex County,NJ
1,70802,70802,East Baton Rouge Parish,LA
2,70805,70805,East Baton Rouge Parish,LA
2,70806,70806,East Baton Rouge Parish,LA
2,70808,70808,East Baton Rouge Parish,LA
1,70809-4532,70809,East Baton Rouge Parish,LA
2,70810,70810,East Baton Rouge Parish,LA
3,70815,70815,East Baton Rouge Parish,LA
5,70816,70816,East Baton Rouge Parish,LA
1,70817,70817,East Baton Rouge Parish,LA
1,7094,7094,Hudson County,NJ
2,7095,7095,Middlesex County,NJ
1,71006,71006,Bossier Parish,LA
1,71019,71019,Red River Parish,LA
3,71037,71037,Bossier Parish,LA
1,71040,71040,Claiborne Parish,LA
1,7105,7105,Essex County,NJ
6,71055,71055,Webster Parish,LA
1,71082,71082,Caddo Parish,LA
1,7109,7109,Essex County,NJ
11,71105,71105,Caddo Parish,LA
3,71106,71106,Caddo Parish,LA
1,71107,71107,Caddo Parish,LA
3,71111,71111,Bossier Parish,LA
1,71118,71118,Caddo Parish,LA
1,71119,71119,Caddo Parish,LA
2,71129,71129,Caddo Parish,LA
3,71201,71201,Ouachita Parish,LA
1,71203,71203,Ouachita Parish,LA
5,71220,71220,Morehouse Parish,LA
2,71232,71232,Richland Parish,LA
1,71241,71241,Union Parish,LA
2,71251,71251,Jackson Parish,LA
11,71270,71270,Lincoln Parish,LA
7,71291,71291,Ouachita Parish,LA
2,71295,71295,Franklin Parish,LA
1,71301,71301,Rapides Parish,LA
10,71303,71303,Rapides Parish,LA
1,71322,71322,Avoyelles Parish,LA
2,71350,71350,Avoyelles Parish,LA
1,71351,71351,Avoyelles Parish,LA
1,71360,71360,Rapides Parish,LA
1,71373,71373,Concordia Parish,LA
7,71446,71446,Vernon Parish,LA
3,71449,71449,Sabine Parish,LA
6,71457,71457,Natchitoches Parish,LA
2,71463,71463,Allen Parish,LA
1,71483,71483,Winn Parish,LA
1,71601,71601,Jefferson County,AR
1,71602,71602,Jefferson County,AR
1,71635,71635,Ashley County,AR
3,71639,71639,Desha County,AR
4,71655,71655,Drew County,AR
1,71671,71671,Bradley County,AR
1,71730,71730,Union County,AR
1,71742,71742,Dallas County,AR
3,71801,71801,Hempstead County,AR
2,71854,71854,Miller County,AR
5,71923,71923,Clark County,AR
1,71923-5925,71923,Clark County,AR
1,71953,71953,Polk County,AR
1,72010,72010,White County,AR
2,72015,72015,Saline County,AR
1,72021,72021,Monroe County,AR
2,72023,72023,Lonoke County,AR
1,7203,7203,Union County,NJ
6,72032,72032,Faulkner County,AR
1,72034,72034,Faulkner County,AR
1,7205,7205,Union County,NJ
3,72058,72058,Faulkner County,AR
4,72076,72076,Pulaski County,AR
3,72086,72086,Lonoke County,AR
2,72104,72104,Hot Spring County,AR
1,72106,72106,Faulkner County,AR
1,72110,72110,Conway County,AR
4,72112,72112,Jackson County,AR
7,72113,72113,Pulaski County,AR
3,72114,72114,Pulaski County,AR
5,72116,72116,Pulaski County,AR
1,72116-8033,72116,Pulaski County,AR
3,72117,72117,Pulaski County,AR
1,72143,72143,White County,AR
3,72150,72150,Grant County,AR
2,72160,72160,Arkansas County,AR
2,72201,72201,Pulaski County,AR
2,72204,72204,Pulaski County,AR
1,72205,72205,Pulaski County,AR
1,72209,72209,Pulaski County,AR
2,72211,72211,Pulaski County,AR
1,72315,72315,Mississippi County,AR
1,72335,72335,St. Francis County,AR
4,72401,72401,Craighead County,AR
1,72401-5828,72401,Craighead County,AR
1,72404,72404,Craighead County,AR
1,72450,72450,Greene County,AR
1,72455,72455,Randolph County,AR
1,72476,72476,Lawrence County,AR
3,72501,72501,Independence County,AR
1,72560,72560,Stone County,AR
3,72601,72601,Boone County,AR
2,72650,72650,Searcy County,AR
1,72701,72701,Washington County,AR
4,72703,72703,Washington County,AR
1,72712,72712,Benton County,AR
1,72714,72714,Benton County,AR
2,72740,72740,Madison County,AR
1,72751,72751,Benton County,AR
5,72756,72756,Benton County,AR
1,72758,72758,Benton County,AR
1,72762,72762,Washington County,AR
11,72764,72764,Washington County,AR
2,72801,72801,Pope County,AR
2,72823,72823,Pope County,AR
2,72830,72830,Johnson County,AR
1,72834,72834,Yell County,AR
1,72901,72901,Sebastian County,AR
1,72903,72903,Sebastian County,AR
1,72916,72916,Sebastian County,AR
1,72921,72921,Crawford County,AR
1,72936,72936,Sebastian County,AR
1,72944,72944,Sebastian County,AR
1,72949,72949,Franklin County,AR
3,73005,73005,Caddo County,OK
1,73008,73008,Oklahoma County,OK
4,73013,73013,Oklahoma County,OK
1,73018,73018,Grady County,OK
1,73020,73020,Oklahoma County,OK
1,73034,73034,Oklahoma County,OK
1,73044,73044,Logan County,OK
1,7305,7305,Hudson County,NJ
1,73064,73064,Canadian County,OK
2,73069,73069,Cleveland County,OK
3,73071,73071,Cleveland County,OK
2,73072,73072,Cleveland County,OK
1,73075,73075,Garvin County,OK
1,73077,73077,Noble County,OK
2,73080,73080,McClain County,OK
2,73099,73099,Canadian County,OK
1,7310,7310,Hudson County,NJ
1,73103,73103,Oklahoma County,OK
1,73104,73104,Oklahoma County,OK
1,73105,73105,Oklahoma County,OK
2,73107,73107,Oklahoma County,OK
1,73109,73109,Oklahoma County,OK
1,73110,73110,Oklahoma County,OK
1,73111,73111,Oklahoma County,OK
1,73112,73112,Oklahoma County,OK
1,73114,73114,Oklahoma County,OK
6,73115,73115,Oklahoma County,OK
1,73118,73118,Oklahoma County,OK
1,73120,73120,Oklahoma County,OK
1,73127,73127,Oklahoma County,OK
1,73128,73128,Canadian County,OK
4,73129,73129,Oklahoma County,OK
1,73130,73130,Oklahoma County,OK
7,73132,73132,Oklahoma County,OK
1,73134-8021,73134,Oklahoma County,OK
1,73139,73139,Oklahoma County,OK
1,73149,73149,Oklahoma County,OK
3,73159,73159,Oklahoma County,OK
2,73160,73160,Cleveland County,OK
1,73162,73162,Oklahoma County,OK
4,73401,73401,Carter County,OK
1,73448,73448,Love County,OK
2,73505,73505,Comanche County,OK
1,73644,73644,Beckham County,OK
4,73703,73703,Garfield County,OK
1,73750,73750,Kingfisher County,OK
1,73942,73942,Texas County,OK
1,74003,74003,Osage County,OK
6,74006,74006,Washington County,OK
3,74010,74010,Creek County,OK
5,74012,74012,Tulsa County,OK
1,74014,74014,Wagoner County,OK
1,74015,74015,Rogers County,OK
6,74017,74017,Rogers County,OK
2,74023,74023,Payne County,OK
3,74033,74033,Tulsa County,OK
2,74037,74037,Tulsa County,OK
1,74044,74044,Creek County,OK
2,7405,7405,Morris County,NJ
3,74055,74055,Tulsa County,OK
2,74063,74063,Tulsa County,OK
1,74063-6571,74063,Tulsa County,OK
3,74066,74066,Creek County,OK
1,74074,74074,Payne County,OK
1,74105,74105,Tulsa County,OK
1,74106,74106,Tulsa County,OK
3,74107,74107,Tulsa County,OK
1,74110,74110,Tulsa County,OK
1,74112,74112,Tulsa County,OK
3,74115,74115,Tulsa County,OK
1,74129,74129,Tulsa County,OK
1,74132,74132,Tulsa County,OK
4,74133,74133,Tulsa County,OK
1,74135,74135,Tulsa County,OK
2,74136,74136,Tulsa County,OK
1,74145,74145,Tulsa County,OK
1,74146,74146,Tulsa County,OK
1,7416,7416,Sussex County,NJ
1,74171,74171,#N/A,#N/A
2,7419,7419,Sussex County,NJ
1,7420,7420,Passaic County,NJ
1,74301,74301,Craig County,OK
1,74344,74344,Delaware County,OK
1,74354,74354,Ottawa County,OK
2,74361,74361,Mayes County,OK
7,74401,74401,Muskogee County,OK
3,74426,74426,McIntosh County,OK
5,74447,74447,Okmulgee County,OK
1,7446,7446,Bergen County,NJ
2,74462,74462,Haskell County,OK
6,74464,74464,Cherokee County,OK
1,74467,74467,Wagoner County,OK
5,74501,74501,Pittsburg County,OK
2,74525,74525,Atoka County,OK
1,7456,7456,Passaic County,NJ
1,74578,74578,Latimer County,OK
2,74701,74701,Bryan County,OK
3,74728,74728,McCurtain County,OK
1,74743,74743,Choctaw County,OK
3,74801,74801,Pottawatomie County,OK
4,74804,74804,Pottawatomie County,OK
6,74820,74820,Pontotoc County,OK
2,74848,74848,Hughes County,OK
1,74851,74851,Pottawatomie County,OK
3,74868,74868,Seminole County,OK
1,74873,74873,Pottawatomie County,OK
1,74953,74953,Le Flore County,OK
1,75006,75006,Dallas County,TX
1,75009,75009,Collin County,TX
2,75013,75013,Collin County,TX
1,75016,75016,#N/A,#N/A
1,75020,75020,Grayson County,TX
1,75033,75033,#N/A,#N/A
4,75034,75034,Denton County,TX
2,75038,75038,Dallas County,TX
1,75040,75040,Dallas County,TX
1,75041,75041,Dallas County,TX
1,75042,75042,Dallas County,TX
1,75043,75043,Dallas County,TX
2,75048,75048,Dallas County,TX
1,75050,75050,Dallas County,TX
2,75051,75051,Dallas County,TX
1,75052,75052,Dallas County,TX
1,75056,75056,Denton County,TX
1,75057,75057,Denton County,TX
2,75061,75061,Dallas County,TX
1,75063,75063,Dallas County,TX
1,75067,75067,Denton County,TX
6,75070,75070,Collin County,TX
1,75074,75074,Collin County,TX
1,75077,75077,Denton County,TX
1,75080,75080,Dallas County,TX
1,75081,75081,Dallas County,TX
1,75082,75082,Collin County,TX
3,75087,75087,Rockwall County,TX
1,75093,75093,Collin County,TX
2,75109,75109,Navarro County,TX
1,75119,75119,Ellis County,TX
2,75126,75126,Kaufman County,TX
3,75141,75141,Dallas County,TX
1,75147,75147,Kaufman County,TX
2,75149,75149,Dallas County,TX
4,75150,75150,Dallas County,TX
1,75154,75154,Ellis County,TX
1,75165,75165,Ellis County,TX
2,75180,75180,Dallas County,TX
2,75189,75189,Rockwall County,TX
1,75201,75201,Dallas County,TX
1,75211,75211,Dallas County,TX
1,75212,75212,Dallas County,TX
2,75216,75216,Dallas County,TX
1,75217,75217,Dallas County,TX
2,75218,75218,Dallas County,TX
1,75220,75220,Dallas County,TX
1,75224,75224,Dallas County,TX
2,75228,75228,Dallas County,TX
2,75229,75229,Dallas County,TX
1,75230,75230,Dallas County,TX
3,75231,75231,Dallas County,TX
1,75235,75235,Dallas County,TX
1,75237,75237,Dallas County,TX
3,75240,75240,Dallas County,TX
2,75241,75241,Dallas County,TX
2,75243,75243,Dallas County,TX
1,75244,75244,Dallas County,TX
1,75247,75247,Dallas County,TX
1,75261,75261,#N/A,#N/A
1,75401,75401,Hunt County,TX
1,75402-7208,75402,Hunt County,TX
1,75460,75460,Lamar County,TX
1,75482,75482,Hopkins County,TX
1,75501,75501,Bowie County,TX
3,75551,75551,Cass County,TX
2,75570,75570,Bowie County,TX
1,75601,75601,Gregg County,TX
1,75602,75602,Gregg County,TX
1,75633,75633,Panola County,TX
4,75644,75644,Upshur County,TX
1,75657,75657,Marion County,TX
1,75662,75662,Gregg County,TX
2,75670,75670,Harrison County,TX
1,75701,75701,Smith County,TX
1,75703,75703,Smith County,TX
1,75706,75706,Smith County,TX
1,75751,75751,Henderson County,TX
1,75758,75758,Henderson County,TX
1,75766,75766,Cherokee County,TX
2,75773,75773,Wood County,TX
1,75785,75785,Cherokee County,TX
2,75801,75801,Anderson County,TX
2,75831,75831,Leon County,TX
2,75835,75835,Houston County,TX
2,75840,75840,Freestone County,TX
1,75862,75862,Trinity County,TX
2,75901,75901,Angelina County,TX
4,75935,75935,Shelby County,TX
3,75951,75951,Jasper County,TX
1,75964,75964,Nacogdoches County,TX
1,75965,75965,Nacogdoches County,TX
1,75975,75975,Shelby County,TX
2,75979,75979,Tyler County,TX
1,76001,76001,Tarrant County,TX
1,76006,76006,Tarrant County,TX
1,7601,7601,Bergen County,NJ
2,76011,76011,Tarrant County,TX
2,76013,76013,Tarrant County,TX
1,76015,76015,Tarrant County,TX
3,76017,76017,Tarrant County,TX
2,76020,76020,Tarrant County,TX
1,76022,76022,Tarrant County,TX
1,76028,76028,Johnson County,TX
1,76039,76039,Tarrant County,TX
2,7604,7604,Bergen County,NJ
1,76040,76040,Tarrant County,TX
2,76051,76051,Tarrant County,TX
1,76054,76054,Tarrant County,TX
1,76063,76063,Tarrant County,TX
2,76065,76065,Ellis County,TX
5,76067,76067,Palo Pinto County,TX
1,76082,76082,Parker County,TX
4,76087,76087,Parker County,TX
1,76092,76092,Tarrant County,TX
1,76106,76106,Tarrant County,TX
1,76108-4407,76108,Tarrant County,TX
1,76111,76111,Tarrant County,TX
2,76112,76112,Tarrant County,TX
4,76114,76114,Tarrant County,TX
1,76116,76116,Tarrant County,TX
1,76119,76119,Tarrant County,TX
1,76123,76123,Tarrant County,TX
3,76126,76126,Tarrant County,TX
1,76131,76131,Tarrant County,TX
2,76132,76132,Tarrant County,TX
1,76133,76133,Tarrant County,TX
1,76135,76135,Tarrant County,TX
2,76148,76148,Tarrant County,TX
1,76155,76155,Tarrant County,TX
1,76177,76177,Tarrant County,TX
1,76201,76201,Denton County,TX
1,76207,76207,Denton County,TX
1,7621,7621,Bergen County,NJ
1,76210,76210,Denton County,TX
2,76230,76230,Montague County,TX
1,76234,76234,Wise County,TX
1,76240,76240,Cooke County,TX
2,76262,76262,Denton County,TX
1,76266,76266,Denton County,TX
2,7630,7630,Bergen County,NJ
2,76301,76301,Wichita County,TX
1,76302,76302,Wichita County,TX
2,76308,76308,Wichita County,TX
1,76354,76354,Wichita County,TX
1,76501,76501,Bell County,TX
1,7652,7652,Bergen County,NJ
1,76528,76528,Coryell County,TX
5,76542,76542,Bell County,TX
1,76544,76544,Bell County,TX
1,76550,76550,Lampasas County,TX
2,76567,76567,Milam County,TX
1,76571,76571,Bell County,TX
1,76574,76574,Williamson County,TX
1,7662,7662,Bergen County,NJ
1,76642,76642,Limestone County,TX
4,76645,76645,Hill County,TX
1,76661,76661,Falls County,TX
2,76667,76667,Limestone County,TX
1,76704,76704,McLennan County,TX
3,76705,76705,McLennan County,TX
2,76708,76708,McLennan County,TX
1,76710,76710,McLennan County,TX
1,76712,76712,McLennan County,TX
1,76801,76801,Brown County,TX
1,76821,76821,Runnels County,TX
1,76825,76825,McCulloch County,TX
2,76901,76901,Tom Green County,TX
2,76903,76903,Tom Green County,TX
2,76904,76904,Tom Green County,TX
2,77002,77002,Harris County,TX
1,77005,77005,Harris County,TX
1,77006,77006,Harris County,TX
1,77007,77007,Harris County,TX
1,77008,77008,Harris County,TX
1,77009,77009,Harris County,TX
1,77011,77011,Harris County,TX
3,77020,77020,Harris County,TX
1,77022,77022,Harris County,TX
1,77023,77023,Harris County,TX
1,77024,77024,Harris County,TX
2,77034,77034,Harris County,TX
3,77036,77036,Harris County,TX
5,77040,77040,Harris County,TX
1,77041,77041,Harris County,TX
2,77042,77042,Harris County,TX
1,77044,77044,Harris County,TX
1,77045,77045,Harris County,TX
1,77049,77049,Harris County,TX
1,77053,77053,Fort Bend County,TX
1,77055,77055,Harris County,TX
3,77056,77056,Harris County,TX
1,77057,77057,Harris County,TX
1,77062,77062,Harris County,TX
1,77064,77064,Harris County,TX
1,77065,77065,Harris County,TX
1,77067,77067,Harris County,TX
1,77069,77069,Harris County,TX
1,77071,77071,Harris County,TX
3,77072,77072,Harris County,TX
1,77075,77075,Harris County,TX
2,77077,77077,Harris County,TX
2,77079,77079,Harris County,TX
1,77081,77081,Harris County,TX
1,77084,77084,Harris County,TX
1,77085,77085,Harris County,TX
2,77087,77087,Harris County,TX
2,77089,77089,Harris County,TX
1,77090,77090,Harris County,TX
1,77092,77092,Harris County,TX
1,77095,77095,Harris County,TX
1,77096,77096,Harris County,TX
1,77099,77099,Harris County,TX
4,7712,7712,Monmouth County,NJ
1,7719,7719,Monmouth County,NJ
1,7724,7724,Monmouth County,NJ
1,7728,7728,Monmouth County,NJ
1,77301,77301,Montgomery County,TX
3,7731,7731,Monmouth County,NJ
2,77327,77327,Liberty County,TX
2,77338,77338,Harris County,TX
2,77340,77340,Walker County,TX
3,77346,77346,Harris County,TX
1,77354,77354,Montgomery County,TX
2,77356,77356,Montgomery County,TX
1,77362,77362,Montgomery County,TX
4,77375,77375,Harris County,TX
1,77377,77377,Harris County,TX
1,77378,77378,Montgomery County,TX
6,77379,77379,Harris County,TX
1,7738,7738,Monmouth County,NJ
1,77380,77380,Montgomery County,TX
1,77388,77388,Harris County,TX
1,7740,7740,Monmouth County,NJ
5,77414,77414,Matagorda County,TX
2,77429,77429,Harris County,TX
1,77433,77433,Harris County,TX
1,77437,77437,Wharton County,TX
1,77447,77447,Harris County,TX
2,77449,77449,Harris County,TX
1,77469,77469,Fort Bend County,TX
1,77471,77471,Fort Bend County,TX
1,77474,77474,Austin County,TX
1,77477,77477,Fort Bend County,TX
2,77478,77478,Fort Bend County,TX
1,77479,77479,Fort Bend County,TX
1,7748,7748,Monmouth County,NJ
1,77484-8009,77484,Waller County,TX
1,77494,77494,Fort Bend County,TX
3,77498,77498,Fort Bend County,TX
2,77502,77502,Harris County,TX
1,77515,77515,Brazoria County,TX
3,77520,77520,Harris County,TX
1,77523,77523,Chambers County,TX
3,7753,7753,Monmouth County,NJ
2,77535,77535,Liberty County,TX
1,77536,77536,Harris County,TX
2,77539,77539,Galveston County,TX
1,77541,77541,Brazoria County,TX
1,77546,77546,Galveston County,TX
1,77547,77547,Harris County,TX
1,77566,77566,Brazoria County,TX
2,77568,77568,Galveston County,TX
3,77571,77571,Harris County,TX
3,77573,77573,Galveston County,TX
4,77575,77575,Liberty County,TX
2,77581,77581,Brazoria County,TX
1,77598,77598,Harris County,TX
1,7760,7760,Monmouth County,NJ
1,77611,77611,Orange County,TX
1,77619,77619,Jefferson County,TX
2,77640,77640,Jefferson County,TX
1,77657,77657,Hardin County,TX
1,77662,77662,Orange County,TX
1,77665-9097,77665,Chambers County,TX
1,77802,77802,Brazos County,TX
1,77836,77836,Burleson County,TX
1,77840,77840,Brazos County,TX
1,77864,77864,Madison County,TX
