,popultion,zipcode_str,state,county
31228,273,95140,CA,Santa Clara County
31229,48201,95148,CA,Santa Clara County
31230,6559,95202,CA,San Joaquin County
31231,15489,95203,CA,San Joaquin County
31232,28124,95204,CA,San Joaquin County
31233,37362,95205,CA,San Joaquin County
31234,65151,95206,CA,San Joaquin County
31235,49632,95207,CA,San Joaquin County
31236,43362,95209,CA,San Joaquin County
31237,40718,95210,CA,San Joaquin County
31238,1665,95211,CA,San Joaquin County
31239,26094,95212,CA,San Joaquin County
31240,23635,95215,CA,San Joaquin County
31241,29506,95219,CA,San Joaquin County
31242,7371,95220,CA,San Joaquin County
31243,4976,95222,CA,Calaveras County
31244,2884,95223,CA,Calaveras County
31245,228,95224,CA,Calaveras County
31246,609,95225,CA,Calaveras County
31247,14,95226,CA,Calaveras County
31248,805,95227,CA,San Joaquin County
31249,4498,95228,CA,Calaveras County
31250,869,95230,CA,San Joaquin County
31251,4806,95231,CA,San Joaquin County
31252,168,95232,CA,Calaveras County
31253,583,95233,CA,Calaveras County
31254,112,95234,CA,San Joaquin County
31255,4196,95236,CA,San Joaquin County
31256,3124,95237,CA,San Joaquin County
31257,48065,95240,CA,San Joaquin County
31258,25752,95242,CA,San Joaquin County
31259,1958,95245,CA,Calaveras County
31260,1071,95246,CA,Calaveras County
31261,4709,95247,CA,Calaveras County
31262,127,95248,CA,Calaveras County
31263,4377,95249,CA,Calaveras County
31264,0,95250,CA,Calaveras County
31265,538,95251,CA,Calaveras County
31266,15068,95252,CA,Calaveras County
31267,897,95254,CA,Calaveras County
31268,1655,95255,CA,Calaveras County
31269,454,95257,CA,Calaveras County
31270,3882,95258,CA,San Joaquin County
31271,38356,95301,CA,Merced County
31272,678,95303,CA,Merced County
31273,15718,95304,CA,San Joaquin County
31274,28,95305,CA,Tuolumne County
31275,823,95306,CA,Mariposa County
31276,42844,95307,CA,Stanislaus County
31277,2163,95310,CA,Tuolumne County
31278,1831,95311,CA,Mariposa County
31279,290,95312,CA,Merced County
31280,1077,95313,CA,Stanislaus County
31281,0,95314,CA,Tuolumne County
31282,13108,95315,CA,Merced County
31283,6416,95316,CA,Stanislaus County
31284,946,95317,CA,Merced County
31285,403,95318,CA,Mariposa County
31286,1593,95319,CA,Stanislaus County
31287,12759,95320,CA,San Joaquin County
31288,3263,95321,CA,Tuolumne County
31289,9025,95322,CA,Merced County
31290,1083,95323,CA,Stanislaus County
31291,7610,95324,CA,Merced County
31292,26,95325,CA,Mariposa County
31293,9948,95326,CA,Stanislaus County
31294,7901,95327,CA,Tuolumne County
31295,6013,95328,CA,Stanislaus County
31296,2650,95329,CA,Tuolumne County
31297,20253,95330,CA,San Joaquin County
31298,2793,95333,CA,Merced County
31299,16366,95334,CA,Merced County
31300,171,95335,CA,Tuolumne County
31301,47808,95336,CA,San Joaquin County
31302,34391,95337,CA,San Joaquin County
31303,10784,95338,CA,Mariposa County
31304,36541,95340,CA,Merced County
31305,32787,95341,CA,Merced County
31306,580,95345,CA,Mariposa County
31307,1888,95346,CA,Tuolumne County
31308,33555,95348,CA,Merced County
31309,51441,95350,CA,Stanislaus County
31310,49243,95351,CA,Stanislaus County
31311,25485,95354,CA,Stanislaus County
31312,58872,95355,CA,Stanislaus County
31313,32827,95356,CA,Stanislaus County
31314,11717,95357,CA,Stanislaus County
31315,32758,95358,CA,Stanislaus County
31316,12243,95360,CA,Stanislaus County
31317,33741,95361,CA,Stanislaus County
31318,26291,95363,CA,Stanislaus County
31319,0,95364,CA,Tuolumne County
31320,4855,95365,CA,Merced County
31321,17118,95366,CA,San Joaquin County
31322,24657,95367,CA,Stanislaus County
31323,13826,95368,CA,Stanislaus County
31324,1011,95369,CA,Merced County
31325,28124,95370,CA,Tuolumne County
31326,2068,95372,CA,Tuolumne County
31327,1702,95374,CA,Merced County
31328,116,95375,CA,Tuolumne County
31329,51245,95376,CA,San Joaquin County
31330,32462,95377,CA,San Joaquin County
31331,3296,95379,CA,Tuolumne County
31332,41865,95380,CA,Stanislaus County
31333,37138,95382,CA,Stanislaus County
31334,3471,95383,CA,Tuolumne County
31335,396,95385,CA,Stanislaus County
31336,10324,95386,CA,Stanislaus County
31337,520,95387,CA,Stanislaus County
31338,13885,95388,CA,Merced County
31339,1651,95389,CA,Mariposa County
31340,14254,95391,CA,San Joaquin County
31341,39400,95401,CA,Sonoma County
31342,46294,95403,CA,Sonoma County
31343,40699,95404,CA,Sonoma County
31344,21351,95405,CA,Sonoma County
31345,41249,95407,CA,Sonoma County
31346,26805,95409,CA,Sonoma County
31347,890,95410,CA,Mendocino County
31348,452,95412,CA,Sonoma County
31349,1312,95415,CA,Mendocino County
31350,237,95417,CA,Mendocino County
31351,684,95420,CA,Mendocino County
31352,1599,95421,CA,Sonoma County
31353,15358,95422,CA,Lake County
31354,3645,95423,CA,Lake County
31355,10675,95425,CA,Sonoma County
31356,1726,95426,CA,Lake County
31357,203,95427,CA,Mendocino County
31358,2540,95428,CA,Mendocino County
31359,58,95429,CA,Mendocino County
31360,0,95430,CA,Sonoma County
31361,430,95431,CA,Sonoma County
31362,445,95432,CA,Mendocino County
31363,166,95435,CA,Lake County
31364,5965,95436,CA,Sonoma County
31365,14578,95437,CA,Mendocino County
31366,825,95439,CA,Sonoma County
31367,1909,95441,CA,Sonoma County
31368,3080,95442,CA,Sonoma County
31369,312,95443,CA,Lake County
31370,653,95444,CA,Sonoma County
31371,1792,95445,CA,Mendocino County
31372,4529,95446,CA,Sonoma County
31373,17481,95448,CA,Sonoma County
31374,1679,95449,CA,Mendocino County
31375,283,95450,CA,Sonoma County
31376,12230,95451,CA,Lake County
31377,1409,95452,CA,Sonoma County
31378,10362,95453,CA,Lake County
31379,2029,95454,CA,Mendocino County
31380,721,95456,CA,Mendocino County
31381,3076,95457,CA,Lake County
31382,3176,95458,CA,Lake County
31383,682,95459,CA,Mendocino County
31384,2301,95460,CA,Mendocino County
31385,2954,95461,CA,Lake County
31386,1164,95462,CA,Sonoma County
31387,49,95463,CA,Mendocino County
31388,2412,95464,CA,Lake County
31389,2140,95465,CA,Sonoma County
31390,990,95466,CA,Mendocino County
31391,5618,95467,CA,Lake County
31392,1381,95468,CA,Mendocino County
31393,1979,95469,CA,Mendocino County
31394,6514,95470,CA,Mendocino County
31395,599,95471,CA,Sonoma County
31396,30260,95472,CA,Sonoma County
31397,37534,95476,CA,Sonoma County
31398,31941,95482,CA,Mendocino County
31399,2607,95485,CA,Lake County
31400,41,95486,CA,Sonoma County
31401,239,95488,CA,Mendocino County
31402,13054,95490,CA,Mendocino County
31403,29515,95492,CA,Sonoma County
31404,321,95493,CA,Lake County
31405,209,95494,CA,Mendocino County
31406,1092,95497,CA,Sonoma County
31407,23284,95501,CA,Humboldt County
31408,25830,95503,CA,Humboldt County
31409,331,95511,CA,Humboldt County
31410,254,95514,CA,Humboldt County
31411,19441,95519,CA,Humboldt County
31412,20911,95521,CA,Humboldt County
31413,1944,95524,CA,Humboldt County
31414,1569,95525,CA,Humboldt County
31415,197,95526,CA,Humboldt County
31416,586,95527,CA,Trinity County
31417,1191,95528,CA,Humboldt County
31418,23500,95531,CA,Del Norte County
31419,3140,95536,CA,Humboldt County
31420,255,95537,CA,Humboldt County
31421,13418,95540,CA,Humboldt County
31422,2008,95542,CA,Humboldt County
31423,792,95543,CA,Del Norte County
31424,76,95545,CA,Humboldt County
31425,3260,95546,CA,Humboldt County
31426,1158,95547,CA,Humboldt County
31427,1288,95548,CA,Del Norte County
31428,942,95549,CA,Humboldt County
31429,164,95550,CA,Humboldt County
31430,1453,95551,CA,Humboldt County
31431,635,95552,CA,Trinity County
31432,1274,95553,CA,Humboldt County
31433,336,95554,CA,Humboldt County
31434,338,95555,CA,Humboldt County
31435,643,95556,CA,Humboldt County
31436,458,95558,CA,Humboldt County
31437,108,95559,CA,Humboldt County
31438,1351,95560,CA,Humboldt County
31439,3437,95562,CA,Humboldt County
31440,705,95563,CA,Trinity County
31441,402,95564,CA,Humboldt County
31442,934,95565,CA,Humboldt County
31443,2048,95567,CA,Del Norte County
31444,161,95568,CA,Siskiyou County
31445,340,95569,CA,Humboldt County
31446,2079,95570,CA,Humboldt County
31447,228,95571,CA,Humboldt County
31448,1523,95573,CA,Humboldt County
31449,537,95585,CA,Mendocino County
31450,146,95587,CA,Mendocino County
31451,966,95589,CA,Humboldt County
31452,156,95595,CA,Trinity County
31453,178,95601,CA,Amador County
31454,18472,95602,CA,Placer County
31455,28826,95603,CA,Placer County
31456,104,95604,CA,Placer County
31457,14595,95605,CA,Yolo County
31458,129,95606,CA,Yolo County
31459,499,95607,CA,Yolo County
31460,60199,95608,CA,Sacramento County
31461,44711,95610,CA,Sacramento County
31462,964,95612,CA,Yolo County
31463,4318,95614,CA,El Dorado County
31464,970,95615,CA,Sacramento County
31465,49093,95616,CA,Yolo County
31466,27926,95618,CA,Yolo County
31467,5075,95619,CA,El Dorado County
31468,21685,95620,CA,Solano County
31469,41908,95621,CA,Sacramento County
31470,3911,95623,CA,El Dorado County
31471,64429,95624,CA,Sacramento County
31472,54,95625,CA,Solano County
31473,5871,95626,CA,Sacramento County
31474,3873,95627,CA,Yolo County
31475,41649,95628,CA,Sacramento County
31476,676,95629,CA,Amador County
31477,74905,95630,CA,Sacramento County
31478,6375,95631,CA,Placer County
31479,30594,95632,CA,Sacramento County
31480,3610,95633,CA,El Dorado County
31481,3206,95634,CA,El Dorado County
31482,861,95635,CA,El Dorado County
31483,846,95636,CA,El Dorado County
31484,349,95637,CA,Yolo County
31485,2238,95638,CA,Sacramento County
31486,333,95639,CA,Sacramento County
31487,10509,95640,CA,Amador County
31488,1843,95641,CA,Sacramento County
31489,6912,95642,CA,Amador County
31490,2091,95645,CA,Yolo County
31491,64,95646,CA,Alpine County
31492,50341,95648,CA,Placer County
31493,13157,95650,CA,Placer County
31494,614,95651,CA,El Dorado County
31495,966,95652,CA,Sacramento County
31496,657,95653,CA,Yolo County
31497,4205,95655,CA,Sacramento County
31498,6709,95658,CA,Placer County
31499,788,95659,CA,Sutter County
31500,34303,95660,CA,Sacramento County
31501,31034,95661,CA,Placer County
31502,32441,95662,CA,Sacramento County
31503,2443,95663,CA,Placer County
31504,1357,95664,CA,El Dorado County
31505,4901,95665,CA,Amador County
31506,5170,95666,CA,Amador County
31507,36859,95667,CA,El Dorado County
31508,794,95668,CA,Sutter County
31509,2493,95669,CA,Amador County
31510,54277,95670,CA,Sacramento County
31511,5010,95672,CA,El Dorado County
31512,15140,95673,CA,Sacramento County
31513,891,95674,CA,Sutter County
31514,574,95675,CA,Amador County
31515,23906,95677,CA,Placer County
31516,41953,95678,CA,Placer County
31517,20,95679,CA,Yolo County
31518,278,95680,CA,Sacramento County
31519,1471,95681,CA,Placer County
31520,30033,95682,CA,El Dorado County
31521,6233,95683,CA,Sacramento County
31522,3004,95684,CA,El Dorado County
31523,4356,95685,CA,Amador County
31524,1079,95686,CA,San Joaquin County
31525,66476,95687,CA,Solano County
31526,36763,95688,CA,Solano County
31527,1131,95689,CA,Amador County
31528,2289,95690,CA,Sacramento County
31529,36932,95691,CA,Yolo County
31530,5129,95692,CA,Yuba County
31531,6153,95693,CA,Sacramento County
31532,9828,95694,CA,Yolo County
31533,39144,95695,CA,Yolo County
31534,430,95697,CA,Yolo County
31535,232,95698,CA,Yolo County
31536,143,95699,CA,Amador County
31537,782,95701,CA,Placer County
31538,829,95703,CA,Placer County
31539,5096,95709,CA,El Dorado County
31540,10296,95713,CA,Placer County
31541,368,95714,CA,Placer County
31542,89,95715,CA,Placer County
31543,166,95717,CA,Placer County
31544,49,95720,CA,El Dorado County
31545,13,95721,CA,El Dorado County
31546,4636,95722,CA,Placer County
31547,0,95724,CA,Placer County
31548,8816,95726,CA,El Dorado County
31549,366,95728,CA,Placer County
31550,27,95735,CA,El Dorado County
31551,165,95736,CA,Placer County
31552,10494,95742,CA,Sacramento County
31553,23638,95746,CA,Placer County
31554,61869,95747,CA,Placer County
31555,46703,95757,CA,Sacramento County
31556,63778,95758,CA,Sacramento County
31557,40493,95762,CA,El Dorado County
31558,36980,95765,CA,Placer County
31559,23260,95776,CA,Yolo County
31560,6711,95811,CA,Sacramento County
31561,10487,95814,CA,Sacramento County
31562,25206,95815,CA,Sacramento County
31563,17178,95816,CA,Sacramento County
31564,13918,95817,CA,Sacramento County
31565,20629,95818,CA,Sacramento County
31566,18846,95819,CA,Sacramento County
31567,35869,95820,CA,Sacramento County
31568,35530,95821,CA,Sacramento County
31569,44724,95822,CA,Sacramento County
31570,76478,95823,CA,Sacramento County
31571,30225,95824,CA,Sacramento County
31572,33385,95825,CA,Sacramento County
31573,36992,95826,CA,Sacramento County
31574,20382,95827,CA,Sacramento County
31575,60884,95828,CA,Sacramento County
31576,26588,95829,CA,Sacramento County
31577,953,95830,CA,Sacramento County
31578,41859,95831,CA,Sacramento County
31579,11313,95832,CA,Sacramento County
31580,40029,95833,CA,Sacramento County
31581,26560,95834,CA,Sacramento County
31582,38847,95835,CA,Sacramento County
31583,340,95837,CA,Sacramento County
31584,37286,95838,CA,Sacramento County
31585,19890,95841,CA,Sacramento County
31586,32184,95842,CA,Sacramento County
31587,47666,95843,CA,Sacramento County
31588,23527,95864,CA,Sacramento County
31589,32804,95901,CA,Yuba County
31590,1622,95903,CA,Yuba County
31591,134,95910,CA,Sierra County
31592,4693,95912,CA,Colusa County
31593,649,95914,CA,Butte County
31594,9,95915,CA,Plumas County
31595,1102,95916,CA,Butte County
31596,3313,95917,CA,Butte County
31597,2468,95918,CA,Yuba County
31598,1184,95919,CA,Yuba County
31599,320,95920,CA,Glenn County
31600,539,95922,CA,Yuba County
31601,9,95923,CA,Plumas County
31602,143,95925,CA,Yuba County
31603,38465,95926,CA,Butte County
31604,36374,95928,CA,Butte County
31605,155,95930,CA,Butte County
31606,7651,95932,CA,Colusa County
31607,367,95934,CA,Plumas County
31608,654,95935,CA,Yuba County
31609,234,95936,CA,Sierra County
31610,1400,95937,CA,Yolo County
31611,4229,95938,CA,Butte County
31612,578,95939,CA,Glenn County
31613,586,95941,CA,Butte County
31614,782,95942,CA,Butte County
31615,886,95943,CA,Glenn County
31616,41,95944,CA,Sierra County
31617,25712,95945,CA,Nevada County
31618,9694,95946,CA,Nevada County
31619,1770,95947,CA,Plumas County
31620,10751,95948,CA,Butte County
31621,19575,95949,CA,Nevada County
31622,519,95950,CA,Colusa County
31623,3073,95951,CA,Glenn County
31624,10476,95953,CA,Sutter County
31625,12509,95954,CA,Butte County
31626,1325,95955,CA,Colusa County
31627,419,95956,CA,Plumas County
31628,837,95957,CA,Sutter County
31629,17534,95959,CA,Nevada County
31630,752,95960,CA,Nevada County
31631,27141,95961,CA,Yuba County
31632,1235,95962,CA,Yuba County
31633,14943,95963,CA,Glenn County
31634,20473,95965,CA,Butte County
31635,30557,95966,CA,Butte County
31636,1250,95968,CA,Butte County
31637,27850,95969,CA,Butte County
31638,500,95970,CA,Colusa County
31639,5952,95971,CA,Plumas County
31640,35297,95973,CA,Butte County
31641,65,95974,CA,Butte County
31642,1811,95975,CA,Nevada County
31643,1730,95977,CA,Nevada County
31644,115,95978,CA,Butte County
31645,750,95979,CA,Colusa County
31646,96,95981,CA,Yuba County
31647,3487,95982,CA,Sutter County
31648,500,95983,CA,Plumas County
31649,39,95984,CA,Plumas County
31650,79,95986,CA,Nevada County
31651,6142,95987,CA,Colusa County
31652,8663,95988,CA,Glenn County
31653,40683,95991,CA,Sutter County
31654,36617,95993,CA,Sutter County
31655,34260,96001,CA,Shasta County
31656,32943,96002,CA,Shasta County
31657,44929,96003,CA,Shasta County
31658,389,96006,CA,Modoc County
31659,23354,96007,CA,Shasta County
31660,1483,96008,CA,Shasta County
31661,288,96009,CA,Lassen County
31662,194,96010,CA,Trinity County
31663,116,96011,CA,Shasta County
31664,4538,96013,CA,Shasta County
31665,146,96014,CA,Siskiyou County
31666,587,96015,CA,Modoc County
31667,497,96016,CA,Shasta County
31668,160,96017,CA,Shasta County
31669,10121,96019,CA,Shasta County
31670,2438,96020,CA,Plumas County
31671,16322,96021,CA,Tehama County
31672,16904,96022,CA,Tehama County
31673,1096,96023,CA,Siskiyou County
31674,962,96024,CA,Trinity County
31675,2121,96025,CA,Siskiyou County
31676,2390,96027,CA,Siskiyou County
31677,1403,96028,CA,Shasta County
31678,200,96029,CA,Tehama County
31679,175,96031,CA,Siskiyou County
31680,2518,96032,CA,Siskiyou County
31681,561,96033,CA,Shasta County
31682,220,96034,CA,Siskiyou County
31683,3398,96035,CA,Tehama County
31684,216,96037,CA,Siskiyou County
31685,602,96038,CA,Siskiyou County
31686,1044,96039,CA,Siskiyou County
31687,275,96040,CA,Shasta County
31688,3061,96041,CA,Trinity County
31689,937,96044,CA,Siskiyou County
31690,134,96046,CA,Trinity County
31691,799,96047,CA,Shasta County
31692,701,96048,CA,Trinity County
31693,28,96049,CA,Siskiyou County
31694,387,96050,CA,Siskiyou County
31695,1264,96051,CA,Shasta County
31696,1417,96052,CA,Trinity County
31697,260,96054,CA,Modoc County
31698,4002,96055,CA,Tehama County
31699,1693,96056,CA,Shasta County
31700,1305,96057,CA,Siskiyou County
31701,779,96058,CA,Siskiyou County
31702,604,96059,CA,Tehama County
31703,27,96061,CA,Tehama County
31704,1180,96062,CA,Shasta County
31705,188,96063,CA,Tehama County
31706,4881,96064,CA,Siskiyou County
31707,360,96065,CA,Shasta County
31708,6828,96067,CA,Siskiyou County
31709,131,96068,CA,Lassen County
31710,792,96069,CA,Shasta County
31711,180,96071,CA,Shasta County
31712,4174,96073,CA,Shasta County
31713,196,96074,CA,Tehama County
31714,304,96075,CA,Tehama County
31715,139,96076,CA,Trinity County
31716,27564,96080,CA,Tehama County
31717,416,96084,CA,Shasta County
31718,91,96085,CA,Siskiyou County
31719,304,96086,CA,Siskiyou County
31720,600,96087,CA,Shasta County
31721,4410,96088,CA,Shasta County
31722,467,96090,CA,Tehama County
31723,561,96091,CA,Trinity County
31724,300,96092,CA,Tehama County
31725,4031,96093,CA,Trinity County
31726,6446,96094,CA,Siskiyou County
31727,733,96096,CA,Shasta County
31728,9744,96097,CA,Siskiyou County
31729,5378,96101,CA,Modoc County
31730,1369,96103,CA,Plumas County
31731,576,96104,CA,Modoc County
31732,70,96105,CA,Plumas County
31733,223,96106,CA,Plumas County
31734,1129,96107,CA,Mono County
31735,7,96108,CA,Modoc County
31736,741,96109,CA,Lassen County
31737,167,96110,CA,Modoc County
31738,30,96111,CA,Sierra County
31739,332,96112,CA,Modoc County
31740,2100,96113,CA,Lassen County
31741,3387,96114,CA,Lassen County
31742,179,96115,CA,Modoc County
31743,127,96116,CA,Modoc County
31744,300,96117,CA,Lassen County
31745,1629,96118,CA,Sierra County
31746,100,96119,CA,Lassen County
31747,1079,96120,CA,Alpine County
31748,302,96121,CA,Lassen County
31749,3532,96122,CA,Plumas County
31750,46,96123,CA,Lassen County
31751,385,96124,CA,Sierra County
31752,227,96125,CA,Sierra County
31753,39,96126,CA,Sierra County
31754,840,96128,CA,Lassen County
31755,132,96129,CA,Plumas County
31756,20812,96130,CA,Lassen County
31757,119,96132,CA,Lassen County
31758,202,96133,CA,Mono County
31759,2203,96134,CA,Siskiyou County
31760,172,96135,CA,Plumas County
31761,47,96136,CA,Lassen County
31762,3707,96137,CA,Lassen County
31763,805,96140,CA,Placer County
31764,464,96141,CA,Placer County
31765,766,96142,CA,El Dorado County
31766,3737,96143,CA,Placer County
31767,2399,96145,CA,Placer County
31768,968,96146,CA,Placer County
31769,776,96148,CA,Placer County
31770,29001,96150,CA,El Dorado County
31771,0,96155,CA,El Dorado County
31772,18255,96161,CA,Nevada County
31773,39697,96701,HI,Honolulu County
31774,2049,96703,HI,Kauai County
31775,7874,96704,HI,Hawaii County
31776,2651,96705,HI,Kauai County
31777,68881,96706,HI,Honolulu County
31778,45588,96707,HI,Honolulu County
31779,9753,96708,HI,Maui County
31780,226,96710,HI,Hawaii County
31781,7614,96712,HI,Honolulu County
31782,1471,96713,HI,Maui County
31783,633,96714,HI,Kauai County
31784,2808,96716,HI,Kauai County
31785,4895,96717,HI,Honolulu County
31786,1900,96719,HI,Hawaii County
31787,48182,96720,HI,Hawaii County
31788,2286,96722,HI,Kauai County
31789,3492,96725,HI,Hawaii County
31790,878,96726,HI,Hawaii County
31791,5739,96727,HI,Hawaii County
31792,498,96728,HI,Hawaii County
31793,1374,96729,HI,Maui County
31794,1287,96730,HI,Honolulu County
31795,3194,96731,HI,Honolulu County
31796,28074,96732,HI,Maui County
31797,52340,96734,HI,Honolulu County
31798,4477,96737,HI,Hawaii County
31799,6593,96738,HI,Hawaii County
31800,37192,96740,HI,Hawaii County
31801,6350,96741,HI,Kauai County
31802,91,96742,HI,Kalawao County
31803,13357,96743,HI,Hawaii County
31804,53761,96744,HI,Honolulu County
31805,19478,96746,HI,Kauai County
31806,908,96747,HI,Kauai County
31807,4453,96748,HI,Maui County
31808,18088,96749,HI,Hawaii County
31809,3503,96750,HI,Hawaii County
31810,70,96751,HI,Kauai County
31811,3237,96752,HI,Kauai County
31812,27855,96753,HI,Maui County
31813,3467,96754,HI,Kauai County
31814,3404,96755,HI,Hawaii County
31815,5766,96756,HI,Kauai County
31816,698,96757,HI,Maui County
31817,442,96759,HI,Honolulu County
31818,2562,96760,HI,Hawaii County
31819,22355,96761,HI,Maui County
31820,6061,96762,HI,Honolulu County
31821,3455,96763,HI,Maui County
31822,685,96764,HI,Hawaii County
31823,560,96765,HI,Kauai County
31824,18024,96766,HI,Kauai County
31825,17787,96768,HI,Maui County
31826,356,96769,HI,Kauai County
31827,849,96770,HI,Maui County
31828,7820,96771,HI,Hawaii County
31829,2471,96772,HI,Hawaii County
31830,148,96773,HI,Hawaii County
31831,289,96774,HI,Hawaii County
31832,1489,96776,HI,Hawaii County
31833,1444,96777,HI,Hawaii County
31834,14481,96778,HI,Hawaii County
31835,3052,96779,HI,Maui County
31836,721,96780,HI,Hawaii County
31837,1588,96781,HI,Hawaii County
31838,40318,96782,HI,Honolulu County
31839,1999,96783,HI,Hawaii County
31840,2580,96785,HI,Hawaii County
31841,45277,96786,HI,Honolulu County
31842,54237,96789,HI,Honolulu County
31843,9465,96790,HI,Maui County
31844,7609,96791,HI,Honolulu County
31845,48302,96792,HI,Honolulu County
31846,31770,96793,HI,Maui County
31847,10781,96795,HI,Honolulu County
31848,1804,96796,HI,Kauai County
31849,76020,96797,HI,Honolulu County
31850,23105,96813,HI,Honolulu County
31851,18710,96814,HI,Honolulu County
31852,26839,96815,HI,Honolulu County
31853,50118,96816,HI,Honolulu County
31854,57413,96817,HI,Honolulu County
31855,58458,96818,HI,Honolulu County
31856,54989,96819,HI,Honolulu County
31857,19077,96821,HI,Honolulu County
31858,45908,96822,HI,Honolulu County
31859,29151,96825,HI,Honolulu County
31860,31385,96826,HI,Honolulu County
31861,0,96850,HI,Honolulu County
31862,578,96853,HI,Honolulu County
31863,2879,96857,HI,Honolulu County
31864,124,96859,HI,Honolulu County
31865,1915,96860,HI,Honolulu County
31866,46,96863,HI,Honolulu County
31867,373,97001,OR,Wasco County
31868,5989,97002,OR,Marion County
31869,4022,97004,OR,Clackamas County
31870,26437,97005,OR,Washington County
31871,69158,97006,OR,Washington County
31872,71711,97007,OR,Washington County
31873,29036,97008,OR,Washington County
31874,8231,97009,OR,Clackamas County
31875,623,97011,OR,Clackamas County
31876,23389,97013,OR,Clackamas County
31877,1266,97014,OR,Hood River County
31878,21677,97015,OR,Clackamas County
31879,6282,97016,OR,Columbia County
31880,2867,97017,OR,Clackamas County
31881,2151,97018,OR,Columbia County
31882,2978,97019,OR,Multnomah County
31883,955,97020,OR,Marion County
31884,1263,97021,OR,Wasco County
31885,3105,97022,OR,Clackamas County
31886,10894,97023,OR,Clackamas County
31887,10339,97024,OR,Multnomah County
31888,4419,97026,OR,Marion County
31889,12456,97027,OR,Clackamas County
31890,136,97028,OR,Clackamas County
31891,261,97029,OR,Sherman County
31892,38105,97030,OR,Multnomah County
31893,19322,97031,OR,Hood River County
31894,4946,97032,OR,Marion County
31895,64,97033,OR,Sherman County
31896,19165,97034,OR,Clackamas County
31897,24630,97035,OR,Clackamas County
31898,1032,97037,OR,Wasco County
31899,15758,97038,OR,Clackamas County
31900,616,97039,OR,Sherman County
31901,1494,97040,OR,Wasco County
31902,2350,97041,OR,Hood River County
31903,3823,97042,OR,Clackamas County
31904,54297,97045,OR,Clackamas County
31905,6622,97048,OR,Columbia County
31906,1764,97049,OR,Clackamas County
31907,229,97050,OR,Sherman County
31908,15783,97051,OR,Columbia County
31909,3045,97053,OR,Columbia County
31910,1860,97054,OR,Columbia County
31911,18039,97055,OR,Clackamas County
31912,11742,97056,OR,Columbia County
31913,7,97057,OR,Wasco County
31914,19775,97058,OR,Wasco County
31915,22663,97060,OR,Multnomah County
31916,28458,97062,OR,Washington County
31917,949,97063,OR,Wasco County
31918,3385,97064,OR,Columbia County
31919,535,97065,OR,Sherman County
31920,2353,97067,OR,Clackamas County
31921,29481,97068,OR,Clackamas County
31922,23389,97070,OR,Clackamas County
31923,28604,97071,OR,Marion County
31924,42486,97080,OR,Multnomah County
31925,28373,97086,OR,Clackamas County
31926,12692,97089,OR,Clackamas County
31927,3744,97101,OR,Yamhill County
31928,182,97102,OR,Clatsop County
31929,17620,97103,OR,Clatsop County
31930,4836,97106,OR,Washington County
31931,1670,97107,OR,Tillamook County
31932,360,97108,OR,Tillamook County
31933,608,97109,OR,Washington County
31934,1358,97110,OR,Clatsop County
31935,3683,97111,OR,Yamhill County
31936,2275,97112,OR,Tillamook County
31937,14440,97113,OR,Washington County
31938,4927,97114,OR,Yamhill County
31939,4137,97115,OR,Yamhill County
31940,25954,97116,OR,Washington County
31941,504,97117,OR,Washington County
31942,820,97118,OR,Tillamook County
31943,4180,97119,OR,Washington County
31944,1644,97121,OR,Clatsop County
31945,419,97122,OR,Tillamook County
31946,47729,97123,OR,Washington County
31947,52026,97124,OR,Washington County
31948,64,97125,OR,Washington County
31949,3885,97127,OR,Yamhill County
31950,37986,97128,OR,Yamhill County
31951,334,97130,OR,Tillamook County
31952,2458,97131,OR,Tillamook County
31953,29367,97132,OR,Yamhill County
31954,3826,97133,OR,Washington County
31955,237,97134,OR,Tillamook County
31956,835,97135,OR,Tillamook County
31957,1632,97136,OR,Tillamook County
31958,1300,97137,OR,Marion County
31959,9761,97138,OR,Clatsop County
31960,25049,97140,OR,Washington County
31961,13597,97141,OR,Tillamook County
31962,113,97144,OR,Washington County
31963,315,97145,OR,Clatsop County
31964,6009,97146,OR,Clatsop County
31965,422,97147,OR,Tillamook County
31966,3404,97148,OR,Yamhill County
31967,468,97149,OR,Tillamook County
31968,16946,97201,OR,Multnomah County
31969,41719,97202,OR,Multnomah County
31970,33715,97203,OR,Multnomah County
31971,1033,97204,OR,Multnomah County
31972,7262,97205,OR,Multnomah County
31973,49935,97206,OR,Multnomah County
31974,0,97208,OR,Multnomah County
31975,15578,97209,OR,Multnomah County
31976,11371,97210,OR,Multnomah County
31977,34303,97211,OR,Multnomah County
31978,26256,97212,OR,Multnomah County
31979,31889,97213,OR,Multnomah County
31980,25024,97214,OR,Multnomah County
31981,17499,97215,OR,Multnomah County
31982,16863,97216,OR,Multnomah County
31983,32371,97217,OR,Multnomah County
31984,15454,97218,OR,Multnomah County
31985,40946,97219,OR,Multnomah County
31986,29810,97220,OR,Multnomah County
31987,12615,97221,OR,Multnomah County
31988,35866,97222,OR,Clackamas County
31989,49348,97223,OR,Washington County
31990,33442,97224,OR,Washington County
31991,25519,97225,OR,Washington County
31992,4433,97227,OR,Multnomah County
31993,63867,97229,OR,Washington County
31994,40433,97230,OR,Multnomah County
31995,3655,97231,OR,Multnomah County
31996,12545,97232,OR,Multnomah County
