,popultion,zipcode_str,state,county
3575,1336,12997,NY,Essex County
3576,371,12998,NY,Essex County
3577,60,13020,NY,Onondaga County
3578,38756,13021,NY,Cayuga County
3579,1707,13024,NY,Cayuga County
3580,1800,13026,NY,Cayuga County
3581,32208,13027,NY,Onondaga County
3582,1610,13028,NY,Oswego County
3583,7379,13029,NY,Onondaga County
3584,3830,13030,NY,Madison County
3585,15710,13031,NY,Onondaga County
3586,12329,13032,NY,Madison County
3587,3747,13033,NY,Cayuga County
3588,1925,13034,NY,Cayuga County
3589,8621,13035,NY,Madison County
3590,8869,13036,NY,Oswego County
3591,8948,13037,NY,Madison County
3592,17707,13039,NY,Onondaga County
3593,2624,13040,NY,Cortland County
3594,11610,13041,NY,Onondaga County
3595,2643,13042,NY,Oswego County
3596,2172,13044,NY,Oswego County
3597,29609,13045,NY,Cortland County
3598,149,13051,NY,Onondaga County
3599,1514,13052,NY,Madison County
3600,4538,13053,NY,Tompkins County
3601,1866,13054,NY,Oneida County
3602,14422,13057,NY,Onondaga County
3603,2939,13060,NY,Onondaga County
3604,1101,13061,NY,Madison County
3605,234,13062,NY,Tompkins County
3606,2038,13063,NY,Onondaga County
3607,39,13064,NY,Cayuga County
3608,12280,13066,NY,Onondaga County
3609,5833,13068,NY,Tompkins County
3610,24927,13069,NY,Oswego County
3611,865,13071,NY,Cayuga County
3612,619,13072,NY,Madison County
3613,6337,13073,NY,Tompkins County
3614,4329,13074,NY,Oswego County
3615,2343,13076,NY,Oswego County
3616,6961,13077,NY,Cortland County
3617,10149,13078,NY,Onondaga County
3618,3618,13080,NY,Onondaga County
3619,992,13081,NY,Cayuga County
3620,4826,13082,NY,Madison County
3621,1704,13083,NY,Oswego County
3622,3945,13084,NY,Onondaga County
3623,152,13087,NY,Cortland County
3624,22317,13088,NY,Onondaga County
3625,30250,13090,NY,Onondaga County
3626,2705,13092,NY,Cayuga County
3627,2263,13101,NY,Cortland County
3628,28,13102,NY,Tompkins County
3629,367,13103,NY,Oswego County
3630,15773,13104,NY,Onondaga County
3631,6125,13108,NY,Onondaga County
3632,2290,13110,NY,Onondaga County
3633,1543,13111,NY,Cayuga County
3634,2003,13112,NY,Onondaga County
3635,297,13113,NY,Cayuga County
3636,6815,13114,NY,Oswego County
3637,119,13115,NY,Oswego County
3638,3521,13116,NY,Onondaga County
3639,274,13117,NY,Cayuga County
3640,6156,13118,NY,Cayuga County
3641,2167,13120,NY,Onondaga County
3642,1446,13122,NY,Madison County
3643,527,13123,NY,Oneida County
3644,64,13124,NY,Chenango County
3645,36566,13126,NY,Oswego County
3646,3830,13131,NY,Oswego County
3647,3370,13132,NY,Oswego County
3648,199,13134,NY,Madison County
3649,6655,13135,NY,Oswego County
3650,414,13136,NY,Chenango County
3651,0,13138,NY,Onondaga County
3652,4536,13140,NY,Cayuga County
3653,604,13141,NY,Cortland County
3654,5996,13142,NY,Oswego County
3655,2869,13143,NY,Wayne County
3656,1904,13144,NY,Oswego County
3657,2047,13145,NY,Oswego County
3658,2077,13146,NY,Wayne County
3659,1328,13147,NY,Cayuga County
3660,10532,13148,NY,Seneca County
3661,8290,13152,NY,Onondaga County
3662,329,13153,NY,Onondaga County
3663,638,13155,NY,Chenango County
3664,2232,13156,NY,Cayuga County
3665,602,13157,NY,Oneida County
3666,1522,13158,NY,Cortland County
3667,5255,13159,NY,Onondaga County
3668,1958,13160,NY,Cayuga County
3669,441,13162,NY,Oneida County
3670,417,13163,NY,Madison County
3671,2404,13164,NY,Onondaga County
3672,10881,13165,NY,Seneca County
3673,5534,13166,NY,Cayuga County
3674,3024,13167,NY,Oswego County
3675,5840,13202,NY,Onondaga County
3676,16564,13203,NY,Onondaga County
3677,19503,13204,NY,Onondaga County
3678,18377,13205,NY,Onondaga County
3679,16142,13206,NY,Onondaga County
3680,13153,13207,NY,Onondaga County
3681,22553,13208,NY,Onondaga County
3682,13095,13209,NY,Onondaga County
3683,27822,13210,NY,Onondaga County
3684,6616,13211,NY,Onondaga County
3685,20645,13212,NY,Onondaga County
3686,9357,13214,NY,Onondaga County
3687,15541,13215,NY,Onondaga County
3688,14928,13219,NY,Onondaga County
3689,8560,13224,NY,Onondaga County
3690,0,13290,NY,Onondaga County
3691,79,13301,NY,Oneida County
3692,1726,13302,NY,Oswego County
3693,1115,13303,NY,Oneida County
3694,1679,13304,NY,Oneida County
3695,547,13305,NY,Lewis County
3696,2697,13308,NY,Oneida County
3697,5806,13309,NY,Oneida County
3698,573,13310,NY,Madison County
3699,421,13312,NY,Lewis County
3700,511,13313,NY,Oneida County
3701,484,13314,NY,Madison County
3702,1489,13315,NY,Otsego County
3703,6490,13316,NY,Oneida County
3704,3966,13317,NY,Montgomery County
3705,1271,13318,NY,Oneida County
3706,793,13319,NY,Oneida County
3707,2163,13320,NY,Otsego County
3708,1144,13321,NY,Oneida County
3709,797,13322,NY,Oneida County
3710,11151,13323,NY,Oneida County
3711,2093,13324,NY,Herkimer County
3712,992,13325,NY,Lewis County
3713,5372,13326,NY,Otsego County
3714,1926,13327,NY,Lewis County
3715,1421,13328,NY,Oneida County
3716,4331,13329,NY,Herkimer County
3717,156,13331,NY,Herkimer County
3718,2752,13332,NY,Madison County
3719,46,13333,NY,Otsego County
3720,1163,13334,NY,Madison County
3721,1570,13335,NY,Otsego County
3722,658,13337,NY,Otsego County
3723,1088,13338,NY,Oneida County
3724,6307,13339,NY,Montgomery County
3725,8049,13340,NY,Herkimer County
3726,149,13341,NY,Oneida County
3727,213,13342,NY,Otsego County
3728,1936,13343,NY,Lewis County
3729,184,13345,NY,Lewis County
3730,6304,13346,NY,Madison County
3731,1364,13348,NY,Otsego County
3732,9985,13350,NY,Herkimer County
3733,168,13352,NY,Oneida County
3734,36,13353,NY,Hamilton County
3735,3467,13354,NY,Oneida County
3736,884,13355,NY,Madison County
3737,10969,13357,NY,Herkimer County
3738,354,13360,NY,Hamilton County
3739,880,13361,NY,Herkimer County
3740,197,13362,NY,Oneida County
3741,2080,13363,NY,Oneida County
3742,94,13364,NY,Madison County
3743,8715,13365,NY,Herkimer County
3744,8609,13367,NY,Lewis County
3745,1259,13368,NY,Lewis County
3746,1676,13402,NY,Madison County
3747,7330,13403,NY,Oneida County
3748,183,13404,NY,Lewis County
3749,730,13406,NY,Herkimer County
3750,5155,13407,NY,Herkimer County
3751,4096,13408,NY,Madison County
3752,2447,13409,NY,Madison County
3753,209,13410,NY,Montgomery County
3754,3353,13411,NY,Chenango County
3755,16370,13413,NY,Oneida County
3756,88,13415,NY,Otsego County
3757,2320,13416,NY,Herkimer County
3758,3341,13417,NY,Oneida County
3759,339,13418,NY,Madison County
3760,1213,13420,NY,Herkimer County
3761,13602,13421,NY,Madison County
3762,2421,13424,NY,Oneida County
3763,2306,13425,NY,Oneida County
3764,1889,13428,NY,Montgomery County
3765,1874,13431,NY,Herkimer County
3766,2003,13433,NY,Lewis County
3767,270,13435,NY,Oneida County
3768,95,13436,NY,Hamilton County
3769,437,13437,NY,Oswego County
3770,3598,13438,NY,Oneida County
3771,3612,13439,NY,Otsego County
3772,42257,13440,NY,Oneida County
3773,55,13441,NY,Oneida County
3774,77,13450,NY,Otsego County
3775,4498,13452,NY,Montgomery County
3776,705,13454,NY,Herkimer County
3777,4138,13456,NY,Oneida County
3778,2382,13459,NY,Schoharie County
3779,4230,13460,NY,Chenango County
3780,3063,13461,NY,Oneida County
3781,1370,13464,NY,Chenango County
3782,453,13468,NY,Otsego County
3783,1162,13469,NY,Oneida County
3784,679,13470,NY,Fulton County
3785,3509,13471,NY,Oneida County
3786,137,13472,NY,Herkimer County
3787,549,13473,NY,Lewis County
3788,43,13475,NY,Herkimer County
3789,3212,13476,NY,Oneida County
3790,1724,13477,NY,Oneida County
3791,2843,13478,NY,Oneida County
3792,3449,13480,NY,Oneida County
3793,238,13483,NY,Oneida County
3794,259,13484,NY,Madison County
3795,1088,13485,NY,Madison County
3796,729,13486,NY,Oneida County
3797,149,13488,NY,Otsego County
3798,628,13489,NY,Lewis County
3799,1694,13490,NY,Oneida County
3800,3508,13491,NY,Herkimer County
3801,11516,13492,NY,Oneida County
3802,1775,13493,NY,Oswego County
3803,238,13494,NY,Oneida County
3804,2263,13495,NY,Oneida County
3805,38376,13501,NY,Oneida County
3806,32370,13502,NY,Oneida County
3807,38466,13601,NY,Jefferson County
3808,3982,13602,NY,Jefferson County
3809,10005,13603,NY,Jefferson County
3810,4760,13605,NY,Jefferson County
3811,2991,13606,NY,Jefferson County
3812,1670,13607,NY,Jefferson County
3813,1519,13608,NY,Jefferson County
3814,2685,13612,NY,Jefferson County
3815,2168,13613,NY,St. Lawrence County
3816,256,13614,NY,St. Lawrence County
3817,1094,13615,NY,Jefferson County
3818,2144,13616,NY,Jefferson County
3819,11483,13617,NY,St. Lawrence County
3820,1787,13618,NY,Jefferson County
3821,10863,13619,NY,Jefferson County
3822,2182,13620,NY,Lewis County
3823,462,13621,NY,St. Lawrence County
3824,2681,13622,NY,Jefferson County
3825,22,13623,NY,St. Lawrence County
3826,5764,13624,NY,Jefferson County
3827,2010,13625,NY,St. Lawrence County
3828,2232,13626,NY,Lewis County
3829,234,13628,NY,Jefferson County
3830,1547,13630,NY,St. Lawrence County
3831,334,13633,NY,St. Lawrence County
3832,4675,13634,NY,Jefferson County
3833,1085,13635,NY,St. Lawrence County
3834,293,13636,NY,Jefferson County
3835,4363,13637,NY,Jefferson County
3836,301,13638,NY,Jefferson County
3837,201,13639,NY,St. Lawrence County
3838,435,13640,NY,Jefferson County
3839,59,13641,NY,Jefferson County
3840,9922,13642,NY,St. Lawrence County
3841,0,13643,NY,Jefferson County
3842,2423,13646,NY,St. Lawrence County
3843,91,13647,NY,St. Lawrence County
3844,2261,13648,NY,Lewis County
3845,1612,13650,NY,Jefferson County
3846,159,13651,NY,Jefferson County
3847,1785,13652,NY,St. Lawrence County
3848,3032,13654,NY,St. Lawrence County
3849,3429,13655,NY,St. Lawrence County
3850,2840,13656,NY,Jefferson County
3851,2137,13658,NY,St. Lawrence County
3852,527,13659,NY,Jefferson County
3853,1781,13660,NY,St. Lawrence County
3854,1438,13661,NY,Jefferson County
3855,16517,13662,NY,St. Lawrence County
3856,357,13664,NY,St. Lawrence County
3857,881,13665,NY,Jefferson County
3858,211,13666,NY,St. Lawrence County
3859,3025,13667,NY,St. Lawrence County
3860,3470,13668,NY,St. Lawrence County
3861,16103,13669,NY,St. Lawrence County
3862,410,13670,NY,St. Lawrence County
3863,900,13672,NY,St. Lawrence County
3864,2168,13673,NY,Jefferson County
3865,141,13674,NY,Jefferson County
3866,92,13675,NY,Jefferson County
3867,17060,13676,NY,St. Lawrence County
3868,85,13677,NY,St. Lawrence County
3869,263,13678,NY,St. Lawrence County
3870,1969,13679,NY,Jefferson County
3871,1470,13680,NY,St. Lawrence County
3872,735,13681,NY,St. Lawrence County
3873,978,13682,NY,Jefferson County
3874,1188,13684,NY,St. Lawrence County
3875,2299,13685,NY,Jefferson County
3876,481,13687,NY,St. Lawrence County
3877,741,13690,NY,St. Lawrence County
3878,2953,13691,NY,Jefferson County
3879,43,13692,NY,Jefferson County
3880,511,13693,NY,Jefferson County
3881,1437,13694,NY,St. Lawrence County
3882,141,13695,NY,St. Lawrence County
3883,30,13696,NY,St. Lawrence County
3884,2068,13697,NY,St. Lawrence County
3885,2799,13730,NY,Chenango County
3886,1024,13731,NY,Delaware County
3887,7862,13732,NY,Tioga County
3888,4939,13733,NY,Chenango County
3889,2140,13734,NY,Tioga County
3890,2062,13736,NY,Tioga County
3891,826,13739,NY,Delaware County
3892,499,13740,NY,Delaware County
3893,3746,13743,NY,Tioga County
3894,1175,13744,NY,Broome County
3895,1987,13746,NY,Broome County
3896,3795,13748,NY,Broome County
3897,840,13750,NY,Delaware County
3898,167,13751,NY,Delaware County
3899,809,13752,NY,Delaware County
3900,5597,13753,NY,Delaware County
3901,3337,13754,NY,Broome County
3902,1212,13755,NY,Delaware County
3903,447,13756,NY,Delaware County
3904,1106,13757,NY,Delaware County
3905,44320,13760,NY,Broome County
3906,334,13774,NY,Delaware County
3907,1626,13775,NY,Delaware County
3908,448,13776,NY,Otsego County
3909,436,13777,NY,Broome County
3910,5926,13778,NY,Chenango County
3911,860,13780,NY,Chenango County
3912,687,13782,NY,Delaware County
3913,2403,13783,NY,Delaware County
3914,107,13784,NY,Cortland County
3915,525,13786,NY,Delaware County
3916,3685,13787,NY,Broome County
3917,1014,13788,NY,Delaware County
3918,18034,13790,NY,Broome County
3919,29,13794,NY,Broome County
3920,3581,13795,NY,Broome County
3921,1456,13796,NY,Otsego County
3922,2235,13797,NY,Broome County
3923,1339,13801,NY,Chenango County
3924,598,13802,NY,Broome County
3925,4302,13803,NY,Cortland County
3926,578,13804,NY,Delaware County
3927,268,13806,NY,Delaware County
3928,1224,13807,NY,Otsego County
3929,1534,13808,NY,Otsego County
3930,2109,13809,NY,Chenango County
3931,1016,13810,NY,Otsego County
3932,4518,13811,NY,Tioga County
3933,2509,13812,NY,Tioga County
3934,631,13813,NY,Broome County
3935,13444,13815,NY,Chenango County
3936,22143,13820,NY,Otsego County
3937,3416,13825,NY,Otsego County
3938,13,13826,NY,Broome County
3939,11392,13827,NY,Tioga County
3940,5124,13830,NY,Chenango County
3941,679,13832,NY,Chenango County
3942,4067,13833,NY,Broome County
3943,158,13834,NY,Otsego County
3944,1285,13835,NY,Tioga County
3945,4732,13838,NY,Delaware County
3946,990,13839,NY,Delaware County
3947,628,13841,NY,Chenango County
3948,623,13842,NY,Delaware County
3949,2001,13843,NY,Chenango County
3950,930,13844,NY,Chenango County
3951,59,13845,NY,Tioga County
3952,270,13846,NY,Delaware County
3953,65,13847,NY,Delaware County
3954,3779,13849,NY,Otsego County
3955,22291,13850,NY,Broome County
3956,6258,13856,NY,Delaware County
3957,352,13859,NY,Otsego County
3958,95,13860,NY,Delaware County
3959,352,13861,NY,Otsego County
3960,4504,13862,NY,Broome County
3961,769,13863,NY,Cortland County
3962,1039,13864,NY,Tioga County
3963,6191,13865,NY,Broome County
3964,19160,13901,NY,Broome County
3965,6149,13902,NY,Broome County
3966,18099,13903,NY,Broome County
3967,9769,13904,NY,Broome County
3968,27767,13905,NY,Broome County
3969,9609,14001,NY,Erie County
3970,12363,14004,NY,Erie County
3971,1865,14005,NY,Genesee County
3972,9826,14006,NY,Erie County
3973,1450,14008,NY,Niagara County
3974,5368,14009,NY,Wyoming County
3975,9859,14011,NY,Wyoming County
3976,2453,14012,NY,Niagara County
3977,1742,14013,NY,Genesee County
3978,22725,14020,NY,Genesee County
3979,1770,14024,NY,Wyoming County
3980,2762,14025,NY,Erie County
3981,655,14026,NY,Erie County
3982,1558,14028,NY,Niagara County
3983,1663,14030,NY,Erie County
3984,10069,14031,NY,Erie County
3985,8187,14032,NY,Erie County
3986,2045,14033,NY,Erie County
3987,2957,14034,NY,Erie County
3988,103,14035,NY,Erie County
3989,5092,14036,NY,Genesee County
3990,912,14037,NY,Wyoming County
3991,108,14039,NY,Wyoming County
3992,2117,14040,NY,Genesee County
3993,179,14041,NY,Cattaraugus County
3994,3960,14042,NY,Cattaraugus County
3995,24004,14043,NY,Erie County
3996,6390,14047,NY,Erie County
3997,14349,14048,NY,Chautauqua County
3998,20108,14051,NY,Erie County
3999,16524,14052,NY,Erie County
4000,1288,14054,NY,Genesee County
4001,1536,14055,NY,Erie County
4002,8154,14057,NY,Erie County
4003,2036,14058,NY,Genesee County
4004,10087,14059,NY,Erie County
4005,349,14060,NY,Cattaraugus County
4006,307,14061,NY,Erie County
4007,3073,14062,NY,Chautauqua County
4008,14538,14063,NY,Chautauqua County
4009,1725,14065,NY,Cattaraugus County
4010,1101,14066,NY,Wyoming County
4011,5691,14067,NY,Niagara County
4012,7141,14068,NY,Erie County
4013,842,14069,NY,Erie County
4014,6356,14070,NY,Erie County
4015,20735,14072,NY,Erie County
4016,43112,14075,NY,Erie County
4017,4249,14080,NY,Erie County
4018,3154,14081,NY,Chautauqua County
4019,428,14082,NY,Wyoming County
4020,7308,14085,NY,Erie County
4021,32875,14086,NY,Erie County
4022,916,14091,NY,Erie County
4023,11399,14092,NY,Niagara County
4024,49463,14094,NY,Niagara County
4025,2876,14098,NY,Orleans County
4026,2181,14101,NY,Cattaraugus County
4027,1290,14102,NY,Erie County
4028,10601,14103,NY,Orleans County
4029,4303,14105,NY,Niagara County
4030,5756,14108,NY,Niagara County
4031,1174,14109,NY,Niagara County
4032,3738,14111,NY,Erie County
4033,0,14112,NY,Erie County
4034,560,14113,NY,Wyoming County
4035,44864,14120,NY,Niagara County
4036,3798,14125,NY,Genesee County
4037,510,14126,NY,Niagara County
4038,30578,14127,NY,Erie County
4039,1539,14129,NY,Cattaraugus County
4040,128,14130,NY,Wyoming County
4041,5382,14131,NY,Niagara County
4042,6171,14132,NY,Niagara County
4043,125,14134,NY,Erie County
4044,114,14135,NY,Chautauqua County
4045,5157,14136,NY,Chautauqua County
4046,2152,14138,NY,Cattaraugus County
4047,2417,14139,NY,Erie County
4048,7424,14141,NY,Erie County
4049,1208,14143,NY,Genesee County
4050,1744,14145,NY,Wyoming County
4051,41095,14150,NY,Erie County
4052,1759,14167,NY,Wyoming County
4053,96,14168,NY,Cattaraugus County
4054,201,14169,NY,Erie County
4055,2655,14170,NY,Erie County
4056,2054,14171,NY,Cattaraugus County
4057,2999,14172,NY,Niagara County
4058,396,14173,NY,Cattaraugus County
4059,5412,14174,NY,Niagara County
4060,11711,14201,NY,Erie County
4061,3419,14202,NY,Erie County
4062,1807,14203,NY,Erie County
4063,8687,14204,NY,Erie County
4064,20352,14206,NY,Erie County
4065,23383,14207,NY,Erie County
4066,11514,14208,NY,Erie County
4067,7693,14209,NY,Erie County
4068,14379,14210,NY,Erie County
4069,22017,14211,NY,Erie County
4070,10611,14212,NY,Erie County
4071,24258,14213,NY,Erie County
4072,20381,14214,NY,Erie County
4073,39458,14215,NY,Erie County
4074,22171,14216,NY,Erie County
4075,22815,14217,NY,Erie County
4076,18912,14218,NY,Erie County
4077,11501,14219,NY,Erie County
4078,24132,14220,NY,Erie County
4079,54603,14221,NY,Erie County
4080,14377,14222,NY,Erie County
4081,23111,14223,NY,Erie County
4082,40660,14224,NY,Erie County
4083,33273,14225,NY,Erie County
4084,29414,14226,NY,Erie County
4085,22657,14227,NY,Erie County
4086,21533,14228,NY,Erie County
4087,5817,14261,NY,Erie County
4088,12730,14301,NY,Niagara County
4089,48,14302,NY,Niagara County
4090,5655,14303,NY,Niagara County
4091,29409,14304,NY,Niagara County
4092,16682,14305,NY,Niagara County
4093,14424,14411,NY,Orleans County
4094,7046,14414,NY,Livingston County
4095,173,14415,NY,Yates County
4096,3550,14416,NY,Genesee County
4097,1339,14418,NY,Yates County
4098,20795,14420,NY,Monroe County
4099,2434,14422,NY,Genesee County
4100,4816,14423,NY,Livingston County
4101,27330,14424,NY,Ontario County
4102,11860,14425,NY,Ontario County
4103,2156,14427,NY,Wyoming County
4104,7837,14428,NY,Monroe County
4105,6237,14432,NY,Ontario County
4106,4375,14433,NY,Wayne County
4107,2910,14435,NY,Livingston County
4108,11484,14437,NY,Livingston County
4109,457,14441,NY,Yates County
4110,7978,14445,NY,Monroe County
4111,41191,14450,NY,Monroe County
4112,11256,14454,NY,Livingston County
4113,19522,14456,NY,Ontario County
4114,530,14462,NY,Livingston County
4115,7538,14464,NY,Monroe County
4116,1910,14466,NY,Ontario County
4117,10782,14467,NY,Monroe County
4118,18547,14468,NY,Monroe County
4119,6207,14469,NY,Ontario County
4120,7848,14470,NY,Orleans County
4121,2550,14471,NY,Ontario County
4122,8303,14472,NY,Monroe County
4123,260,14475,NY,Ontario County
4124,2246,14476,NY,Orleans County
4125,1740,14477,NY,Orleans County
4126,1566,14478,NY,Yates County
4127,252,14479,NY,Orleans County
4128,808,14480,NY,Livingston County
4129,1798,14481,NY,Livingston County
4130,8278,14482,NY,Genesee County
4131,4323,14485,NY,Livingston County
4132,361,14486,NY,Livingston County
4133,5874,14487,NY,Livingston County
4134,7073,14489,NY,Wayne County
4135,10866,14502,NY,Wayne County
4136,1910,14504,NY,Ontario County
4137,5065,14505,NY,Wayne County
4138,1404,14506,NY,Monroe County
4139,1272,14507,NY,Yates County
4140,4651,14510,NY,Livingston County
4141,334,14511,NY,Monroe County
4142,4592,14512,NY,Ontario County
4143,13740,14513,NY,Wayne County
4144,6784,14514,NY,Monroe County
4145,2547,14516,NY,Wayne County
4146,3163,14517,NY,Livingston County
4147,11774,14519,NY,Wayne County
4148,2454,14521,NY,Seneca County
4149,9232,14522,NY,Wayne County
4150,2751,14525,NY,Genesee County
4151,20329,14526,NY,Monroe County
4152,12738,14527,NY,Yates County
4153,190,14529,NY,Steuben County
4154,5289,14530,NY,Wyoming County
4155,4611,14532,NY,Ontario County
4156,1820,14533,NY,Livingston County
4157,32195,14534,NY,Monroe County
4158,537,14536,NY,Wyoming County
4159,194,14537,NY,Ontario County
4160,186,14539,NY,Livingston County
4161,4317,14541,NY,Seneca County
4162,42,14542,NY,Wayne County
4163,3186,14543,NY,Monroe County
4164,2242,14544,NY,Yates County
4165,213,14545,NY,Livingston County
4166,4834,14546,NY,Monroe County
4167,3548,14548,NY,Ontario County
4168,48,14549,NY,Wyoming County
4169,1774,14550,NY,Wyoming County
4170,5339,14551,NY,Wayne County
4171,1115,14555,NY,Wayne County
4172,18423,14559,NY,Monroe County
4173,2091,14560,NY,Livingston County
4174,2896,14561,NY,Ontario County
4175,14789,14564,NY,Ontario County
4176,6085,14568,NY,Wayne County
4177,6084,14569,NY,Wyoming County
4178,1142,14571,NY,Orleans County
4179,4968,14572,NY,Steuben County
4180,51928,14580,NY,Monroe County
4181,75,14585,NY,Ontario County
4182,11267,14586,NY,Monroe County
4183,677,14588,NY,Seneca County
4184,7618,14589,NY,Wayne County
4185,5198,14590,NY,Wayne County
4186,1557,14591,NY,Wyoming County
4187,152,14592,NY,Livingston County
4188,1690,14604,NY,Monroe County
4189,13199,14605,NY,Monroe County
4190,28704,14606,NY,Monroe County
4191,16675,14607,NY,Monroe County
4192,12399,14608,NY,Monroe County
4193,43762,14609,NY,Monroe County
4194,13781,14610,NY,Monroe County
4195,16531,14611,NY,Monroe County
4196,33905,14612,NY,Monroe County
4197,13232,14613,NY,Monroe County
4198,1179,14614,NY,Monroe County
4199,16375,14615,NY,Monroe County
4200,28280,14616,NY,Monroe County
4201,22848,14617,NY,Monroe County
4202,22705,14618,NY,Monroe County
4203,14787,14619,NY,Monroe County
4204,24902,14620,NY,Monroe County
4205,34095,14621,NY,Monroe County
4206,11952,14622,NY,Monroe County
4207,25923,14623,NY,Monroe County
4208,35694,14624,NY,Monroe County
4209,10354,14625,NY,Monroe County
4210,30500,14626,NY,Monroe County
4211,2506,14627,NY,Monroe County
4212,40070,14701,NY,Chautauqua County
4213,6198,14706,NY,Cattaraugus County
4214,193,14707,NY,Allegany County
4215,209,14708,NY,Allegany County
4216,1552,14709,NY,Allegany County
4217,3237,14710,NY,Chautauqua County
4218,2031,14711,NY,Allegany County
4219,3384,14712,NY,Chautauqua County
4220,524,14714,NY,Allegany County
4221,2824,14715,NY,Allegany County
4222,3114,14716,NY,Chautauqua County
4223,510,14717,NY,Allegany County
4224,2354,14718,NY,Chautauqua County
4225,3547,14719,NY,Cattaraugus County
4226,712,14720,NY,Chautauqua County
4227,119,14721,NY,Allegany County
4228,381,14722,NY,Chautauqua County
4229,1113,14723,NY,Chautauqua County
4230,2505,14724,NY,Chautauqua County
4231,2146,14726,NY,Cattaraugus County
4232,5137,14727,NY,Allegany County
4233,932,14728,NY,Chautauqua County
4234,813,14729,NY,Cattaraugus County
4235,1243,14731,NY,Cattaraugus County
4236,124,14732,NY,Chautauqua County
4237,3856,14733,NY,Chautauqua County
4238,2763,14735,NY,Allegany County
4239,243,14736,NY,Chautauqua County
4240,4139,14737,NY,Cattaraugus County
4241,3531,14738,NY,Chautauqua County
4242,2766,14739,NY,Allegany County
4243,1367,14740,NY,Chautauqua County
4244,2297,14741,NY,Cattaraugus County
4245,316,14742,NY,Chautauqua County
4246,1683,14743,NY,Cattaraugus County
4247,2259,14744,NY,Allegany County
4248,2229,14747,NY,Chautauqua County
4249,742,14748,NY,Cattaraugus County
4250,4300,14750,NY,Chautauqua County
4251,198,14752,NY,Chautauqua County
4252,1041,14753,NY,Cattaraugus County
4253,585,14754,NY,Allegany County
4254,3122,14755,NY,Cattaraugus County
4255,103,14756,NY,Chautauqua County
4256,3405,14757,NY,Chautauqua County
4257,18235,14760,NY,Cattaraugus County
4258,1913,14767,NY,Chautauqua County
4259,927,14769,NY,Chautauqua County
4260,2836,14770,NY,Cattaraugus County
4261,3916,14772,NY,Cattaraugus County
4262,143,14774,NY,Allegany County
4263,2461,14775,NY,Chautauqua County
4264,550,14777,NY,Allegany County
4265,1428,14778,NY,Cattaraugus County
4266,6672,14779,NY,Cattaraugus County
4267,2119,14781,NY,Chautauqua County
4268,2549,14782,NY,Chautauqua County
4269,351,14783,NY,Cattaraugus County
4270,718,14784,NY,Chautauqua County
4271,4929,14787,NY,Chautauqua County
4272,209,14788,NY,Cattaraugus County
4273,5611,14801,NY,Steuben County
4274,4273,14802,NY,Allegany County
4275,855,14803,NY,Allegany County
4276,1464,14804,NY,Allegany County
4277,1049,14805,NY,Schuyler County
4278,2267,14806,NY,Allegany County
4279,2836,14807,NY,Steuben County
4280,494,14808,NY,Steuben County
4281,2363,14809,NY,Steuben County
4282,12621,14810,NY,Steuben County
4283,3231,14812,NY,Schuyler County
4284,2449,14813,NY,Allegany County
4285,1850,14814,NY,Chemung County
4286,988,14815,NY,Schuyler County
4287,519,14816,NY,Chemung County
4288,2494,14817,NY,Tompkins County
4289,1804,14818,NY,Schuyler County
4290,801,14819,NY,Steuben County
4291,834,14820,NY,Steuben County
4292,3193,14821,NY,Steuben County
4293,1297,14822,NY,Allegany County
4294,3660,14823,NY,Steuben County
4295,424,14824,NY,Schuyler County
4296,781,14825,NY,Chemung County
4297,1982,14826,NY,Steuben County
4298,98,14827,NY,Steuben County
4299,19965,14830,NY,Steuben County
4300,910,14836,NY,Livingston County
4301,5653,14837,NY,Yates County
4302,2056,14838,NY,Chemung County
4303,819,14839,NY,Steuben County
4304,2866,14840,NY,Steuben County
4305,599,14841,NY,Schuyler County
4306,940,14842,NY,Yates County
4307,12968,14843,NY,Steuben County
4308,20728,14845,NY,Chemung County
4309,824,14846,NY,Livingston County
4310,2388,14847,NY,Seneca County
4311,66159,14850,NY,Tompkins County
4312,2864,14853,NY,Tompkins County
4313,28,14854,NY,Tompkins County
4314,1083,14855,NY,Steuben County
4315,234,14856,NY,Steuben County
4316,1627,14858,NY,Steuben County
4317,723,14859,NY,Tioga County
4318,1235,14860,NY,Seneca County
4319,1215,14861,NY,Chemung County
4320,1156,14864,NY,Chemung County
4321,3005,14865,NY,Schuyler County
4322,5800,14867,NY,Tompkins County
4323,1359,14869,NY,Schuyler County
4324,9938,14870,NY,Steuben County
4325,5294,14871,NY,Chemung County
4326,769,14872,NY,Chemung County
4327,2662,14873,NY,Steuben County
4328,255,14874,NY,Steuben County
4329,372,14877,NY,Steuben County
4330,603,14878,NY,Schuyler County
4331,1999,14879,NY,Steuben County
4332,1407,14880,NY,Allegany County
4333,287,14881,NY,Tompkins County
4334,3985,14882,NY,Tompkins County
4335,3920,14883,NY,Tioga County
4336,223,14884,NY,Allegany County
4337,748,14885,NY,Steuben County
4338,7269,14886,NY,Tompkins County
4339,1779,14889,NY,Chemung County
4340,4310,14891,NY,Schuyler County
4341,8299,14892,NY,Tioga County
4342,6,14893,NY,Steuben County
4343,1325,14894,NY,Chemung County
4344,9446,14895,NY,Allegany County
4345,846,14897,NY,Allegany County
4346,1826,14898,NY,Steuben County
