median,stdev,lat,lon,clean_mean,zip_code
300000.0,59449.0,42.3091,-72.6678,85456.0,01060
58099.0,62845.0,42.3283,-72.7039,71196.0,01062
44303.0,40190.0,42.1794,-72.2776,51620.0,01069
35026.0,46129.0,42.229,-72.594,48722.0,01075
67100.0,39426.0,42.0536,-72.7439,69112.0,01077
61018.5,52641.5,42.0666,-72.2047,76255.5,01081
34842.0,44985.0,42.2531,-72.2274,48871.0,01082
124294.67,37881.67,42.1288,-72.7502,48966.0,01085
75808.5,50981.0,42.1206,-72.6574,77029.0,01089
42432.0,29343.0,42.2002,-72.1998,48020.0,01092
55056.0,54441.0,42.4542,-72.6109,71528.0,01093
99507.0,79273.0,42.1124,-72.4301,107530.0,01095
34320.5,37990.0,42.1261,-72.5829,42570.5,01104
14062.0,27882.0,42.0993,-72.5828,23653.5,01105
110033.0,83548.0,42.0536,-72.5484,116693.0,01106
48246.5,62383.5,42.1222,-72.6127,72001.5,01107
87980.25,37668.25,42.084,-72.5542,45025.5,01108
121060.0,33400.0,42.1196,-72.5504,42481.0,01109
43889.0,55908.0,42.0898,-72.528,67822.0,01118
174129.0,45981.0,42.1242,-72.5079,61897.5,01119
29504.5,34685.0,42.1556,-72.5,38367.0,01151
37595.0,39358.2,42.4491,-73.2483,51498.8,01201
35394.0,39972.0,42.6357,-73.1108,51301.0,01220
64745.0,52526.0,42.325,-73.1108,73612.0,01223
53122.0,46053.0,42.5651,-73.1491,62695.0,01225
32115.0,57210.0,42.302,-73.323,55825.0,01230
63726.0,44107.0,42.5359,-73.2411,69196.0,01237
94260.0,70871.0,42.3032,-73.2339,104263.0,01238
52344.0,66226.0,42.3679,-73.2698,74653.0,01240
20493.0,18274.0,42.6985,-73.0843,24461.0,01247
47080.0,56072.0,42.4076,-71.0509,64826.0,01249
59823.0,57312.0,42.1524,-73.114,74902.0,01253
186587.0,54260.5,42.101,-73.3009,68132.0,01257
69776.0,77153.0,42.7089,-73.2014,90115.0,01267
50154.0,44371.0,42.6019,-72.5981,61561.0,01301
62524.0,60828.0,42.526,-72.7568,79780.0,01330
44592.0,37081.0,42.5941,-72.2245,52016.0,01331
66948.0,45100.0,42.6726,-72.5669,73433.0,01337
39215.0,44147.0,42.6029,-72.3152,50155.0,01364
78174.0,58106.0,42.518,-72.6131,86049.0,01373
300000.0,34858.0,42.5966,-72.5612,50964.0,01376
111213.0,41410.75,42.5839,-71.8004,54553.25,01420
84920.0,52538.0,42.6763,-71.8325,85750.0,01431
114277.0,74673.0,42.5629,-71.5801,116236.0,01432
37257.67,36846.67,42.581,-71.9904,46945.67,01440
99801.0,81057.0,42.6191,-71.5383,116936.0,01450
300000.0,79075.0,42.5043,-71.5885,143484.0,01451
47942.33,45298.33,42.5248,-71.7498,55125.0,01453
79207.0,67760.0,42.5345,-71.4721,91817.0,01460
89214.0,60787.0,42.6026,-71.7409,98918.0,01462
300000.0,56617.0,42.5635,-72.0755,83602.0,01468
95132.0,64184.0,42.6384,-71.7146,107414.0,01469
300000.0,55737.0,42.5546,-71.9054,104307.0,01473
300000.0,42969.0,42.6644,-72.0275,46502.0,01475
60190.0,55673.0,42.2149,-71.8346,77291.0,01501
125022.0,57213.0,42.125,-71.9514,112818.0,01507
50276.0,52642.0,42.418,-71.6777,64043.0,01510
300000.0,72300.0,42.3278,-71.8209,118645.0,01520
300000.0,58261.0,42.2404,-71.8896,87385.0,01524
56087.5,58106.5,42.1962,-71.7665,75455.0,01527
106872.0,78150.5,42.3234,-71.6257,121888.5,01532
61931.0,53135.5,42.2694,-72.0755,75147.0,01535
87279.0,63629.0,42.2591,-71.7062,101513.0,01536
300000.0,34604.0,42.1355,-71.8565,56404.0,01540
300000.0,64752.0,42.2936,-71.6951,136849.0,01545
181494.5,48322.5,42.0588,-72.0373,69361.5,01550
60640.0,76784.0,42.1763,-71.6824,92109.0,01560
36772.0,36297.0,42.2486,-71.9931,45163.0,01562
97858.5,69071.5,42.4479,-71.776,112346.5,01564
57130.0,63687.0,42.1244,-72.0793,79570.0,01566
57452.0,59180.0,42.1526,-71.6468,76887.0,01568
300000.0,65629.0,42.0564,-71.6404,124378.0,01569
68440.0,64486.0,42.0544,-71.8418,85824.0,01570
48194.0,43246.5,42.0508,-71.8867,56924.0,01571
300000.0,73840.0,42.2588,-71.655,142576.0,01581
102279.0,73444.0,42.3746,-71.7863,115656.0,01583
63671.0,58177.0,42.1188,-71.6725,74814.0,01588
172243.0,51416.0,42.2758,-71.8535,68931.0,01602
51840.25,50463.0,42.2442,-71.8415,64412.0,01603
34873.75,38881.25,42.2532,-71.7875,47648.25,01604
76986.0,72962.5,42.2881,-71.808,93830.5,01605
209145.0,45694.67,42.3067,-71.7865,66872.0,01606
300000.0,50643.0,42.2288,-71.7749,74550.0,01607
30459.33,32498.67,42.2636,-71.8048,37215.0,01609
30332.0,26437.0,42.245,-71.8264,32247.0,01610
88986.0,72067.0,42.3117,-71.9403,111571.0,01612
191803.25,63887.25,42.3255,-71.4254,94555.25,01701
77895.0,47518.0,42.2684,-71.4289,77812.0,01702
124665.0,73967.0,42.465,-71.4298,118890.0,01720
300000.0,71706.0,42.2762,-71.4822,80009.0,01721
122331.0,77072.0,42.4917,-71.2941,136709.0,01730
300000.0,73934.0,42.4399,-71.6019,148988.0,01740
152284.0,81996.0,42.5366,-71.3618,151855.0,01741
230164.5,88143.0,42.4602,-71.3583,136270.0,01742
173074.0,71018.33,42.2006,-71.4426,111854.33,01746
156100.0,69951.0,42.2204,-71.5721,146861.0,01748
85099.5,61618.5,42.3899,-71.5418,90736.5,01749
149935.67,57045.0,42.3454,-71.5417,90568.0,01752
300000.0,79698.0,42.4198,-71.451,109797.0,01754
63325.0,58228.67,42.1456,-71.5207,74948.33,01757
161122.0,71400.5,42.291,-71.3653,124697.5,01760
157833.0,75415.0,42.3009,-71.5474,157890.0,01772
135560.5,76704.0,42.4323,-71.5153,133513.5,01775
236812.5,76243.5,42.3747,-71.4327,163820.5,01776
152287.5,83001.0,42.3563,-71.3532,148946.5,01778
246367.0,61672.75,42.4809,-71.1622,95390.0,01801
300000.0,65384.0,42.5085,-71.2159,109749.0,01803
300000.0,77270.5,42.6687,-71.1795,124116.0,01810
104211.33,63601.67,42.547,-71.2576,108409.0,01821
100969.67,72067.0,42.6085,-71.3394,108921.33,01824
153099.67,57090.67,42.6788,-71.3197,91643.33,01826
300000.0,72050.0,42.6761,-71.4998,130749.0,01827
75904.0,56596.5,42.7899,-71.1229,84106.5,01832
107616.0,65945.0,42.7338,-70.9601,113770.0,01833
49216.0,54233.25,42.7688,-71.0739,63413.0,01835
70899.0,46820.5,42.7129,-71.1717,56745.75,01841
43771.0,39438.0,42.6921,-71.1595,53497.5,01843
145094.67,62598.33,42.7386,-71.1808,93444.67,01844
173719.67,72186.0,42.6833,-71.1015,123752.33,01845
62200.5,50241.0,42.6538,-71.3037,70089.5,01850
53678.0,58745.67,42.6308,-71.329,67781.0,01851
50080.0,46972.75,42.6326,-71.3044,60415.75,01852
51250.5,44780.0,42.6434,-71.3341,55849.5,01854
111509.0,68043.5,42.5837,-71.0958,119524.0,01864
66015.25,61150.5,42.5173,-71.6372,80718.0,01867
300000.0,60726.5,42.6019,-71.2262,97553.5,01876
80976.5,60484.5,42.4916,-71.0731,92194.5,01880
300000.0,56586.0,42.6324,-71.4324,103763.0,01886
111923.0,71083.0,42.5421,-71.1842,118001.0,01887
193632.33,85007.67,42.451,-71.1351,142924.0,01890
91024.2,48665.4,42.4725,-70.9388,58588.0,01902
89547.0,65150.0,42.4905,-70.9626,103387.0,01904
47227.0,54263.25,42.4627,-70.977,63387.25,01905
154113.0,59972.33,42.4726,-71.0194,85212.0,01906
188940.5,66410.0,42.4829,-70.92,102229.0,01907
27757.0,79884.0,42.4283,-70.926,73644.0,01908
69529.0,48573.0,42.8431,-70.9246,76628.5,01913
124445.0,69922.75,42.5555,-70.8579,90636.5,01915
300000.0,51620.0,42.5606,-70.9393,68430.0,01923
107466.0,70356.0,42.6404,-70.7712,108593.0,01929
105025.25,48647.5,42.5965,-70.6615,62287.75,01930
68330.0,72017.0,42.6715,-70.8007,87956.0,01938
133318.0,80695.0,42.5473,-71.0538,139750.0,01940
99289.33,64595.0,42.5064,-70.8498,106954.33,01945
75285.0,69485.0,42.6007,-71.0308,99395.0,01949
68046.0,76517.0,42.8081,-70.8783,93792.0,01950
300000.0,68217.0,42.7704,-70.8724,106307.0,01951
57283.0,48275.0,42.8573,-70.8762,72345.0,01952
64093.6,59982.2,42.5268,-70.9454,78500.2,01960
57795.0,61827.0,42.6407,-70.6202,80000.0,01966
60446.25,53719.0,42.5137,-70.8944,72287.75,01970
300000.0,83764.0,42.6414,-70.9434,130593.5,01983
300000.0,80912.0,42.6006,-70.8833,132348.0,01984
300000.0,70069.0,42.7996,-70.9644,132284.0,01985
300000.0,59315.0,42.0335,-71.5119,105102.0,02019
115347.0,78362.5,42.1963,-71.1288,132835.5,02021
92287.0,61851.0,42.2624,-70.7989,94831.0,02025
69897.0,70649.5,42.2367,-71.1559,95495.0,02026
183108.0,81331.0,42.2342,-71.2912,166918.0,02030
114549.0,77911.0,42.1569,-71.2162,133200.0,02032
199262.0,76484.0,42.0797,-71.3986,141997.67,02038
112759.0,78466.0,42.2503,-70.9062,121290.0,02043
300000.0,66039.0,42.3402,-70.8833,82780.0,02045
186363.0,64995.5,42.0384,-71.2042,89936.5,02048
169465.33,74592.33,42.1115,-70.7165,122255.67,02050
300000.0,75845.0,42.2028,-71.3157,142624.0,02052
300000.0,74385.0,42.1562,-71.4303,130026.0,02053
89013.0,82822.0,42.1168,-71.3169,113690.0,02056
114268.0,78012.0,42.1695,-70.8357,121653.0,02061
173179.0,63358.0,42.1923,-71.2026,105795.67,02062
126555.0,73034.0,42.1975,-70.7967,130056.0,02066
300000.0,69989.5,42.1216,-71.1865,139553.0,02067
88850.5,62666.0,42.1223,-71.1023,95042.5,02072
190948.5,65183.0,42.0925,-71.2484,105385.5,02081
300000.0,78277.0,42.2062,-71.228,145265.0,02090
82284.0,68723.0,42.0532,-71.3081,98077.0,02093
18656.0,72229.0,42.3487,-71.0609,58797.0,02111
79838.33,73382.0,42.3658,-71.058,96815.67,02113
35094.0,55085.0,42.3399,-71.0896,54187.0,02115
95452.33,82901.67,42.3517,-71.0776,117380.0,02116
81842.0,84318.0,42.3412,-71.081,99241.5,02118
31117.0,43502.0,42.325,-71.0817,42292.5,02119
44566.0,46244.0,42.3318,-71.1018,55053.33,02120
32098.67,38773.67,42.3105,-71.0852,42972.33,02121
71646.5,54419.5,42.2945,-71.0517,77838.25,02122
92569.4,57658.0,42.289,-71.074,75882.0,02124
38259.83,58294.33,42.3172,-71.0582,56183.83,02125
138577.0,47226.0,42.2753,-71.0937,69484.0,02126
73718.0,64518.0,42.3379,-71.045,90494.67,02127
46135.8,44196.6,42.3776,-71.0196,59071.8,02128
91786.0,78619.5,42.3771,-71.0602,110649.5,02129
106100.17,65424.5,42.3069,-71.1185,97116.5,02130
53927.0,36392.0,42.2846,-71.1149,59719.67,02131
181417.75,70266.0,42.2724,-71.1585,102057.25,02132
124598.0,48316.67,42.3528,-71.1367,55446.67,02134
47090.0,56273.67,42.3466,-71.1572,63251.0,02135
45020.0,48925.5,42.2582,-71.1236,54998.5,02136
114959.5,66695.0,42.376,-71.1333,92285.25,02138
52672.4,59484.6,42.366,-71.1051,67326.6,02139
68782.0,77184.0,42.3927,-71.1322,94152.5,02140
36520.0,68794.0,42.3646,-71.0901,66474.0,02141
300000.0,63898.0,42.3835,-71.0951,110267.0,02143
121594.6,58079.2,42.4017,-71.12,87139.6,02144
57819.67,58877.67,42.3853,-71.0952,77454.67,02145
40703.5,46999.5,42.4318,-71.0563,55729.67,02148
139240.33,49402.33,42.4121,-71.0481,62612.33,02149
41040.33,45061.33,42.3912,-71.0312,55533.67,02150
98103.4,43931.0,42.4185,-71.0079,61097.6,02151
76010.25,67459.5,42.3744,-70.9873,95898.25,02152
207928.2,57614.2,42.42,-71.1038,90494.6,02155
121216.0,51877.6,42.2512,-70.9927,81179.8,02169
82270.0,67826.0,42.2604,-71.0166,92879.0,02170
81711.67,63220.33,42.2856,-71.0241,89608.33,02171
225745.33,69551.0,42.4568,-71.0543,121412.33,02176
180713.0,66230.5,42.489,-71.0945,90131.5,02180
81455.75,61071.5,42.2118,-70.9967,95531.25,02184
300000.0,77099.0,42.2581,-71.0726,132958.5,02186
45309.0,55639.0,42.2114,-70.9575,58109.0,02188
48573.0,34062.0,42.2138,-70.9374,59112.0,02189
34650.5,37020.5,42.1549,-70.933,48119.5,02190
59558.5,58558.5,42.2445,-70.946,75842.5,02191
28194.33,44787.0,42.3486,-71.1034,41144.33,02215
108020.12,44161.38,42.0745,-71.0343,58985.25,02301
300000.0,50168.33,42.0913,-70.9935,74180.0,02302
188048.5,53761.5,42.1325,-71.054,92888.5,02322
70037.0,72596.0,41.9816,-71.0128,87763.0,02324
300000.0,63263.0,41.9122,-70.7866,119269.0,02330
119460.5,86225.5,42.0329,-70.6813,132395.0,02332
300000.0,70823.33,41.995,-70.9304,118081.33,02333
121376.0,68487.0,42.1329,-70.8687,128679.0,02339
87815.5,62103.0,42.0582,-70.8663,95041.5,02341
189374.5,69934.0,42.1533,-70.997,117238.5,02343
72818.0,46863.0,41.927,-70.9263,80881.0,02346
132817.0,53586.0,41.8148,-70.9899,131209.0,02347
300000.0,55209.0,42.1263,-70.978,122831.0,02351
69526.0,63457.0,42.0461,-70.8251,85787.0,02359
112241.43,59624.14,41.9154,-70.6319,90388.29,02360
300000.0,61644.0,42.0027,-70.7419,83744.0,02364
186804.0,48861.5,42.1657,-71.0488,80143.0,02368
77782.0,45083.0,42.1165,-70.9081,82704.0,02370
93621.5,67637.0,42.0148,-71.1032,106066.0,02375
300000.0,70850.0,42.0876,-70.9345,87082.0,02382
160361.0,80625.0,42.472,-71.2279,157533.0,02420
142702.5,81148.5,42.4377,-71.2455,143482.0,02421
56602.0,63874.0,42.3327,-71.124,75273.67,02445
78981.0,90474.0,42.3469,-71.1196,117089.0,02446
42590.5,66479.5,42.377,-71.2524,73109.5,02451
97462.0,60032.0,42.4052,-71.2573,100586.0,02452
157816.33,67081.0,42.3732,-71.2241,97158.0,02453
300000.0,69411.0,42.3609,-71.201,123219.0,02458
259501.67,86226.0,42.3381,-71.1861,140254.33,02459
123287.0,77091.0,42.3541,-71.2201,130485.0,02460
92604.0,73620.0,42.315,-71.2118,102818.0,02461
300000.0,78402.0,42.3477,-71.2282,153619.0,02465
81577.33,74321.0,42.3232,-71.1508,96915.67,02467
229034.33,74788.0,42.3695,-71.1909,118624.33,02472
101298.5,74198.0,42.4156,-71.152,106667.0,02474
205734.0,76876.75,42.4146,-71.1789,132109.75,02476
138354.33,73809.0,42.3914,-71.1692,142314.67,02478
300000.0,62438.0,42.3036,-71.2712,170658.0,02481
300000.0,80719.0,42.2882,-71.2955,169048.0,02482
230166.5,76133.5,42.2726,-71.2247,139998.0,02492
300000.0,77418.0,42.345,-71.2949,175409.0,02493
126674.0,75727.0,42.3028,-71.2317,145404.0,02494
63438.0,60366.0,41.7457,-70.5997,78998.0,02532
300000.0,66638.0,41.5778,-70.5576,73485.0,02536
300000.0,66667.0,41.7421,-70.4343,86671.0,02537
61248.0,57746.0,41.3777,-70.5221,82883.0,02539
140099.67,61745.33,41.5675,-70.6277,87954.67,02540
135315.75,56952.25,41.2708,-70.0378,93951.25,02554
300000.0,79851.0,41.6275,-70.6315,115636.0,02556
300000.0,35620.0,41.4586,-70.6135,56044.0,02568
47583.0,44618.5,41.7414,-70.7124,53904.5,02571
300000.0,60855.0,41.7688,-70.7546,118792.0,02576
181855.0,56255.5,41.6457,-70.2849,76834.5,02601
73826.0,70626.0,41.7435,-70.1009,90841.0,02631
55908.5,57412.5,41.657,-70.3458,68893.0,02632
59709.0,60646.0,41.6909,-69.9976,84372.0,02633
69197.0,63813.0,41.8251,-69.9762,86417.0,02642
300000.0,54724.0,41.7038,-70.4903,94191.0,02644
47832.67,60867.0,41.6822,-70.0752,62842.0,02645
86364.0,75458.0,41.6804,-70.4223,103792.0,02648
70824.0,79965.0,41.5711,-70.4888,97436.0,02649
48438.0,67719.0,41.7662,-69.9415,74492.0,02653
59958.0,54659.0,42.0598,-70.2004,74005.0,02657
59933.0,57115.0,41.697,-70.1545,67812.0,02660
36313.0,61469.0,41.6544,-70.2047,54076.0,02664
54579.5,60220.0,41.7147,-70.237,76551.5,02673
219289.67,53775.33,41.9215,-71.3077,90517.0,02703
78649.0,53808.0,41.8295,-71.1518,90956.0,02715
111071.0,66541.0,41.7804,-71.0494,119120.0,02717
300000.0,55822.5,41.6472,-70.8839,90768.0,02719
50148.33,40256.67,41.7147,-71.1463,57672.67,02720
36610.0,36747.6,41.6811,-71.1635,45866.6,02721
40360.33,44354.33,41.6849,-71.1274,52474.33,02723
56220.0,48549.0,41.72,-71.1794,65421.0,02725
300000.0,53573.0,41.7567,-71.1447,102387.0,02726
78548.5,82101.5,41.7,-70.7536,104407.0,02738
97274.0,67616.0,41.6614,-70.812,104563.0,02739
37965.67,48854.0,41.6279,-70.9366,53580.83,02740
23301.0,33060.0,41.6122,-70.9137,36694.0,02744
50097.0,35929.0,41.6908,-70.9326,55532.67,02745
18550.0,28129.67,41.6576,-70.9338,28247.0,02746
73608.0,45080.0,41.6889,-71.0097,77717.0,02747
83611.0,56937.0,41.5981,-70.9801,89754.0,02748
173795.67,66425.0,41.9712,-71.3239,114960.33,02760
300000.0,66291.0,41.9767,-71.2226,84024.0,02766
84068.0,63955.0,41.9155,-71.0223,94539.0,02767
156806.67,62859.0,41.8216,-71.3222,101419.67,02771
300000.0,42788.0,41.7152,-71.2099,98261.0,02777
120489.75,50690.0,41.9056,-71.0964,76927.25,02780
66782.0,60387.0,41.6599,-71.0974,78260.0,02790
300000.0,55038.0,41.4677,-71.7809,64346.0,02804
192257.5,75974.5,41.7287,-71.3239,131964.5,02806
300000.0,37282.0,41.1768,-71.5771,76518.0,02807
79014.0,60754.0,41.6923,-71.2458,91658.0,02809
300000.0,83102.0,41.7692,-71.6921,129181.0,02815
78160.0,53059.5,41.6914,-71.6175,89353.5,02816
101405.5,77850.5,41.6445,-71.4954,117738.0,02818
66860.0,63315.0,41.9668,-71.7206,84854.5,02830
300000.0,67473.0,41.4791,-71.7579,73111.0,02832
95091.0,70512.0,41.5101,-71.3784,108607.0,02835
71989.0,65211.0,41.5188,-71.1672,85901.0,02837
90644.0,74621.0,41.9588,-71.4757,104505.0,02838
171616.0,63863.0,41.487,-71.313,88872.0,02840
63863.67,53161.67,41.524,-71.2847,76219.67,02842
83344.0,58760.67,41.57,-71.4544,95488.67,02852
94429.5,68404.5,41.8461,-71.6849,107001.0,02857
89854.0,46924.4,41.8722,-71.3874,54274.8,02860
170594.5,50926.5,41.8877,-71.3576,61266.25,02861
24841.0,22575.0,41.8944,-71.3893,31196.0,02863
37421.0,49356.33,41.9255,-71.3956,56657.33,02864
90622.0,56081.0,41.9089,-71.4138,96984.0,02865
73834.0,63954.0,41.6311,-71.2354,93070.0,02871
300000.0,59599.0,42.005,-71.5729,104342.0,02876
112847.6,64924.8,41.4378,-71.4951,91862.8,02879
70454.5,61370.5,41.7191,-71.2738,83266.5,02885
67275.25,54889.0,41.7015,-71.4655,77013.5,02886
186596.0,62432.5,41.7484,-71.3909,90569.5,02888
52733.0,45312.33,41.7003,-71.3793,59157.0,02889
79591.5,65727.25,41.3481,-71.7905,92978.25,02891
132122.33,44836.0,41.7122,-71.5145,63108.67,02893
29099.75,39863.5,41.9987,-71.5081,41990.25,02895
26915.0,38698.67,41.8172,-71.4127,41232.33,02903
138816.67,40176.33,41.861,-71.4319,68439.33,02904
36964.67,31715.0,41.7921,-71.3987,45988.67,02905
157470.67,74505.33,41.8457,-71.3941,114096.33,02906
23670.5,41289.0,41.7991,-71.4219,38351.0,02907
97283.0,28679.75,41.8351,-71.4369,37689.5,02908
88536.2,35339.0,41.8159,-71.4486,42598.6,02909
