number_of_fastfood,zipcode,population,state,county,graduate_or_professional,highSchool_or_higher,bachelors_or_higher,median,stdev,lat,lon,clean_mean
1,01844,49057.0,MA,Essex County,10.6,88.2,29.2,145094.67,62598.33,42.7386,-71.1808,93444.67
1,01851,30026.0,MA,Middlesex County,10.2,78.0,24.2,53678.0,58745.67,42.6308,-71.329,67781.0
1,01854,29204.0,MA,Middlesex County,8.8,79.4,19.4,51250.5,44780.0,42.6434,-71.3341,55849.5
2,01876,29692.0,MA,Middlesex County,10.6,94.1,33.9,300000.0,60726.5,42.6019,-71.2262,97553.5
2,01886,23850.0,MA,Middlesex County,35.8,97.5,69.1,300000.0,56586.0,42.6324,-71.4324,103763.0
1,01890,22491.0,MA,Middlesex County,44.6,97.8,75.5,193632.33,85007.67,42.451,-71.1351,142924.0
1,01913,17082.0,MA,Essex County,17.0,94.2,41.8,69529.0,48573.0,42.8431,-70.9246,76628.5
2,01915,40967.0,MA,Essex County,18.2,94.3,48.2,124445.0,69922.75,42.5555,-70.8579,90636.5
2,01923,27419.0,MA,Essex County,16.3,94.3,41.4,300000.0,51620.0,42.5606,-70.9393,68430.0
1,01960,51948.0,MA,Essex County,10.6,89.8,30.7,64093.6,59982.2,42.5268,-70.9454,78500.2
2,02032,4070.0,MA,Norfolk County,27.8,95.8,57.3,114549.0,77911.0,42.1569,-71.2162,133200.0
3,02038,32873.0,MA,Norfolk County,22.5,96.1,56.0,199262.0,76484.0,42.0797,-71.3986,141997.67
2,02053,13135.0,MA,Norfolk County,23.4,95.5,59.0,300000.0,74385.0,42.1562,-71.4303,130026.0
1,02072,28260.0,MA,Norfolk County,12.9,90.7,36.7,88850.5,62666.0,42.1223,-71.1023,95042.5
2,02111,7564.0,MA,Suffolk County,26.1,75.2,54.0,18656.0,72229.0,42.3487,-71.0609,58797.0
1,02131,32459.0,MA,Suffolk County,20.1,90.5,43.2,53927.0,36392.0,42.2846,-71.1149,59719.67
2,02132,28292.0,MA,Suffolk County,27.0,92.5,53.4,181417.75,70266.0,42.2724,-71.1585,102057.25
1,02134,17598.0,MA,Suffolk County,31.1,90.2,64.8,124598.0,48316.67,42.3528,-71.1367,55446.67
2,02143,26800.0,MA,Middlesex County,35.2,92.8,70.4,300000.0,63898.0,42.3835,-71.0951,110267.0
1,02150,38237.0,MA,Suffolk County,6.8,69.8,17.4,41040.33,45061.33,42.3912,-71.0312,55533.67
1,02151,53172.0,MA,Suffolk County,6.9,81.9,19.9,98103.4,43931.0,42.4185,-71.0079,61097.6
3,02155,59348.0,MA,Middlesex County,24.8,92.3,49.6,207928.2,57614.2,42.42,-71.1038,90494.6
4,02169,55876.0,MA,Norfolk County,16.8,90.1,42.9,121216.0,51877.6,42.2512,-70.9927,81179.8
1,02170,19574.0,MA,Norfolk County,15.3,85.9,42.3,82270.0,67826.0,42.2604,-71.0166,92879.0
2,02171,17899.0,MA,Norfolk County,19.7,87.7,47.8,81711.67,63220.33,42.2856,-71.0241,89608.33
1,02184,37066.0,MA,Norfolk County,15.4,94.1,41.5,81455.75,61071.5,42.2118,-70.9967,95531.25
1,02189,15076.0,MA,Norfolk County,9.6,91.0,30.0,48573.0,34062.0,42.2138,-70.9374,59112.0
1,02190,16886.0,MA,Norfolk County,13.3,94.2,37.4,34650.5,37020.5,42.1549,-70.933,48119.5
1,02215,24698.0,MA,Suffolk County,47.6,95.4,80.0,28194.33,44787.0,42.3486,-71.1034,41144.33
1,02301,60659.0,MA,Plymouth County,4.9,79.1,17.8,108020.12,44161.38,42.0745,-71.0343,58985.25
2,02302,34154.0,MA,Plymouth County,5.7,85.2,17.2,300000.0,50168.33,42.0913,-70.9935,74180.0
1,02339,14332.0,MA,Plymouth County,18.1,96.4,46.1,121376.0,68487.0,42.1329,-70.8687,128679.0
1,02360,58024.0,MA,Plymouth County,13.3,95.5,36.0,112241.43,59624.14,41.9154,-70.6319,90388.29
2,02364,13106.0,MA,Plymouth County,14.0,95.0,43.7,300000.0,61644.0,42.0027,-70.7419,83744.0
1,02368,33880.0,MA,Norfolk County,9.2,85.4,28.7,186804.0,48861.5,42.1657,-71.0488,80143.0
2,02451,18130.0,MA,Middlesex County,23.3,95.0,50.7,42590.5,66479.5,42.376999999999995,-71.2524,73109.5
1,02459,19020.0,MA,Middlesex County,53.3,99.5,85.5,259501.67,86226.0,42.3381,-71.1861,140254.33
1,02536,19366.0,MA,Barnstable County,14.7,93.2,35.1,300000.0,66638.0,41.5778,-70.5576,73485.0
1,02554,10434.0,MA,Nantucket County,20.4,94.1,44.8,135315.75,56952.25,41.2708,-70.0378,93951.25
3,02601,14503.0,MA,Barnstable County,7.3,90.6,17.6,181855.0,56255.5,41.6457,-70.2849,76834.5
1,02653,5879.0,MA,Barnstable County,23.7,98.0,56.1,48438.0,67719.0,41.7662,-69.9415,74492.0
1,02703,44121.0,MA,Bristol County,10.1,89.1,31.2,219289.67,53775.33,41.9215,-71.3077,90517.0
1,02719,16078.0,MA,Bristol County,10.7,89.2,30.0,300000.0,55822.5,41.6472,-70.8839,90768.0
2,02721,25722.0,MA,Bristol County,3.0,67.9,10.0,36610.0,36747.6,41.6811,-71.1635,45866.6
1,02726,15959.0,MA,Bristol County,9.1,88.6,28.0,300000.0,53573.0,41.7567,-71.1447,102387.0
1,02740,43531.0,MA,Bristol County,7.0,75.7,19.1,37965.67,48854.0,41.6279,-70.9366,53580.83
1,02744,11231.0,MA,Bristol County,3.4,62.0,14.7,23301.0,33060.0,41.6122,-70.9137,36694.0
1,02746,15419.0,MA,Bristol County,2.6,66.7,8.9,18550.0,28129.67,41.6576,-70.9338,28247.0
1,02767,13872.0,MA,Bristol County,14.3,94.0,37.8,84068.0,63955.0,41.9155,-71.0223,94539.0
2,02777,16236.0,MA,Bristol County,10.7,86.7,23.7,300000.0,42788.0,41.7152,-71.2099,98261.0
1,02816,32647.0,RI,Kent County,8.5,91.6,25.9,78160.0,53059.5,41.6914,-71.6175,89353.5
1,02842,16021.0,RI,Newport County,16.2,92.4,41.4,63863.67,53161.67,41.523999999999994,-71.2847,76219.67
1,02852,22342.0,RI,Washington County,21.7,95.4,48.8,83344.0,58760.67,41.57,-71.4544,95488.67
1,02861,25400.0,RI,Providence County,6.8,85.0,20.0,170594.5,50926.5,41.8877,-71.3576,61266.25
1,02863,19366.0,RI,Providence County,2.3,59.2,8.0,24841.0,22575.0,41.8944,-71.3893,31196.0
1,02865,16742.0,RI,Providence County,14.1,92.7,40.0,90622.0,56081.0,41.9089,-71.4138,96984.0
1,02886,28848.0,RI,Kent County,11.9,91.9,34.8,67275.25,54889.0,41.7015,-71.4655,77013.5
1,02891,21379.0,RI,Washington County,12.4,91.6,33.3,79591.5,65727.25,41.3481,-71.7905,92978.25
1,02893,29450.0,RI,Kent County,7.6,87.5,22.6,132122.33,44836.0,41.7122,-71.5145,63108.67
2,02895,41272.0,RI,Providence County,5.4,79.0,15.3,29099.75,39863.5,41.9987,-71.5081,41990.25
1,02903,10895.0,RI,Providence County,24.4,79.2,45.7,26915.0,38698.67,41.8172,-71.4127,41232.33
3,02904,29480.0,RI,Providence County,8.8,86.2,26.9,138816.67,40176.33,41.861000000000004,-71.4319,68439.33
2,02909,43291.0,RI,Providence County,2.8,66.9,12.9,88536.2,35339.0,41.8159,-71.4486,42598.6
1,02914,21575.0,RI,Providence County,5.0,75.8,17.0,129701.67,44708.67,41.8049,-71.3622,64378.0
1,02917,14079.0,RI,Providence County,15.1,93.3,37.5,33297.0,49294.0,41.8973,-71.4965,49992.0
1,02919,29126.0,RI,Providence County,6.9,88.5,22.4,134358.0,50456.67,41.8226,-71.506,65116.33
2,02920,37463.0,RI,Providence County,9.4,86.2,26.0,103996.8,49798.6,41.7751,-71.4626,71559.2
2,03038,33491.0,NH,Rockingham County,8.8,95.0,29.0,178407.5,47779.5,42.8987,-71.2923,83690.0
1,03054,25580.0,NH,Hillsborough County,14.8,96.7,45.7,156343.0,60103.33,42.8408,-71.52199999999999,110103.0
4,03060,29512.0,NH,Hillsborough County,6.9,84.2,21.6,135879.0,40603.67,42.7627,-71.4696,67345.0
2,03063,16273.0,NH,Hillsborough County,14.6,95.1,43.1,72306.0,56667.0,42.7609,-71.5043,79770.0
1,03079,28932.0,NH,Rockingham County,11.6,92.6,33.6,84681.0,63780.67,42.7799,-71.2211,94065.33
1,03102,32292.0,NH,Hillsborough County,7.8,86.9,25.6,54474.5,41598.0,42.9894,-71.4859,61184.5
2,03103,37011.0,NH,Hillsborough County,5.6,82.9,20.3,44186.0,43497.0,42.9815,-71.4449,54977.5
1,03106,13954.0,NH,Merrimack County,13.8,95.3,39.0,300000.0,59981.0,43.0756,-71.4763,110111.0
1,03235,8522.0,NH,Merrimack County,3.1,89.9,17.4,30399.0,40144.0,43.42,-71.664,49184.0
2,03246,16238.0,NH,Belknap County,10.3,89.7,26.2,47512.67,47567.33,43.568000000000005,-71.4544,60130.0
1,03253,6231.0,NH,Belknap County,16.9,94.4,43.8,66820.0,68071.5,43.6319,-71.4964,87161.5
2,03301,32291.0,NH,Merrimack County,17.5,91.8,39.3,66933.67,56163.33,43.2148,-71.559,77695.67
1,03303,16189.0,NH,Merrimack County,9.4,91.2,26.3,72747.0,53335.0,43.2551,-71.6369,82095.0
2,03431,25715.0,NH,Cheshire County,16.7,93.6,38.8,65350.5,40735.0,42.9435,-72.2933,67534.5
2,03801,22297.0,NH,Rockingham County,21.9,95.7,57.3,73710.5,56312.5,43.0554,-70.7622,86644.0
1,03820,30762.0,NH,Strafford County,18.1,92.5,45.0,41942.0,55077.0,43.1942,-70.846,65210.0
1,03862,4384.0,NH,Rockingham County,21.4,97.5,52.1,88684.0,65911.0,42.9799,-70.8294,103240.0
1,03867,20866.0,NH,Strafford County,5.4,89.0,21.0,137071.67,39649.0,43.2968,-70.96,72618.0
2,03874,8809.0,NH,Rockingham County,4.1,90.8,16.1,300000.0,52285.0,42.8784,-70.84,56797.0
1,04005,23127.0,ME,York County,7.5,88.7,24.3,136211.33,50905.67,43.4613,-70.4403,74229.67
1,04011,20497.0,ME,Cumberland County,19.9,93.8,44.2,24839.0,34986.0,43.9102,-69.9538,39922.0
1,04038,17015.0,ME,Cumberland County,14.1,96.1,44.0,300000.0,31127.0,43.6716,-70.4472,70595.0
1,04043,11161.0,ME,York County,20.8,97.3,48.0,86807.0,88505.0,43.3755,-70.5307,118117.0
2,04062,17842.0,ME,Cumberland County,9.0,93.5,32.1,66630.0,43104.0,43.8348,-70.4352,71153.0
2,04072,19008.0,ME,York County,11.3,93.1,35.7,69840.0,57682.0,43.5504,-70.4663,80054.0
2,04074,19459.0,ME,Cumberland County,18.5,96.8,53.2,81468.0,65410.0,43.6059,-70.3979,93335.0
1,04092,17969.0,ME,Cumberland County,8.9,92.4,29.9,58638.67,50364.0,43.6987,-70.3525,69314.0
2,04101,17031.0,ME,Cumberland County,17.4,90.0,44.4,42454.0,47202.0,43.672,-70.2705,58705.33
1,04106,25633.0,ME,Cumberland County,14.5,95.6,43.0,173102.0,44116.5,43.6444,-70.2428,65302.0
2,04210,22943.0,ME,Androscoggin County,11.0,90.5,27.4,44150.67,41475.0,44.0951,-70.2385,54347.67
1,04252,4672.0,ME,Androscoggin County,4.5,97.2,21.9,53619.0,46963.0,44.0086,-70.0576,63704.0
2,04281,5134.0,ME,Oxford County,6.7,91.1,19.5,23526.0,38969.5,44.2329,-70.5019,37673.5
6,04330,25666.0,ME,Kennebec County,6.8,88.1,25.6,44593.33,46899.33,44.36600000000001,-69.7517,56444.67
1,04345,11242.0,ME,Kennebec County,9.8,91.1,26.6,45260.0,45539.0,44.2337,-69.8522,56297.0
9,04401,44754.0,ME,Penobscot County,12.0,92.4,32.1,36694.5,46476.0,44.8367,-68.78,51725.75
1,04412,9284.0,ME,Penobscot County,8.0,92.7,29.9,42702.0,47189.5,44.7809,-68.7571,55568.5
2,04605,13555.0,ME,Hancock County,9.2,93.4,26.0,35878.67,43407.33,44.507,-68.361,49663.67
1,04730,9852.0,ME,Aroostook County,4.7,89.5,17.4,26779.0,44421.5,46.1312,-67.8216,40031.5
2,04976,9722.0,ME,Somerset County,5.9,84.7,19.7,30077.0,40328.0,44.7394,-69.6737,41241.0
1,05001,9120.0,VT,Windsor County,18.5,92.6,44.0,35510.0,51887.0,43.646,-72.3213,54650.0
4,05201,14429.0,VT,Bennington County,10.6,90.7,31.3,45293.75,42081.0,42.9019,-73.105,55777.0
6,05301,16470.0,VT,Windham County,20.3,92.8,40.8,52686.0,49385.0,42.8622,-72.5711,61363.0
3,05401,28849.0,VT,Chittenden County,23.7,90.1,56.4,39998.25,52175.75,44.4804,-73.2089,56393.0
3,05446,15635.0,VT,Chittenden County,17.2,95.5,40.4,174819.5,57993.5,44.5497,-73.1956,85489.0
2,05452,20866.0,VT,Chittenden County,21.2,95.1,51.0,56778.0,37333.0,44.4944,-73.1255,54178.0
1,05468,13307.0,VT,Chittenden County,6.8,93.2,27.1,300000.0,46491.0,44.6228,-73.1129,85213.0
3,05478,14942.0,VT,Franklin County,7.7,93.7,27.0,40325.0,46375.0,44.7672,-73.1097,52160.5
1,05602,11777.0,VT,Washington County,28.5,95.1,54.1,59861.0,49133.0,44.2258,-72.5928,70599.0
4,05641,16739.0,VT,Washington County,8.5,90.3,26.1,55645.0,35690.0,44.1988,-72.5125,58957.0
1,05661,5796.0,VT,Lamoille County,12.3,89.7,35.2,38389.0,49327.0,44.5572,-72.59,52750.0
7,05701,20160.0,VT,Rutland County,12.4,91.5,32.4,53099.0,50510.5,43.6066,-72.9692,64958.5
4,05819,9655.0,VT,Caledonia County,11.3,89.5,26.8,44254.0,46145.0,44.4447,-71.9816,54134.0
1,06029,15733.0,CT,Tolland County,21.8,94.1,46.2,188876.0,59589.5,41.9313,-72.3904,104743.0
1,06032,17623.0,CT,Hartford County,30.9,96.2,58.7,91628.5,73536.5,41.7173,-72.8424,107219.5
2,06040,35616.0,CT,Hartford County,13.3,91.8,35.2,104157.0,52394.43,41.7763,-72.5155,80609.43
1,06053,34531.0,CT,Hartford County,8.0,84.3,21.5,119616.67,36534.0,41.6897,-72.78699999999999,47052.0
2,06062,17772.0,CT,Hartford County,11.6,89.9,28.6,300000.0,42583.0,41.6771,-72.8544,63526.0
4,06066,29206.0,CT,Tolland County,13.1,93.6,34.5,71662.0,52738.33,41.8439,-72.4629,81050.0
1,06074,25793.0,CT,Hartford County,22.2,95.8,49.8,84268.0,61084.0,41.8326,-72.5516,97767.33
1,06085,7551.0,CT,Hartford County,24.6,95.0,50.8,63233.0,64256.0,41.7574,-72.8953,80873.0
1,06088,4661.0,CT,Hartford County,15.1,93.8,33.1,91148.0,41014.0,41.9179,-72.5834,91993.0
2,06105,19165.0,CT,Hartford County,14.7,80.7,31.9,28513.67,30022.67,41.7702,-72.6942,35502.67
6,06106,38010.0,CT,Hartford County,5.9,68.5,14.2,30809.0,32636.6,41.7506,-72.6902,37395.2
1,06107,18855.0,CT,Hartford County,38.0,97.9,73.4,105164.0,78701.0,41.7589,-72.7531,126899.5
1,06108,25272.0,CT,Hartford County,4.9,79.6,15.4,40919.0,37552.0,41.7666,-72.654,49983.0
5,06111,30590.0,CT,Hartford County,15.0,91.1,39.3,77061.67,64940.33,41.7,-72.7464,90282.33
1,06112,22891.0,CT,Hartford County,3.2,79.6,12.5,56887.0,52522.0,41.7942,-72.6967,65980.0
3,06117,16788.0,CT,Hartford County,39.8,95.9,70.7,300000.0,74726.0,41.7699,-72.7346,113498.5
3,06118,25605.0,CT,Hartford County,7.7,85.9,21.7,61545.25,52639.75,41.7475,-72.6187,72687.75
1,06226,19667.0,CT,Windham County,8.6,79.1,18.0,28728.0,42044.0,41.7197,-72.2289,44232.0
4,06320,27270.0,CT,New London County,10.3,83.3,25.5,164493.25,47501.0,41.348,-72.1008,56785.25
1,06335,6722.0,CT,New London County,20.5,97.2,43.2,111421.0,69845.0,41.4347,-72.0585,116470.0
5,06340,31467.0,CT,New London County,12.5,93.8,30.7,82175.2,64194.2,41.326,-72.0232,94408.6
2,06360,37153.0,CT,New London County,7.5,87.2,19.8,56328.0,40257.0,41.5424,-72.0841,64557.0
2,06385,15666.0,CT,New London County,18.3,94.0,38.5,87632.0,68297.0,41.3032,-72.135,99437.0
1,06418,12771.0,CT,New Haven County,8.0,86.2,24.1,54239.0,46387.0,41.3143,-73.0627,62666.0
1,06457,46933.0,CT,Middlesex County,16.7,92.0,36.4,66684.5,47546.25,41.5645,-72.6741,71423.0
4,06460,38233.0,CT,New Haven County,18.2,94.7,41.9,165094.0,71772.4,41.2201,-73.0539,111142.0
1,06473,24298.0,CT,New Haven County,18.6,95.1,40.6,89233.5,66339.5,41.403,-72.8624,97518.0
1,06475,10174.0,CT,Middlesex County,17.8,94.2,42.6,195611.5,70607.0,41.3149,-72.3996,116901.0
2,06483,16540.0,CT,New Haven County,13.1,94.3,32.6,109706.0,60204.0,41.3771,-73.1071,97053.0
2,06492,45054.0,CT,New Haven County,14.8,93.3,36.5,126995.25,54725.0,41.4613,-72.8283,84868.0
1,06512,28890.0,CT,New Haven County,10.4,90.2,26.2,181732.0,55099.0,41.2719,-72.8671,84509.5
3,06513,40851.0,CT,New Haven County,5.8,81.1,16.3,56242.0,57233.0,41.315,-72.8779,71707.33
1,06515,18809.0,CT,New Haven County,24.9,92.0,45.9,48310.0,52907.0,41.3358,-72.9744,59068.0
3,06516,54972.0,CT,New Haven County,9.8,87.6,24.1,142515.5,54047.0,41.269,-72.965,75258.83
2,06606,47671.0,CT,Fairfield County,7.5,79.8,19.6,54515.0,52959.5,41.2067,-73.2112,68649.5
3,06704,25537.0,CT,New Haven County,3.7,75.2,9.9,37459.0,38051.33,41.5795,-73.0247,44992.0
4,06705,27195.0,CT,New Haven County,4.6,82.1,13.0,51752.5,52185.5,41.5498,-73.0038,66547.5
2,06810,51085.0,CT,Fairfield County,10.6,75.6,25.5,122627.0,53556.75,41.3908,-73.4397,80767.25
2,06851,27101.0,CT,Fairfield County,18.2,91.2,43.4,93255.75,71300.25,41.1341,-73.4046,108795.0
1,06878,8019.0,CT,Fairfield County,35.5,97.0,71.3,132585.0,68354.0,41.0483,-73.5756,132757.0
1,07001,18136.0,NJ,Middlesex County,9.1,94.3,24.7,62248.67,60020.67,40.5819,-74.271,77648.0
2,07002,65772.0,NJ,Hudson County,10.4,87.7,33.6,40707.71,40112.14,40.6651,-74.1129,51429.86
1,07003,47989.0,NJ,Essex County,14.1,91.9,39.9,155083.6,66154.8,40.7974,-74.1914,92231.2
1,07006,25419.0,NJ,Essex County,20.9,93.9,54.9,233163.33,80767.0,40.8555,-74.2765,161465.67
1,07036,43111.0,NJ,Union County,7.1,86.7,21.7,66324.25,52668.0,40.6338,-74.251,79757.0
1,07042,25698.0,NJ,Essex County,27.9,95.2,63.9,184732.33,74779.0,40.8203,-74.2126,117288.17
1,07065,28897.0,NJ,Union County,9.3,89.5,28.1,162255.5,44611.0,40.609,-74.279,65541.0
1,07069,6197.0,NJ,Somerset County,33.5,96.7,56.5,112658.0,90884.0,40.6428,-74.4362,134247.0
1,07076,24016.0,NJ,Union County,26.3,95.4,56.3,160684.5,72122.25,40.6451,-74.3849,125404.5
1,07080,23916.0,NJ,Middlesex County,13.0,89.3,35.2,163925.0,55243.0,40.5839,-74.4138,90319.33
1,07094,18737.0,NJ,Hudson County,17.8,88.4,45.5,82651.0,51485.0,40.7912,-74.0585,90323.0
2,07095,19701.0,NJ,Middlesex County,15.5,90.4,38.1,72137.0,55869.0,40.5544,-74.2871,84951.0
1,07105,53832.0,NJ,Essex County,3.5,63.7,13.6,100530.25,30754.5,40.7232,-74.1522,42782.5
1,07109,36125.0,NJ,Essex County,7.3,88.1,26.5,125133.25,52038.75,40.7946,-74.1657,75256.5
1,07111,54303.0,NJ,Essex County,4.4,83.7,15.1,86492.67,39768.17,40.7203,-74.2341,53532.0
1,07203,21507.0,NJ,Union County,5.9,85.0,18.3,53054.33,56550.0,40.6527,-74.2673,70801.0
1,07205,21800.0,NJ,Union County,8.4,87.8,23.2,74222.67,53259.33,40.6976,-74.225,82936.33
1,07305,63568.0,NJ,Hudson County,8.7,84.2,27.8,86442.67,65098.67,40.701,-74.0888,98291.67
2,07405,17713.0,NJ,Morris County,20.3,96.1,50.7,120006.5,71148.0,40.9828,-74.3534,120901.5
1,07416,5561.0,NJ,Sussex County,5.5,92.3,22.4,50918.0,51007.0,41.0967,-74.5866,67169.0
2,07419,8750.0,NJ,Sussex County,10.9,95.3,33.8,89353.0,55974.0,41.1368,-74.6093,95543.0
1,07420,5152.0,NJ,Passaic County,6.7,86.6,24.2,80856.0,55371.0,41.0253,-74.2973,88810.0
1,07446,14952.0,NJ,Bergen County,26.4,98.2,66.7,300000.0,70402.0,41.0579,-74.1594,119641.0
1,07601,44271.0,NJ,Bergen County,11.1,87.2,34.5,63169.25,56634.75,40.8906,-74.0528,77505.0
2,07604,12124.0,NJ,Bergen County,15.1,93.9,43.4,59333.0,59726.0,40.8625,-74.0703,74523.0
1,07621,27513.0,NJ,Bergen County,12.7,90.5,42.2,160277.0,60657.0,40.9245,-73.9982,90998.67
1,07652,26795.0,NJ,Bergen County,16.0,91.1,46.9,164322.67,72493.33,40.9481,-74.0579,121952.0
4,07712,38490.0,NJ,Monmouth County,15.9,89.7,37.9,108713.6,56497.8,40.2247,-74.0219,76736.0
1,07719,20876.0,NJ,Monmouth County,17.0,93.6,47.6,205035.0,75618.5,40.1621,-74.0672,101721.0
1,07724,21611.0,NJ,Monmouth County,16.1,95.0,41.5,47078.0,33011.5,40.2896,-74.0673,49972.0
1,07728,55905.0,NJ,Monmouth County,15.1,89.6,39.4,188931.0,72827.75,40.2251,-74.2967,104610.0
3,07731,38193.0,NJ,Monmouth County,11.0,94.4,37.3,300000.0,62901.5,40.1589,-74.2092,120885.0
1,07738,6236.0,NJ,Monmouth County,28.1,96.3,55.1,300000.0,78684.0,40.3354,-74.1327,168103.0
1,07740,31034.0,NJ,Monmouth County,11.5,83.0,29.7,226235.33,54968.0,40.2995,-73.9879,82986.67
1,07748,27075.0,NJ,Monmouth County,18.4,96.1,47.7,300000.0,52335.0,40.4406,-74.1023,77315.0
3,07753,37634.0,NJ,Monmouth County,9.5,91.4,30.0,73360.0,47498.25,40.2023,-74.0485,80365.0
1,07760,8945.0,NJ,Monmouth County,26.4,98.9,69.0,229438.0,85697.5,40.355,-74.0085,164625.5
1,07871,20493.0,NJ,Sussex County,18.7,97.6,55.0,300000.0,76963.0,41.0486,-74.5785,149641.0
1,08005,23166.0,NJ,Ocean County,7.6,93.2,24.4,78874.0,58842.0,39.7623,-74.2001,90098.5
1,08028,20610.0,NJ,Gloucester County,11.9,90.0,32.0,151249.0,62979.33,39.6753,-75.1516,85592.33
1,08043,29329.0,NJ,Camden County,21.8,92.6,51.0,175122.5,59764.5,39.8391,-74.9691,105380.0
4,08046,31442.0,NJ,Burlington County,8.2,91.3,24.8,68316.5,47098.0,40.0465,-74.8869,76603.75
2,08053,45578.0,NJ,Burlington County,16.1,95.8,46.8,151246.67,56920.33,39.871,-74.9046,91551.67
1,08055,27396.0,NJ,Burlington County,21.9,97.7,56.3,160840.0,66295.33,39.861,-74.8234,110167.33
3,08060,24330.0,NJ,Burlington County,11.6,92.7,34.3,183752.5,54723.5,40.0019,-74.7703,76734.5
1,08068,7061.0,NJ,Burlington County,6.5,87.7,19.6,67184.0,53948.0,39.9708,-74.6855,76594.0
1,08069,12752.0,NJ,Salem County,4.2,79.4,12.2,49399.0,60159.0,39.7108,-75.4626,71633.0
2,08070,12557.0,NJ,Salem County,5.9,89.4,18.0,54452.5,50512.0,39.6259,-75.5101,70674.0
2,08096,35599.0,NJ,Gloucester County,8.7,91.8,28.0,45419.67,49895.0,39.8403,-75.1513,61348.33
1,08204,18718.0,NJ,Cape May County,10.5,92.7,29.6,52967.33,45849.0,38.9679,-74.93,64910.0
1,08215,13466.0,NJ,Atlantic County,7.1,85.5,21.2,40199.0,46603.0,39.468,-74.5552,61898.0
1,08226,11430.0,NJ,Cape May County,17.4,94.2,48.6,74310.0,85918.0,39.2978,-74.5781,112218.0
1,08234,42728.0,NJ,Atlantic County,9.0,88.4,31.3,71287.33,62095.0,39.3756,-74.6101,83644.0
1,08244,10858.0,NJ,Atlantic County,6.9,89.0,24.8,43374.0,53576.0,39.3167,-74.6163,58700.0
1,08260,13129.0,NJ,Cape May County,8.4,89.7,24.0,34279.33,44232.0,38.9872,-74.8175,48952.0
1,08302,45964.0,NJ,Cumberland County,3.8,74.5,12.3,208087.0,44562.33,39.4537,-75.2226,60163.33
3,08332,36771.0,NJ,Cumberland County,5.1,83.9,15.2,50837.0,53578.33,39.4052,-75.04,66666.0
1,08360,43559.0,NJ,Cumberland County,4.2,74.2,13.1,109803.25,53970.75,39.5075,-75.02199999999999,68591.0
5,08401,39306.0,NJ,Atlantic County,4.5,73.7,16.3,37665.2,47327.0,39.3559,-74.4485,52795.2
1,08505,17961.0,NJ,Burlington County,14.4,95.4,41.6,148510.0,55742.67,40.1384,-74.7145,85749.33
1,08527,55825.0,NJ,Ocean County,9.4,93.9,30.7,113080.4,60343.8,40.1061,-74.2793,93717.2
1,08540,48341.0,NJ,Mercer County,50.1,97.1,79.4,211393.75,85917.25,40.3582,-74.6583,154159.75
2,08638,22794.0,NJ,Mercer County,8.2,81.3,23.0,147734.33,58113.0,40.2529,-74.7644,80819.33
1,08691,15887.0,NJ,Mercer County,21.5,96.3,55.2,300000.0,52339.0,40.2118,-74.6486,102435.0
2,08724,41858.0,NJ,Ocean County,8.9,93.2,31.0,79159.0,61838.25,40.0792,-74.1099,93706.75
1,08733,2710.0,NJ,Ocean County,5.4,88.4,14.2,300000.0,47403.0,40.0131,-74.3204,76800.0
4,08736,12618.0,NJ,Monmouth County,24.5,97.6,57.0,94395.0,74453.0,40.1124,-74.0382,110852.0
5,08742,24365.0,NJ,Ocean County,16.6,95.8,44.3,94546.33,75033.0,40.0742,-74.0545,107966.67
1,08751,4304.0,NJ,Ocean County,9.3,91.1,31.3,28108.0,27375.5,39.9327,-74.0681,36079.0
10,08753,63222.0,NJ,Ocean County,10.3,93.5,31.8,193274.43,51020.0,39.9854,-74.1707,85247.14
1,08817,44730.0,NJ,Middlesex County,19.9,92.6,48.6,143968.33,56255.67,40.507,-74.4085,84668.67
1,08822,30669.0,NJ,Hunterdon County,22.6,93.9,49.9,300000.0,80411.0,40.4898,-74.8038,129621.0
1,08831,49399.0,NJ,Middlesex County,18.9,92.8,44.0,154656.0,71553.33,40.3286,-74.4398,112703.33
1,08837,16728.0,NJ,Middlesex County,18.3,91.7,47.2,300000.0,63166.0,40.5457,-74.3356,112854.0
1,08844,39653.0,NJ,Somerset County,22.1,97.4,56.9,109518.5,66326.5,40.515,-74.6667,115693.75
1,08854,57432.0,NJ,Middlesex County,20.8,92.1,50.5,187851.75,55822.25,40.5541,-74.4697,99771.75
1,08857,40628.0,NJ,Middlesex County,11.3,93.0,38.4,63064.0,42898.0,40.4155,-74.3263,73734.0
1,08865,29263.0,NJ,Warren County,7.5,85.7,23.0,127339.0,46546.5,40.7065,-75.1584,76591.25
1,08873,53094.0,NJ,Somerset County,20.6,93.3,46.7,118807.43,61356.14,40.4944,-74.5172,99006.71
2,08901,57585.0,NJ,Middlesex County,10.0,61.8,20.7,107533.25,40262.75,40.4897,-74.4472,86107.5
4,08902,41755.0,NJ,Middlesex County,19.8,89.7,47.8,54280.0,55134.0,40.4674,-74.4699,70809.0
2,10001,23332.0,NY,New York County,31.2,93.9,70.3,40262.0,51644.0,40.7471,-74.0009,52434.0
3,10002,78096.0,NY,New York County,11.4,66.8,33.1,87506.71,57297.0,40.7144,-73.9816,67180.14
